Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves apbūves laukums, m2;Būves kopplatība, m2;Būves būvtilpums, m3;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas zemākais stāvs;Telpu grupas augstākais stāvs;Telpu grupas platība, m2;Dzīvokļa kopplatība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Gads;Sezona
130000.0;318.33;1;2;397.9;533.0;1919.0;2021;0.0;1;2;86.1;86.1;9;4;57.155;24.857778;2024;2
32000.0;99.19;1;5;1615.2;6758.2;22497.0;1982;28.0;4;4;56.4;53.2;7;2;56.858611;24.349722;2024;2
49900.0;69.58;1;5;385.2;1766.5;6305.0;1990;5.0;5;5;48.0;48.0;4;1;56.858611;24.349722;2024;2
24900.0;35.79;1;4;920.8;3276.9;11210.0;1977;30.0;3;3;51.7;50.2;7;2;56.723056;24.805833;2024;2
10000.0;21.26;1;4;990.6;3223.3;11842.0;1987;10.0;2;2;34.0;34.0;6;1;56.723056;24.805833;2024;2
5500.0;289.28;2;2;139.9;178.6;780.0;1935;40.0;2;2;25.9;25.9;2;1;56.723056;24.805833;2024;2
88000.0;72.0;1;5;1885.9;9366.6;35631.0;2008;14.0;3;3;52.1;48.9;4;2;57.076944;24.323611;2024;2
21500.0;119.4;3;3;232.2;368.6;1346.0;1900;35.0;1;1;33.7;33.7;3;2;57.261944;24.415833;2024;2
121000.0;41.3;3;6;2480.0;8132.2;25598.0;2011;12.0;5;5;56.3;51.5;4;2;56.900833;24.047778;2024;2
61000.0;128.06;1;5;967.6;3959.9;9070.0;1991;26.0;4;4;67.1;60.5;8;3;57.076944;24.323611;2024;2
89000.0;107.24;1;5;1885.9;9366.6;35631.0;2008;14.0;1;1;77.6;77.6;5;3;57.076944;24.323611;2024;2
150000.0;110.9;1;5;2396.9;9684.6;33228.0;2007;13.0;2;2;104.8;99.8;7;3;57.261944;24.415833;2024;2
80000.0;46.88;1;5;736.7;2823.1;10547.0;1986;17.0;5;5;65.1;61.6;8;3;56.836667;24.496111;2024;2
21500.0;109.48;3;3;232.2;368.6;1346.0;1900;35.0;1;1;30.9;30.9;3;2;57.261944;24.415833;2024;2
162000.0;479.62;1;2;323.2;489.4;1495.0;2019;0.0;1;2;97.6;86.7;10;4;57.155;24.857778;2024;2
40000.0;200.92;2;3;614.3;1550.6;5278.0;1983;25.0;2;2;57.0;57.0;7;3;57.261944;24.415833;2024;2
60000.0;79.37;1;3;528.5;1330.6;4627.0;1972;27.0;2;2;55.7;52.2;7;2;56.836667;24.496111;2024;2
42000.0;61.8;1;6;540.4;2553.2;8543.0;1970;20.0;3;3;48.5;45.4;9;2;56.787222;23.941944;2024;2
58000.0;45.02;1;4;758.7;3297.5;10318.0;1974;16.0;4;4;51.4;45.4;8;2;56.832222;24.226667;2024;2
152000.0;113.77;1;4;1166.7;4547.5;15349.0;2006;14.0;3;4;135.3;129.6;10;4;56.858611;24.349722;2024;2
15000.0;44.54;1;5;698.4;3347.8;10864.0;1967;29.0;1;1;35.8;35.8;5;2;56.787222;23.941944;2024;2
137940.0;285.37;1;3;200.6;478.6;1667.0;2024;0.0;2;2;74.6;70.5;5;3;57.155;24.857778;2024;2
35000.0;35.2;1;10;312.6;2347.7;8110.0;1977;25.0;7;7;51.4;48.9;8;2;56.787222;23.941944;2024;2
45000.0;21.61;1;6;594.9;3608.1;12092.0;2007;0.0;4;4;27.6;27.6;2;1;56.832222;24.226667;2024;2
86000.0;59.38;1;9;1283.0;10096.4;33586.0;1974;30.0;2;2;78.5;71.9;11;4;56.858611;24.349722;2024;2
134000.0;303.47;1;4;265.2;1194.6;3735.0;2014;0.0;3;3;73.1;65.1;6;3;57.155;24.857778;2024;2
60000.0;30.75;1;5;1414.6;6880.0;19804.0;1970;16.0;2;2;58.3;55.3;9;3;56.832222;24.226667;2024;3
100000.0;134.9;1;3;853.8;2133.3;6940.0;2006;0.0;3;3;62.3;53.4;4;2;56.900833;24.047778;2024;2
95000.0;81.94;2;4;885.8;3632.8;12172.0;2021;0.0;2;2;55.3;51.5;4;2;57.076944;24.323611;2024;3
5026.0;21.14;1;4;990.6;3223.3;11842.0;1987;10.0;2;2;33.8;33.8;5;1;56.723056;24.805833;2024;3
40000.0;49.54;1;4;434.4;1664.0;5960.0;1965;20.0;4;4;41.5;41.5;4;2;56.787222;23.941944;2024;3
4000.0;28.5;1;5;768.3;3542.1;12310.0;1965;15.0;5;5;31.3;29.5;5;1;56.787222;23.941944;2024;3
22300.0;27.47;1;5;768.3;3542.1;12310.0;1965;15.0;1;1;28.9;28.9;4;1;56.787222;23.941944;2024;2
53000.0;77.04;1;5;1680.8;6795.1;22364.0;1988;25.0;1;1;54.6;48.1;7;2;57.076944;24.323611;2024;3
47001.0;30.24;1;5;1459.3;6890.1;24471.0;1975;17.0;4;4;54.3;51.1;8;2;56.832222;24.226667;2024;3
32000.0;21.28;1;5;716.6;3413.9;11392.0;1969;15.0;4;4;25.7;25.7;4;1;56.787222;23.941944;2024;2
130000.0;183.8;1;3;322.6;744.9;2790.0;2020;0.0;3;3;65.5;62.4;6;3;56.900833;24.047778;2024;2
47500.0;46.26;1;5;877.7;3753.4;13728.0;2004;0.0;4;4;34.1;34.1;2;1;56.875;24.119167;2024;3
45500.0;89.54;1;5;999.3;4093.6;13390.0;1987;18.0;2;2;45.0;45.0;6;2;56.875;24.119167;2024;3
96950.0;81.05;2;4;886.1;3623.9;12164.0;2022;0.0;4;4;54.7;51.0;4;2;57.076944;24.323611;2024;3
13000.0;15.27;1;4;860.5;3426.8;11343.0;1979;30.0;4;4;46.5;46.5;6;2;56.832222;24.226667;2022;2
87000.0;106.06;1;4;961.9;3644.0;12726.0;1980;28.0;4;4;74.3;67.1;7;3;57.076944;24.323611;2024;3
28500.0;53.54;1;3;380.2;857.0;3106.0;1970;29.0;3;3;28.0;28.0;4;1;56.836667;24.496111;2024;3
27434.39;46.27;1;9;1283.0;10096.4;33586.0;1974;30.0;2;2;60.5;56.7;9;3;56.858611;24.349722;2008;2
46000.0;176.59;1;4;709.4;2658.1;9199.0;1973;15.0;2;2;58.1;58.1;5;3;57.155;24.857778;2024;3
63000.0;74.69;1;4;838.5;3285.4;11234.0;1990;10.0;2;2;54.8;51.5;7;2;57.155;24.857778;2024;3
36000.0;33.73;1;6;1200.4;5177.1;17081.0;1966;27.0;5;5;38.1;34.9;7;2;56.787222;23.941944;2024;3
7000.0;30.74;1;5;680.5;3697.5;11093.0;1969;19.0;2;2;39.6;36.8;6;2;57.0925;24.546389;2024;3
10000.0;391.26;3;2;193.8;329.0;1290.0;1986;40.0;1;1;35.3;35.3;1;1;56.744444;24.721389;2024;3
22000.0;45.55;1;5;892.4;4406.7;14008.0;1980;30.0;2;2;42.6;35.2;7;1;56.787222;23.941944;2024;3
41000.0;21.53;1;6;594.9;3608.1;12092.0;2007;0.0;1;1;27.5;27.5;2;1;56.832222;24.226667;2024;3
112000.0;59.71;3;6;1563.7;5958.7;19292.0;2008;12.0;4;4;81.4;77.6;4;2;56.900833;24.047778;2024;3
61000.0;25.8;1;5;1414.6;6880.0;19804.0;1970;16.0;4;4;49.3;46.3;9;2;56.832222;24.226667;2024;3
24000.0;47.18;1;5;1045.0;5333.3;16861.0;1973;20.0;4;4;37.6;34.9;7;2;56.858611;24.349722;2024;3
181000.0;185.15;2;5;1044.8;4309.1;13652.0;2023;0.0;3;3;79.8;71.3;6;3;56.900833;24.047778;2024;3
135000.0;117.75;1;5;1885.9;9366.6;35631.0;2008;14.0;1;1;83.8;75.8;6;3;57.076944;24.323611;2024;3
15000.0;30.3;1;5;698.4;3336.1;10912.0;1966;18.0;5;5;31.1;28.5;6;1;56.787222;23.941944;2024;3
61000.0;100.33;1;4;459.0;1482.7;5088.0;1968;20.0;4;4;48.1;48.1;6;2;57.155;24.857778;2024;3
160000.0;584.18;1;2;882.3;1125.0;3610.0;2005;0.0;1;2;243.5;215.5;16;8;57.155;24.857778;2024;3
12100.0;177.98;2;2;190.2;416.9;1483.0;1975;30.0;1;1;35.4;35.4;5;1;56.858611;24.349722;2024;3
10780.0;141.27;2;2;190.2;416.9;1483.0;1975;30.0;1;1;28.1;28.1;5;1;56.858611;24.349722;2024;3
10900.0;42.45;1;3;734.7;2314.2;7782.0;1980;29.0;1;1;26.6;24.0;6;1;57.155;24.857778;2024;3
70000.0;33.08;1;5;875.5;3356.8;12551.0;1978;15.0;4;4;57.8;52.6;7;2;56.836667;24.496111;2024;3
182600.0;184.45;2;5;1044.8;4309.1;13652.0;2023;0.0;2;2;79.5;71.0;6;3;56.900833;24.047778;2024;3
96000.0;79.44;4;3;1133.7;2867.9;9063.0;2008;14.0;1;1;61.1;61.1;5;2;56.875;24.119167;2024;3
133000.0;141.38;1;5;1885.9;9366.6;35631.0;2008;14.0;1;1;102.3;85.8;8;4;57.076944;24.323611;2024;3
51000.0;66.33;1;5;1194.4;5092.7;16409.0;1968;30.0;4;4;61.8;58.8;9;4;56.787222;23.941944;2024;3
30000.0;60.67;1;3;997.1;3102.9;10403.0;1987;17.0;3;3;34.4;31.5;7;1;56.744444;24.721389;2024;3
42000.0;35.83;1;5;1272.6;5556.9;21438.0;1972;30.0;4;4;52.0;44.8;7;2;56.787222;23.941944;2024;3
95050.0;67.56;2;4;886.1;3623.9;12164.0;2022;0.0;4;4;45.6;41.8;4;2;57.076944;24.323611;2024;3
75000.0;92.84;1;5;1680.8;6795.1;22364.0;1988;25.0;3;3;65.8;59.2;8;3;57.076944;24.323611;2024;3
35000.0;53.08;1;5;753.7;3519.2;12091.0;1993;26.0;5;5;41.8;34.6;8;1;56.875;24.119167;2024;3
30000.0;35.97;1;5;772.3;2819.5;10775.0;1988;0.0;3;3;53.3;51.7;7;2;56.836667;24.496111;2024;3
70000.0;53.72;1;10;928.4;7620.9;24335.0;1978;30.0;9;9;61.9;59.2;9;3;56.787222;23.941944;2024;3
30000.0;225.9;2;2;238.1;349.9;1379.0;1954;55.0;2;2;36.5;36.5;4;2;57.261944;24.415833;2024;3
42000.0;39.37;1;6;553.5;2948.7;10238.0;2007;12.0;1;1;54.5;50.2;4;2;56.858611;24.349722;2024;3
23000.0;27.47;1;5;768.3;3542.1;12310.0;1965;15.0;1;1;28.9;28.9;4;1;56.787222;23.941944;2024;3
33000.0;190.26;3;3;232.2;368.6;1346.0;1900;35.0;2;2;53.7;53.7;6;3;57.261944;24.415833;2024;3
85000.0;65.66;2;3;678.0;2037.2;7116.0;1979;20.0;1;1;67.7;60.5;8;3;57.155;24.857778;2024;3
74000.0;82.47;1;5;1369.8;6103.0;20989.0;1983;16.0;3;3;53.0;49.5;8;2;57.076944;24.323611;2024;3
223000.0;635.68;1;2;512.3;632.9;1738.0;2018;0.0;1;2;209.0;145.8;13;5;56.900833;24.047778;2024;2
69500.0;61.93;1;5;711.7;3413.9;11504.0;1965;14.0;5;5;57.5;54.7;7;3;56.787222;23.941944;2024;3
94500.0;64.38;1;4;340.4;1318.2;4945.0;2007;13.0;2;2;66.8;62.4;4;2;56.858611;24.349722;2024;3
70000.0;109.06;1;5;1828.0;8414.5;28692.0;1990;30.0;4;4;69.9;62.8;10;3;56.858611;24.349722;2024;3
157000.0;85.98;1;5;1164.0;5797.6;19388.0;2006;14.0;3;3;110.6;93.7;7;3;57.155;24.857778;2024;3
128000.0;112.91;1;5;1885.9;9366.6;35631.0;2008;14.0;3;3;82.0;78.8;5;3;57.076944;24.323611;2024;3
20000.0;21.4;1;5;621.9;2572.8;8534.0;1966;25.0;2;2;34.8;34.8;6;2;56.832222;24.226667;2024;3
64000.0;93.42;1;5;1540.0;7274.9;21726.0;1969;20.0;2;2;58.6;55.9;6;3;56.858611;24.349722;2024;3
39000.0;113.86;1;3;591.6;1680.4;6131.0;1973;30.0;2;2;59.5;52.9;9;2;56.900833;24.047778;2024;3
103000.0;88.0;1;4;1883.6;7858.3;30282.0;2007;12.0;1;1;56.8;53.4;5;2;57.076944;24.323611;2024;3
130000.0;97.82;1;4;596.8;2270.9;7922.0;2007;15.0;3;4;167.5;162.0;9;6;56.858611;24.349722;2024;3
160000.0;64.11;3;6;1563.7;5958.7;19292.0;2008;12.0;4;4;87.4;80.8;7;3;56.900833;24.047778;2024;3
24000.0;36.59;1;5;1242.0;6058.9;19928.0;1972;25.0;5;5;34.2;34.2;4;1;56.858611;24.349722;2024;3
43000.0;59.08;1;5;1078.3;4847.2;17055.0;1966;30.0;3;3;50.2;47.2;7;2;56.787222;23.941944;2024;3
42000.0;56.82;1;3;460.3;891.5;3489.0;1940;5.0;2;2;49.3;49.3;5;2;56.787222;23.941944;2024;3
75000.0;74.67;1;4;1883.6;7858.3;30282.0;2007;12.0;2;2;48.2;44.8;5;2;57.076944;24.323611;2024;3
220000.0;67.75;7;5;1129.9;5316.5;17431.0;2020;0.0;4;4;86.8;73.7;7;3;56.900833;24.047778;2024;3
13000.0;70.06;1;5;865.3;4326.0;13928.0;1980;30.0;1;1;42.2;34.7;8;1;56.858611;24.349722;2024;3
90000.0;59.56;1;4;545.6;1864.4;6645.0;2022;0.0;2;2;43.5;40.2;4;2;56.875;24.119167;2024;3
195000.0;181.96;1;3;312.2;733.4;2755.0;2023;0.0;3;3;83.7;79.6;9;4;56.900833;24.047778;2024;3
40000.0;84.78;1;5;923.5;4095.0;13605.0;1995;24.0;1;1;54.1;51.3;8;2;56.858611;24.349722;2024;3
30000.0;83.17;1;4;655.3;2505.4;8496.0;1977;18.0;2;2;53.5;51.6;8;2;56.723056;24.805833;2024;3
35000.0;40.68;1;5;1315.1;5955.7;21300.0;1972;30.0;3;3;52.4;45.2;8;2;56.787222;23.941944;2024;3
39500.0;54.63;1;5;1176.0;5442.7;16585.0;1975;20.0;5;5;46.9;44.2;7;2;56.858611;24.349722;2024;3
200000.0;202.87;1;3;310.5;734.8;2775.0;2020;0.0;2;2;84.0;80.1;9;4;56.900833;24.047778;2024;3
19000.0;140.8;2;2;263.6;462.3;1812.0;1958;45.0;2;2;31.3;31.3;4;1;56.7425;24.394167;2024;3
33000.0;180.34;3;3;232.2;368.6;1346.0;1900;35.0;1;1;50.9;50.9;4;2;57.261944;24.415833;2024;3
10000.0;21.14;1;4;990.6;3223.3;11842.0;1987;10.0;2;2;33.8;33.8;5;1;56.723056;24.805833;2024;3
67000.0;64.16;2;4;441.4;1689.4;5706.0;1979;20.0;4;4;66.4;59.2;8;3;57.155;24.857778;2024;3
45300.0;135.23;2;3;718.0;2497.9;13637.0;1985;28.0;3;3;70.2;59.0;6;3;57.076944;24.323611;2024;3
25000.0;82.22;1;3;272.6;751.2;2947.0;1953;40.0;1;1;52.1;52.1;7;3;56.875;24.119167;2024;3
14840.0;25.12;1;6;596.5;3217.4;10640.0;1966;30.0;4;4;30.8;29.0;5;1;56.787222;23.941944;2024;3
150000.0;116.75;1;5;1663.9;8222.4;30104.0;2005;0.0;3;3;98.4;90.1;9;3;56.900833;24.047778;2024;3
48000.0;162.75;1;3;502.2;1442.1;4386.0;1971;25.0;3;3;55.8;55.8;8;2;56.832222;24.226667;2024;3
67500.0;69.53;1;10;382.4;3458.2;11498.0;1994;26.0;6;6;94.7;84.3;15;4;56.858611;24.349722;2024;3
41000.0;49.26;1;9;364.7;2679.1;9729.0;1971;46.0;4;4;33.6;31.2;6;1;56.858611;24.349722;2024;3
28500.0;28.26;1;5;1262.4;5921.7;19863.0;1972;30.0;5;5;51.4;44.9;7;2;56.787222;23.941944;2024;3
87000.0;64.77;1;4;545.6;1864.4;6645.0;2022;0.0;3;3;47.3;37.1;4;2;56.875;24.119167;2024;3
190300.0;193.5;2;5;1044.8;4309.1;13652.0;2023;0.0;1;1;83.4;70.7;6;3;56.900833;24.047778;2024;3
81000.0;39.37;1;6;553.5;2948.7;10238.0;2007;12.0;1;1;54.5;50.2;4;2;56.858611;24.349722;2024;3
85000.0;127.79;1;5;955.5;4118.7;13367.0;1984;22.0;2;2;74.3;61.7;10;3;57.155;24.857778;2024;3
22200.0;34.15;1;6;799.9;3976.1;12667.0;1973;20.0;1;1;33.0;33.0;5;1;56.787222;23.941944;2024;3
43000.0;48.11;1;5;729.4;3480.4;11555.0;1970;30.0;1;1;56.2;56.2;8;3;56.832222;24.226667;2024;3
18000.0;36.37;1;5;1242.0;6058.9;19928.0;1972;25.0;5;5;34.0;34.0;4;1;56.858611;24.349722;2024;3
90000.0;47.36;1;4;596.8;2270.9;7922.0;2007;15.0;2;2;81.1;75.6;6;3;56.858611;24.349722;2024;3
200000.0;182.61;1;3;312.2;733.4;2755.0;2023;0.0;2;2;84.0;79.9;9;4;56.900833;24.047778;2024;3
54000.0;114.68;1;4;620.8;2048.9;7358.0;1987;20.0;4;4;54.7;47.5;7;2;57.076944;24.323611;2024;3
48500.0;32.37;1;5;671.4;3022.4;10375.0;1986;25.0;5;5;45.1;45.1;6;2;56.875;24.119167;2024;3
100000.0;69.19;1;5;1164.0;5797.6;19388.0;2006;14.0;2;2;89.0;82.0;7;3;57.155;24.857778;2024;3
37000.0;89.19;1;5;1828.0;8414.5;28692.0;1990;30.0;3;3;55.9;52.7;9;2;56.858611;24.349722;2024;3
42000.0;45.33;1;5;1318.0;6040.4;21023.0;1974;30.0;3;3;34.7;34.7;4;1;56.858611;24.349722;2024;3
54000.0;89.35;1;3;833.1;2643.4;9763.0;2008;13.0;1;1;35.6;35.6;2;1;57.155;24.857778;2024;3
159000.0;128.93;1;5;1797.0;8629.0;31543.0;2006;14.0;1;1;105.5;91.5;8;4;57.076944;24.323611;2024;3
85000.0;70.21;1;5;1915.7;9365.5;36030.0;2008;13.0;5;5;56.5;53.3;5;3;57.076944;24.323611;2024;3
25000.0;32.41;1;9;968.0;7451.8;25134.0;1986;10.0;1;1;32.0;32.0;5;1;56.858611;24.349722;2024;3
14500.0;42.34;1;5;932.1;4522.5;14945.0;1975;30.0;2;2;17.6;17.6;4;1;56.858611;24.349722;2024;3
22500.0;44.93;1;5;1540.0;7274.9;21726.0;1969;20.0;2;2;31.0;28.3;5;1;56.858611;24.349722;2024;3
94000.0;77.81;1;5;1885.9;9367.3;35631.0;2008;13.0;4;4;56.3;53.0;5;3;57.076944;24.323611;2024;3
90250.0;62.44;1;4;545.6;1864.4;6645.0;2022;0.0;3;3;45.6;36.1;4;2;56.875;24.119167;2024;3
10000.0;77.04;1;5;1680.8;6795.1;22364.0;1988;25.0;1;1;54.2;47.6;7;2;57.076944;24.323611;2024;3
64000.0;103.17;1;3;622.3;1642.9;5304.0;1988;5.0;1;1;55.9;49.5;7;2;56.836667;24.496111;2024;3
17500.0;42.68;1;5;823.9;3836.5;12668.0;1978;25.0;2;2;43.4;36.2;6;2;57.076944;24.323611;2024;3
104900.0;29.82;1;5;791.2;3729.3;11981.0;2008;0.0;5;5;57.9;48.9;4;2;56.875;24.119167;2024;3
57500.0;120.38;1;3;560.7;1843.6;5837.0;1970;10.0;2;2;60.8;54.0;8;2;56.858611;24.349722;2024;3
8000.0;724.42;1;2;180.7;384.9;1545.0;1976;15.0;2;2;64.2;64.2;8;4;57.155;24.857778;2024;3
8000.0;730.06;1;2;180.7;384.9;1545.0;1976;15.0;1;1;64.7;64.7;8;3;57.155;24.857778;2024;3
46500.0;32.95;1;5;729.4;3480.4;11555.0;1970;30.0;2;2;38.5;35.4;8;2;56.832222;24.226667;2024;3
50000.0;38.8;1;5;1680.8;6795.1;22364.0;1988;25.0;4;4;55.0;48.5;6;2;57.076944;24.323611;2024;2
66500.0;54.53;1;10;928.4;7620.9;24335.0;1978;30.0;1;1;62.9;60.2;9;3;56.787222;23.941944;2024;3
8000.0;600.29;1;2;180.7;384.9;1545.0;1976;15.0;1;1;53.2;53.2;7;2;57.155;24.857778;2024;3
145000.0;112.85;1;4;364.7;965.5;4220.0;2021;0.0;2;2;69.2;64.7;6;3;56.900833;24.047778;2024;3
58000.0;137.8;2;2;330.4;501.0;2148.0;1957;30.0;1;1;51.5;51.5;5;2;57.155;24.857778;2024;1
149050.0;92.97;1;4;545.6;1864.4;6645.0;2022;0.0;2;2;67.9;65.8;6;3;56.875;24.119167;2024;3
42000.0;30.37;1;10;597.8;5209.6;17383.0;1981;30.0;8;8;33.0;30.5;7;1;56.858611;24.349722;2024;3
50000.0;71.62;1;5;753.7;3519.2;12091.0;1993;26.0;3;3;56.4;49.2;8;2;56.875;24.119167;2024;3
39000.0;143.15;1;3;250.1;761.5;2626.0;1961;30.0;1;1;48.3;48.3;5;2;56.875;24.119167;2024;3
44000.0;65.42;1;5;1635.5;7338.8;24205.0;1988;25.0;4;4;55.2;52.3;7;2;56.858611;24.349722;2024;3
50000.0;81.73;3;5;476.2;2035.5;7200.0;1986;15.0;2;2;46.3;46.3;4;2;56.832222;24.226667;2024;3
94350.0;76.16;2;4;886.1;3623.9;12164.0;2022;0.0;3;3;51.4;47.6;4;2;57.076944;24.323611;2024;3
55000.0;49.73;1;5;623.6;3004.5;9952.0;2006;0.0;4;4;52.9;47.0;6;2;56.787222;23.941944;2024;3
30000.0;48.63;1;5;524.7;2576.3;8815.0;1971;25.0;2;2;49.2;46.2;7;2;56.875;24.119167;2024;3
42000.0;173.88;1;3;382.9;1158.5;3957.0;1970;25.0;1;1;56.9;56.9;8;3;56.723056;24.805833;2024;3
204000.0;198.6;2;5;1066.7;4384.6;13138.0;2022;0.0;1;1;87.2;71.5;6;3;56.900833;24.047778;2024;3
50000.0;75.38;1;5;712.3;3611.6;10819.0;1977;20.0;1;1;44.2;44.2;6;2;56.858611;24.349722;2024;3
198000.0;182.39;1;3;312.2;733.4;2755.0;2023;0.0;2;2;83.9;79.8;9;4;56.900833;24.047778;2024;3
142000.0;270.45;1;3;200.6;478.6;1667.0;2024;0.0;1;1;70.7;70.7;4;3;57.155;24.857778;2024;3
35000.0;56.96;1;5;864.7;4341.3;13928.0;1979;30.0;3;3;42.0;34.6;7;1;56.858611;24.349722;2024;3
10000.0;108.31;2;1;717.9;548.3;2472.0;1947;55.0;1;1;26.9;26.9;2;1;56.744444;24.721389;2022;3
120000.0;217.91;1;4;299.8;1196.9;3736.0;2013;0.0;1;1;73.3;65.3;6;3;57.155;24.857778;2024;3
46200.0;28.87;1;5;935.3;4588.6;15787.0;2007;14.0;4;4;41.1;35.3;4;1;56.858611;24.349722;2024;3
40000.0;43.51;1;6;551.1;2692.9;8702.0;1969;20.0;3;3;49.2;46.4;7;2;56.787222;23.941944;2024;3
49000.0;26.55;1;5;1414.6;6872.9;19804.0;1970;15.0;5;5;50.6;47.6;9;2;56.832222;24.226667;2024;3
70000.0;142.38;1;4;630.0;2130.0;7185.0;1985;15.0;4;4;48.7;41.3;6;1;57.261944;24.415833;2024;3
135000.0;97.86;1;4;565.9;2515.6;7575.0;2010;0.0;3;3;74.2;66.0;5;2;57.155;24.857778;2024;3
26500.0;106.29;3;3;232.2;368.6;1346.0;1900;35.0;2;2;30.0;30.0;3;2;57.261944;24.415833;2024;3
46000.0;120.95;1;3;304.4;683.0;2532.0;1962;35.0;1;1;48.2;48.2;5;2;57.155;24.857778;2024;3
20000.0;117.8;1;3;452.6;1325.0;4470.0;1971;30.0;2;2;51.2;47.2;10;2;57.155;24.857778;2024;3
65500.0;93.4;1;3;865.8;2613.6;8839.0;1978;20.0;1;1;54.4;51.1;7;2;57.155;24.857778;2024;3
43000.0;77.77;1;3;1355.0;2932.8;10354.0;1975;30.0;1;1;43.2;35.9;6;1;56.875;24.119167;2024;3
105000.0;60.83;1;6;594.9;3608.1;12092.0;2007;0.0;3;3;77.7;70.7;6;2;56.832222;24.226667;2024;3
26500.0;36.46;1;6;799.9;3976.1;12667.0;1973;20.0;4;4;37.2;34.4;6;1;56.787222;23.941944;2024;3
75000.0;115.12;1;3;865.8;2613.6;8839.0;1978;20.0;2;2;68.5;61.5;8;3;57.155;24.857778;2024;3
88025.0;74.53;2;4;886.1;3623.9;12164.0;2022;0.0;1;1;50.3;46.5;4;2;57.076944;24.323611;2024;3
75000.0;127.68;1;5;967.6;3959.9;9070.0;1991;26.0;2;2;66.9;60.3;8;3;57.076944;24.323611;2024;3
65000.0;93.79;1;5;385.2;1766.5;6305.0;1990;5.0;2;2;64.7;64.7;5;3;56.858611;24.349722;2024;3
35000.0;31.17;1;5;865.3;4052.3;14076.0;1980;5.0;2;2;54.9;51.8;7;2;56.787222;23.941944;2024;3
59000.0;58.14;1;5;800.3;3526.0;12694.0;1985;23.0;4;4;78.6;75.4;8;3;56.875;24.119167;2024;3
73000.0;129.21;1;5;967.6;3959.9;9070.0;1991;26.0;2;2;67.7;61.2;8;3;57.076944;24.323611;2024;3
23500.0;46.81;1;5;1446.0;7202.5;22541.0;1975;32.0;2;2;31.6;28.8;6;1;56.858611;24.349722;2024;3
25000.0;67.29;1;5;1242.0;6058.9;19928.0;1972;25.0;1;1;66.5;59.4;8;3;56.858611;24.349722;2024;3
20000.0;45.84;1;5;753.7;3519.2;12091.0;1993;26.0;1;1;36.1;28.8;8;1;56.875;24.119167;2024;3
50000.0;67.69;1;5;817.2;3402.1;11306.0;1965;28.0;4;4;60.1;57.2;9;3;57.076944;24.323611;2024;3
18485.0;26.33;1;5;682.9;2890.0;10756.0;1969;16.0;2;2;30.5;28.9;5;1;56.787222;23.941944;2024;3
26000.0;90.0;1;2;555.2;840.3;3733.0;1953;31.0;1;1;39.3;39.3;6;2;56.875;24.119167;2024;3
69900.0;76.35;1;3;877.6;2269.6;8014.0;1975;27.0;3;3;58.6;55.0;9;2;56.836667;24.496111;2024;3
22000.0;45.09;1;5;1540.0;7274.9;21726.0;1969;20.0;5;5;31.1;28.4;5;1;56.858611;24.349722;2024;3
29000.0;28.26;1;4;1150.3;3726.2;13685.0;1984;28.0;3;3;37.5;37.5;4;1;56.836667;24.496111;2024;3
27000.0;28.61;1;6;1096.9;5558.8;17369.0;1970;31.0;1;1;26.6;26.6;4;1;56.787222;23.941944;2024;3
29000.0;150.22;3;3;232.2;368.6;1346.0;1900;35.0;1;1;42.4;42.4;5;2;57.261944;24.415833;2024;3
10500.0;23.05;1;5;811.4;3666.3;11214.0;1970;30.0;1;1;29.4;29.4;4;1;57.0925;24.546389;2024;4
54000.0;90.73;1;5;846.3;3502.3;11409.0;2006;14.0;5;5;59.4;57.0;7;3;56.723056;24.805833;2024;3
130000.0;94.98;1;5;1651.0;8310.0;31433.0;2006;0.0;4;4;79.8;76.5;6;3;57.076944;24.323611;2024;3
29000.0;48.18;1;5;1344.0;7230.9;22037.0;1980;17.0;5;5;31.6;29.0;5;1;56.858611;24.349722;2024;3
16200.0;134.72;1;3;471.4;997.4;3489.0;1980;30.0;3;3;48.6;47.0;8;2;56.723056;24.805833;2024;3
15000.0;63.36;1;3;434.5;1260.0;4631.0;1965;35.0;2;2;28.9;28.9;4;1;57.155;24.857778;2024;3
36000.0;48.62;1;5;811.4;3666.3;11214.0;1970;30.0;3;3;62.2;59.4;8;3;57.0925;24.546389;2024;3
33900.0;70.04;1;5;865.3;4326.0;13928.0;1980;30.0;4;4;42.2;34.7;8;1;56.858611;24.349722;2024;3
32000.0;28.35;1;5;1076.2;5172.6;17084.0;1970;18.0;1;1;48.1;48.1;6;2;56.832222;24.226667;2024;3
14500.0;43.31;1;5;932.1;4522.5;14945.0;1975;30.0;4;4;18.0;18.0;4;1;56.858611;24.349722;2024;3
47000.0;119.95;1;5;1615.2;6758.2;22497.0;1982;28.0;4;4;69.8;62.8;8;3;56.858611;24.349722;2024;4
34500.0;87.59;1;5;807.8;3402.0;11370.0;1969;30.0;1;1;44.5;44.5;6;3;56.858611;24.349722;2024;4
38000.0;114.13;1;3;415.4;1410.2;4333.0;1972;20.0;1;1;39.0;39.0;4;1;56.858611;24.349722;2024;4
