Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves apbūves laukums, m2;Būves kopplatība, m2;Būves būvtilpums, m3;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas zemākais stāvs;Telpu grupas augstākais stāvs;Telpu grupas platība, m2;Dzīvokļa kopplatība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Gads;Sezona
160875.0;100.78;1;4;545.6;1864.4;6645.0;2022;0.0;4;4;73.6;71.4;6;3;56.875;24.119167;2024;3
75000.0;118.62;1;3;391.3;1120.5;4118.0;1968;40.0;1;1;57.6;57.6;7;3;57.261944;24.415833;2024;4
144500.0;262.98;1;5;640.2;2946.0;10371.0;1993;24.0;4;5;142.9;139.9;14;5;57.155;24.857778;2024;4
15000.0;25.33;1;5;811.4;3666.3;11214.0;1970;30.0;5;5;32.3;29.5;5;1;57.0925;24.546389;2024;4
148800.0;154.52;1;4;367.5;1525.7;4751.0;2022;0.0;4;4;73.8;67.8;5;3;57.155;24.857778;2024;3
48000.0;383.17;2;2;233.2;325.4;1401.0;1948;40.0;2;2;79.1;79.1;8;2;56.744444;24.721389;2024;4
85000.0;104.94;1;4;961.9;3644.0;12726.0;1980;28.0;4;4;74.8;67.6;7;3;57.076944;24.323611;2024;3
45000.0;100.47;4;3;1133.7;2867.9;9063.0;2008;14.0;2;2;77.4;67.9;7;2;56.875;24.119167;2024;4
89500.0;61.8;1;5;2396.9;9684.6;33228.0;2007;13.0;1;1;58.4;54.5;4;2;57.261944;24.415833;2024;4
75600.0;64.73;1;4;626.6;2461.8;7500.0;1971;27.0;2;2;51.7;45.7;7;2;57.155;24.857778;2024;4
18000.0;15.72;1;9;520.3;3676.2;14214.0;1966;30.0;9;9;30.7;30.7;4;1;56.787222;23.941944;2024;4
114000.0;97.57;1;3;760.9;2452.9;8826.0;2009;11.0;1;1;69.8;69.8;6;2;57.155;24.857778;2024;4
53000.0;68.29;1;5;1078.3;4843.2;17055.0;1966;30.0;2;2;53.8;50.8;8;3;56.787222;23.941944;2024;4
42500.0;62.59;1;4;522.2;1670.8;6959.0;1964;15.0;4;4;46.8;46.8;4;3;56.787222;23.941944;2024;4
54000.0;31.96;1;10;606.0;5234.6;17462.0;1979;39.0;4;4;50.3;47.8;9;2;56.858611;24.349722;2024;4
60000.0;37.39;1;5;944.1;4114.9;14153.0;1977;20.0;4;4;55.6;52.4;8;2;56.832222;24.226667;2024;4
96960.0;59.84;1;4;545.6;1864.4;6645.0;2022;0.0;2;2;43.7;40.4;4;2;56.875;24.119167;2024;4
13000.0;39.71;1;5;1009.0;4845.5;16187.0;1994;5.0;4;4;39.4;39.4;4;1;57.0925;24.546389;2024;4
313500.0;801.88;1;2;1472.9;1923.6;6741.0;2022;0.0;1;2;202.4;180.6;12;4;56.900833;24.047778;2023;4
30000.0;60.54;1;5;1156.0;5492.4;16758.0;1973;30.0;3;3;45.8;43.0;7;2;56.858611;24.349722;2024;4
80000.0;83.59;1;6;1019.7;4632.4;13783.0;1988;25.0;1;1;79.2;76.2;8;3;56.875;24.119167;2024;4
105000.0;66.3;1;5;1651.0;8310.0;31433.0;2006;0.0;1;1;55.7;55.7;4;3;57.076944;24.323611;2024;4
63000.0;39.37;1;6;553.5;2948.8;10238.0;2007;12.0;1;1;54.5;50.2;4;2;56.858611;24.349722;2024;4
42000.0;124.32;1;5;814.0;3475.4;11533.0;1969;31.0;4;4;63.1;59.7;8;3;56.858611;24.349722;2024;4
68500.0;62.0;1;3;521.4;1136.1;4168.0;1997;0.0;2;2;46.9;44.3;6;2;57.155;24.857778;2024;4
35000.0;153.49;1;5;220.7;980.6;3567.0;1985;25.0;3;3;55.5;52.3;7;2;56.875;24.119167;2024;4
64000.0;42.88;1;5;593.6;2686.8;9875.0;1964;30.0;4;4;54.2;52.5;8;3;56.787222;23.941944;2024;4
45000.0;56.82;1;3;460.3;891.5;3489.0;1940;5.0;2;2;49.3;49.3;5;2;56.787222;23.941944;2024;4
30000.0;27.59;1;5;601.9;2846.7;9815.0;1964;25.0;3;3;42.0;40.1;7;2;56.787222;23.941944;2024;4
67000.0;284.32;1;3;1154.8;3954.8;11981.0;1980;25.0;3;3;62.1;54.6;9;2;56.858611;24.349722;2024;4
25500.0;47.05;1;3;319.1;841.2;3234.0;1974;25.0;1;1;23.2;23.2;6;1;57.155;24.857778;2024;4
25777.18;79.1;1;5;1615.2;6758.2;22497.0;1982;28.0;5;5;43.8;43.8;6;2;56.858611;24.349722;2024;4
7000.0;50.88;1;3;378.6;906.6;3123.0;1965;30.0;3;3;17.7;17.7;4;1;56.858611;24.349722;2024;4
37000.0;57.73;1;5;1471.0;7276.5;23664.0;1971;15.0;3;3;45.4;45.4;6;2;56.858611;24.349722;2024;4
124000.0;96.95;1;5;1639.1;7453.6;20640.0;2004;19.0;1;1;66.7;66.7;4;2;56.900833;24.047778;2024;4
230425.0;168.3;1;4;364.7;965.5;4220.0;2021;0.0;1;1;103.2;93.6;8;4;56.900833;24.047778;2024;4
45000.0;18.77;1;9;901.0;6803.8;23862.0;1979;17.0;9;9;50.6;50.6;4;2;56.858611;24.349722;2024;4
50200.0;47.21;1;5;877.7;3753.4;13728.0;2004;0.0;3;3;34.8;34.8;2;1;56.875;24.119167;2024;4
93000.0;91.47;1;4;620.4;2027.1;6888.0;2007;0.0;4;4;57.0;53.2;6;2;56.900833;24.047778;2024;4
20000.0;35.74;1;6;596.5;3217.4;10640.0;1966;30.0;3;3;43.4;41.6;6;2;56.787222;23.941944;2024;4
135000.0;251.62;1;4;367.9;1524.8;4775.0;2016;0.0;4;4;71.4;64.4;5;3;57.155;24.857778;2024;3
300590.85;806.63;1;2;1472.9;1923.6;6741.0;2022;0.0;1;2;203.6;180.4;13;4;56.900833;24.047778;2024;4
38000.0;76.09;1;9;364.7;2679.1;9729.0;1971;46.0;2;2;51.9;45.7;10;2;56.858611;24.349722;2024;4
201000.0;61.35;7;5;636.9;3016.1;9875.0;2020;3.0;4;4;78.6;67.8;6;3;56.900833;24.047778;2024;4
19000.0;48.42;1;5;807.8;3402.0;11370.0;1969;30.0;1;1;25.0;25.0;6;1;56.858611;24.349722;2024;4
47000.0;23.43;1;6;920.3;4636.2;14391.0;1977;15.0;2;4;45.9;45.9;6;2;56.832222;24.226667;2024;4
5500.0;289.28;2;2;139.9;178.6;780.0;1935;40.0;2;2;25.9;25.9;2;1;56.723056;24.805833;2024;4
25000.0;68.09;1;5;814.2;3949.6;15570.0;1981;25.0;3;3;33.1;33.1;5;1;56.858611;24.349722;2024;4
7200.0;42.58;1;5;932.1;4522.5;14945.0;1975;30.0;5;5;17.7;17.7;4;1;56.858611;24.349722;2024;4
6000.0;85.94;2;3;278.4;745.6;2838.0;1960;27.0;2;2;41.4;41.4;7;2;57.155;24.857778;2024;4
118500.0;107.94;1;6;807.0;3441.1;10354.0;1987;23.0;3;3;90.9;83.9;8;4;56.875;24.119167;2024;4
29500.0;16.91;1;5;730.0;3472.2;11525.0;1970;26.0;2;2;25.0;25.0;3;1;56.832222;24.226667;2024;4
84200.0;127.15;1;5;695.2;3187.6;11037.0;1982;28.0;2;2;91.3;80.9;12;4;56.858611;24.349722;2024;4
14000.0;603.08;2;2;330.0;410.3;1773.0;1975;30.0;2;2;45.7;45.7;7;2;56.723056;24.805833;2024;4
130000.0;346.52;1;3;294.1;606.1;2058.0;2019;0.0;1;1;112.8;95.0;9;5;56.836667;24.496111;2024;4
96000.0;75.86;2;4;886.1;3623.9;12164.0;2022;0.0;1;1;51.2;47.4;4;2;57.076944;24.323611;2024;4
45000.0;41.84;1;5;547.0;2911.1;8768.0;2007;19.0;4;4;56.3;46.3;6;2;56.858611;24.349722;2024;4
159075.0;113.1;1;4;545.6;1864.4;6645.0;2022;0.0;3;3;82.6;70.7;6;3;56.875;24.119167;2024;4
82000.0;168.81;1;6;687.8;3375.6;11028.0;1992;27.0;2;2;76.3;70.0;9;3;56.858611;24.349722;2024;4
140000.0;101.05;1;5;2396.9;9684.6;33228.0;2007;13.0;1;1;95.5;81.0;7;3;57.261944;24.415833;2024;4
159975.0;121.98;1;4;2418.4;9100.8;32944.0;2020;0.0;4;4;66.4;62.8;5;3;56.900833;24.047778;2024;4
26500.0;38.08;1;9;954.9;7700.3;25002.0;1991;27.0;2;2;51.6;47.8;7;2;56.858611;24.349722;2024;4
97000.0;187.86;1;3;545.7;1811.7;5861.0;1974;27.0;3;3;74.5;67.7;6;4;56.858611;24.349722;2024;4
160000.0;158.69;1;3;542.5;1350.2;4774.0;2009;6.0;1;1;87.0;80.6;7;4;56.858611;24.349722;2024;4
24000.0;47.46;1;5;593.4;2882.4;9493.0;1971;30.0;1;1;40.5;40.5;5;2;56.875;24.119167;2024;4
15000.0;53.51;1;5;1009.0;4845.5;16187.0;1994;5.0;5;5;54.0;50.9;7;2;57.0925;24.546389;2024;4
105000.0;83.48;1;6;1019.7;4632.4;13783.0;1988;25.0;2;2;79.3;76.0;7;3;56.875;24.119167;2024;4
25000.0;48.41;1;5;1194.4;5092.7;16409.0;1968;30.0;1;1;43.6;43.6;6;2;56.787222;23.941944;2024;4
47000.0;203.58;1;2;267.5;614.1;2474.0;1953;40.0;1;1;42.4;42.4;6;2;56.875;24.119167;2024;4
65000.0;73.27;1;5;1411.3;6074.1;20223.0;1977;25.0;4;4;54.9;51.7;7;2;57.155;24.857778;2024;4
67740.0;45.05;1;4;860.5;3426.8;11343.0;1979;30.0;4;4;68.6;61.1;8;3;56.832222;24.226667;2024;4
83000.0;72.54;1;10;597.8;5209.6;17383.0;1981;30.0;5;5;76.9;71.5;12;4;56.858611;24.349722;2024;4
34000.0;932.97;2;2;106.5;166.0;633.0;1974;40.0;2;2;42.7;42.7;6;2;56.836667;24.496111;2024;4
138000.0;143.78;1;4;1282.9;4964.8;17246.0;1974;30.0;3;3;97.0;94.4;9;4;57.155;24.857778;2024;4
147000.0;237.95;1;3;200.8;477.3;1160.0;2024;0.0;2;2;74.5;70.6;5;3;57.155;24.857778;2024;4
6750.0;24.87;1;5;1210.3;5164.7;17044.0;1975;10.0;1;1;44.1;44.1;7;2;56.787222;23.941944;2024;4
60000.0;33.96;1;6;920.3;4636.2;14391.0;1977;15.0;1;1;70.3;63.0;8;3;56.832222;24.226667;2024;4
146000.0;43.46;1;6;863.8;6048.2;17967.0;2006;14.0;3;3;91.6;72.3;7;3;56.875;24.119167;2024;4
5000.0;745.04;3;2;140.8;226.4;796.0;1930;40.0;2;2;67.7;67.7;5;3;56.832222;24.226667;2024;4
97000.0;81.71;1;5;1663.9;8222.4;30104.0;2005;0.0;1;1;65.4;61.9;6;3;56.900833;24.047778;2024;4
44500.0;51.94;1;5;642.7;3176.1;10315.0;1992;0.0;5;5;70.6;62.6;8;3;57.0925;24.546389;2024;4
114000.0;121.34;1;4;311.2;1072.2;2917.0;2008;6.0;2;2;73.7;65.3;6;2;56.875;24.119167;2024;4
45000.0;41.52;4;3;792.8;1994.7;6925.0;2007;0.0;1;1;31.9;31.9;3;1;56.875;24.119167;2024;4
41000.0;20.16;1;5;1076.2;5172.6;17084.0;1970;18.0;3;3;36.4;33.2;7;2;56.832222;24.226667;2024;4
29420.0;35.99;1;5;1068.7;5121.1;16547.0;1976;15.0;4;4;47.0;44.2;7;2;56.787222;23.941944;2024;4
65000.0;117.98;1;2;303.4;423.5;1993.0;1953;28.0;2;2;39.6;39.6;6;2;56.875;24.119167;2024;4
30000.0;38.66;1;5;1471.0;7276.5;23664.0;1971;15.0;4;4;30.4;30.4;4;1;56.858611;24.349722;2024;4
122000.0;56.97;1;5;451.9;1625.5;5762.0;2006;5.0;4;5;79.4;79.4;6;2;56.836667;24.496111;2024;4
162000.0;116.39;1;4;545.6;1864.4;6645.0;2022;0.0;2;2;85.0;82.5;8;4;56.875;24.119167;2024;4
22000.0;82.72;1;5;797.8;3410.6;11411.0;1968;25.0;3;3;48.7;45.7;7;2;56.858611;24.349722;2024;4
45000.0;27.31;1;9;565.7;3708.8;14178.0;1967;20.0;2;2;48.2;46.0;7;2;56.787222;23.941944;2024;4
15000.0;31.25;1;5;1808.0;8432.0;27314.0;1987;17.0;3;3;54.8;51.2;6;2;56.858611;24.349722;2024;4
23000.0;46.02;1;5;892.4;4406.7;14008.0;1980;30.0;4;4;43.0;35.6;7;1;56.787222;23.941944;2024;4
141500.0;175.32;1;4;1760.2;6453.2;24057.0;2006;12.0;1;1;100.5;85.4;9;4;57.076944;24.323611;2024;4
22000.0;908.13;3;2;205.8;302.5;1067.0;1923;55.0;2;2;49.8;49.8;4;3;57.155;24.857778;2024;4
132900.0;38.42;1;5;791.2;3729.3;11981.0;2008;0.0;1;1;74.6;65.6;6;3;56.875;24.119167;2024;4
32800.0;95.41;1;5;807.8;3427.5;11477.0;1969;30.0;2;2;48.6;45.6;7;2;56.858611;24.349722;2024;4
100000.0;59.07;1;5;547.0;2911.1;8768.0;2007;19.0;2;2;79.5;74.9;9;3;56.858611;24.349722;2024;4
31000.0;39.17;1;5;716.1;3447.6;11563.0;1975;15.0;5;5;65.1;62.3;8;3;56.787222;23.941944;2024;4
22000.0;190.41;1;3;255.6;765.0;2817.0;1960;30.0;3;3;42.3;42.3;5;2;56.723056;24.805833;2024;4
148275.0;93.11;1;4;545.6;1864.4;6645.0;2022;0.0;3;3;68.0;65.9;6;3;56.875;24.119167;2024;4
21000.0;24.31;1;5;1068.7;5121.1;16547.0;1976;15.0;4;4;32.3;29.5;5;1;56.787222;23.941944;2024;4
15500.0;23.49;1;5;593.6;2686.8;9875.0;1964;30.0;1;1;29.2;29.2;4;1;56.787222;23.941944;2024;4
77000.0;56.62;1;9;1324.0;9942.5;34654.0;1978;17.0;6;6;77.7;70.7;11;4;56.858611;24.349722;2024;4
29000.0;58.62;1;2;415.4;651.0;2347.0;1961;35.0;1;1;29.6;29.6;3;1;56.787222;23.941944;2024;4
58000.0;38.14;1;5;873.1;3945.5;13582.0;1983;14.0;1;1;53.2;51.6;7;2;56.836667;24.496111;2024;4
8756.0;37.5;1;5;1020.2;5560.3;16376.0;1967;30.0;3;3;48.1;45.1;7;2;57.0925;24.546389;2024;4
15000.0;39.71;1;5;1009.0;4845.5;16187.0;1994;5.0;4;4;39.4;39.4;4;1;57.0925;24.546389;2024;4
18000.0;27.98;1;4;1359.2;5036.6;17234.0;1980;15.0;3;3;33.6;33.6;5;1;56.832222;24.226667;2024;4
15300.0;142.78;2;2;190.2;416.9;1483.0;1975;30.0;1;1;28.4;28.4;5;1;56.858611;24.349722;2024;3
57000.0;39.88;1;5;1309.2;6424.4;23142.0;2006;14.0;4;4;43.6;40.7;5;1;56.858611;24.349722;2024;4
57300.0;252.21;1;3;294.1;606.1;2058.0;2019;0.0;2;2;82.1;59.7;5;3;56.836667;24.496111;2024;4
21000.0;194.66;1;2;259.8;384.3;1663.0;1950;30.0;1;1;31.0;31.0;5;1;56.858611;24.349722;2024;4
20000.0;38.01;1;9;954.9;7700.3;25002.0;1991;27.0;6;6;51.4;47.8;7;2;56.858611;24.349722;2024;4
31000.0;18.44;1;5;602.7;2856.8;9740.0;1969;20.0;3;3;30.3;28.5;5;1;56.787222;23.941944;2024;4
33800.0;57.46;1;5;709.9;3592.8;10946.0;1977;25.0;5;5;38.6;36.2;7;2;56.787222;23.941944;2024;4
140000.0;87.36;1;5;1309.2;6424.4;23142.0;2006;14.0;4;4;95.5;92.9;7;4;56.858611;24.349722;2024;4
169800.0;60.44;3;6;2480.0;8132.2;25598.0;2011;12.0;4;4;80.7;76.3;7;3;56.900833;24.047778;2024;4
48000.0;99.57;1;3;1504.2;4050.4;14818.0;1987;28.0;2;2;54.2;46.9;6;2;56.744444;24.721389;2024;4
169000.0;232.25;1;3;324.6;749.2;2742.0;2024;0.0;1;1;76.5;62.3;6;3;56.900833;24.047778;2024;4
143600.0;149.08;1;4;367.5;1525.7;4751.0;2022;0.0;4;4;71.2;64.2;5;3;57.155;24.857778;2024;4
59000.0;140.84;1;4;709.4;2658.1;9199.0;1973;15.0;2;2;45.7;45.7;6;2;57.155;24.857778;2024;4
6000.0;7.57;1;5;1076.2;5172.6;17084.0;1970;18.0;1;1;25.6;25.6;5;1;56.832222;24.226667;2024;4
168000.0;212.21;1;3;324.6;749.2;2742.0;2024;0.0;1;1;69.9;65.7;6;3;56.900833;24.047778;2024;4
60000.0;56.65;1;6;1428.7;7179.9;23923.0;1985;28.0;3;3;69.2;61.0;8;3;56.787222;23.941944;2024;4
104000.0;79.57;4;3;1133.7;2884.0;9063.0;2007;13.0;1;1;61.3;61.3;5;2;56.875;24.119167;2024;4
28900.0;38.4;1;5;1471.0;7276.5;23664.0;1971;15.0;4;4;30.1;30.1;5;1;56.858611;24.349722;2024;4
52000.0;97.08;1;5;715.0;3446.3;11133.0;1982;16.0;5;5;63.8;61.1;8;3;56.875;24.119167;2024;4
17000.0;15.57;1;9;520.3;3676.2;14214.0;1966;30.0;3;3;30.4;30.4;4;1;56.787222;23.941944;2024;4
57000.0;66.75;1;6;884.0;4607.5;14395.0;1986;28.0;2;2;51.3;48.7;7;2;56.875;24.119167;2024;3
11000.0;76.74;1;4;709.4;2658.1;9199.0;1973;15.0;4;4;24.9;24.9;5;1;57.155;24.857778;2024;4
200000.0;258.06;1;3;324.6;749.2;2742.0;2024;0.0;3;3;85.0;80.8;9;4;56.900833;24.047778;2024;4
85000.0;114.32;3;5;476.2;2035.5;7200.0;1986;15.0;1;1;67.2;64.0;8;3;56.832222;24.226667;2024;4
215000.0;69.94;7;5;1129.9;5316.5;17431.0;2020;0.0;1;1;89.6;76.4;7;3;56.900833;24.047778;2024;4
161325.0;101.05;1;4;545.6;1864.4;6645.0;2022;0.0;4;4;73.8;71.7;6;3;56.875;24.119167;2024;4
209000.0;255.63;1;3;324.6;749.2;2742.0;2024;0.0;3;3;84.2;80.0;9;4;56.900833;24.047778;2024;4
100750.0;146.4;1;5;527.9;2531.6;8613.0;2005;15.0;5;5;58.0;58.0;7;3;57.076944;24.323611;2024;4
36000.0;37.87;1;5;1266.6;5599.8;19603.0;1975;30.0;3;3;50.9;44.5;7;2;56.787222;23.941944;2024;4
85825.0;70.97;2;4;886.1;3623.9;12164.0;2022;0.0;3;3;47.9;44.2;4;2;57.076944;24.323611;2024;4
60000.0;76.4;1;6;807.0;3441.1;10354.0;1987;23.0;1;1;65.9;62.8;8;3;56.875;24.119167;2024;4
131000.0;38.37;1;5;791.2;3729.3;11981.0;2008;0.0;3;3;74.5;65.5;6;3;56.875;24.119167;2024;4
39800.0;35.91;1;4;920.8;3276.9;11210.0;1977;30.0;2;2;53.3;50.6;6;2;56.723056;24.805833;2024;4
8200.0;42.34;1;5;932.1;4522.5;14945.0;1975;30.0;4;4;17.6;17.6;3;1;56.858611;24.349722;2024;4
3000.0;15.92;1;9;660.3;4777.7;17268.0;1990;5.0;1;1;32.2;32.2;5;1;56.787222;23.941944;2024;4
65000.0;42.72;1;4;1359.2;5036.6;17234.0;1980;15.0;2;2;53.0;49.6;7;2;56.832222;24.226667;2024;4
5000.0;35.43;1;5;1027.0;5308.5;16810.0;1972;30.0;1;1;58.0;58.0;8;3;56.858611;24.349722;2024;4
30500.0;96.48;1;3;509.9;1339.8;4654.0;1971;20.0;1;1;55.6;54.4;8;2;56.744444;24.721389;2024;4
88000.0;77.46;1;5;877.7;3752.8;13728.0;2004;0.0;3;3;57.1;57.1;5;2;56.875;24.119167;2024;4
55000.0;44.41;1;9;1324.0;9942.5;34654.0;1978;17.0;1;1;60.1;56.3;9;3;56.858611;24.349722;2024;4
118000.0;124.41;1;4;1883.6;7857.4;30282.0;2007;12.0;1;1;80.3;80.3;4;3;57.076944;24.323611;2024;4
10000.0;50.31;1;3;378.6;906.6;3123.0;1965;30.0;3;3;17.5;17.5;4;1;56.858611;24.349722;2024;4
146000.0;149.97;1;4;1883.6;7857.4;30282.0;2007;12.0;3;3;94.7;91.3;8;4;57.076944;24.323611;2024;4
128000.0;103.31;1;5;1639.1;7453.1;20640.0;2004;20.0;4;4;71.9;65.5;6;3;56.900833;24.047778;2024;4
4000.0;42.1;1;5;932.1;4522.5;14945.0;1975;30.0;4;4;17.4;17.4;4;1;56.858611;24.349722;2024;4
152550.0;109.68;1;4;545.6;1864.4;6645.0;2022;0.0;3;3;80.1;67.8;6;3;56.875;24.119167;2024;4
27000.0;49.85;1;5;711.7;3413.9;11504.0;1965;14.0;3;3;47.5;44.3;7;2;56.787222;23.941944;2024;4
46000.0;67.75;1;5;1289.7;6018.0;19777.0;1970;51.0;2;2;52.7;45.2;7;2;56.858611;24.349722;2024;4
157475.0;122.16;1;4;2418.4;9100.8;32944.0;2020;0.0;4;4;66.5;62.9;5;3;56.900833;24.047778;2024;4
4000.0;174.13;1;3;632.3;1644.2;5703.0;1984;10.0;2;2;72.5;69.0;10;3;56.744444;24.721389;2024;4
28000.0;82.37;1;5;797.8;3410.6;11411.0;1968;25.0;5;5;48.3;45.3;7;2;56.858611;24.349722;2024;4
100000.0;60.41;1;5;1663.9;8222.4;30104.0;2005;0.0;3;3;51.6;45.7;6;2;56.900833;24.047778;2024;4
4000.0;42.1;1;5;932.1;4522.5;14945.0;1975;30.0;5;5;17.5;17.5;3;1;56.858611;24.349722;2024;4
142400.0;94.34;1;4;545.6;1864.4;6645.0;2022;0.0;1;1;68.9;66.7;6;3;56.875;24.119167;2024;4
280000.0;500.54;1;2;1198.8;1818.8;6298.0;2023;0.0;1;2;162.3;141.8;10;4;56.900833;24.047778;2024;4
147000.0;82.51;1;6;537.3;2912.3;10167.0;2006;15.0;5;6;108.1;92.5;9;2;56.858611;24.349722;2024;4
143600.0;149.08;1;4;367.5;1525.7;4751.0;2022;0.0;1;1;71.2;64.2;5;3;57.155;24.857778;2024;4
47500.0;133.85;1;3;560.2;1486.2;5641.0;1994;0.0;2;2;51.1;47.7;7;2;56.744444;24.721389;2024;4
54000.0;90.4;1;5;1289.7;6018.0;19777.0;1970;51.0;5;5;68.9;61.5;8;3;56.858611;24.349722;2024;4
55000.0;87.19;1;4;853.3;2778.9;9449.0;1973;30.0;2;2;53.8;50.6;10;2;57.261944;24.415833;2024;4
41000.0;52.06;1;5;860.7;4005.7;13978.0;1984;15.0;5;5;46.2;46.2;6;2;56.787222;23.941944;2024;4
40000.0;142.78;1;10;352.0;2669.8;9405.0;1975;31.0;6;6;51.8;49.1;10;2;56.858611;24.349722;2024;4
5000.0;627.52;5;2;416.4;582.3;2185.0;1900;60.0;1;1;40.5;40.5;2;1;56.744444;24.721389;2024;4
93120.0;71.27;2;4;886.1;3623.9;12164.0;2022;0.0;1;1;48.1;44.4;4;2;57.076944;24.323611;2024;4
37400.0;57.09;1;5;1471.0;7276.5;23664.0;1971;15.0;2;2;44.9;44.9;6;2;56.858611;24.349722;2024;4
75000.0;41.84;1;5;547.0;2911.1;8768.0;2007;19.0;4;4;56.3;46.3;6;2;56.858611;24.349722;2024;4
100000.0;125.98;1;4;312.2;1072.1;2815.0;2008;0.0;2;2;74.5;65.7;5;2;56.875;24.119167;2024;4
35000.0;59.72;1;5;1432.5;7349.8;22411.0;1981;25.0;1;1;59.4;59.4;7;3;57.0925;24.546389;2024;4
40000.0;25.79;1;6;596.5;3217.9;10640.0;1966;30.0;4;4;31.6;29.8;5;1;56.787222;23.941944;2024;4
175000.0;259.02;2;2;432.0;595.6;1958.0;2022;0.0;1;2;148.7;119.7;13;5;57.155;24.857778;2024;4
174281.5;119.4;1;4;545.6;1864.4;6645.0;2022;0.0;1;1;87.2;84.9;8;4;56.875;24.119167;2024;4
6011.0;39.91;1;3;528.5;1330.6;4627.0;1972;27.0;1;1;54.8;53.8;8;2;56.836667;24.496111;2024;4
162000.0;116.11;1;4;545.6;1864.4;6645.0;2022;0.0;2;2;84.8;82.5;8;4;56.875;24.119167;2024;4
105000.0;109.12;3;6;663.1;3246.5;11052.0;2006;14.0;3;3;66.5;63.6;5;2;56.875;24.119167;2024;4
44000.0;37.85;1;9;954.9;7700.3;25002.0;1991;27.0;3;3;51.2;47.6;7;2;56.858611;24.349722;2024;4
44000.0;97.45;1;2;555.2;840.3;3733.0;1953;31.0;2;2;43.7;43.7;5;2;56.875;24.119167;2024;4
146000.0;111.59;1;5;1915.7;9365.5;36030.0;2008;13.0;5;5;90.8;87.6;6;3;57.076944;24.323611;2024;4
53000.0;100.36;1;3;435.4;1380.0;4603.0;1967;30.0;3;3;41.3;41.3;3;2;57.155;24.857778;2024;4
193000.0;184.45;2;5;1044.8;4309.1;13652.0;2023;0.0;4;4;79.5;71.0;6;3;56.900833;24.047778;2024;1
84000.0;66.98;1;5;1915.7;9365.5;36030.0;2008;13.0;2;2;53.9;50.6;4;2;57.076944;24.323611;2024;1
42000.0;63.08;1;6;540.4;2553.2;8543.0;1970;20.0;2;2;49.4;46.2;8;2;56.787222;23.941944;2024;4
106710.0;81.2;2;4;886.1;3623.9;12164.0;2022;0.0;1;1;54.8;51.1;4;2;57.076944;24.323611;2024;4
171000.0;255.63;1;3;324.6;749.2;2742.0;2024;0.0;2;2;84.2;80.0;9;4;56.900833;24.047778;2024;4
55000.0;50.89;1;10;1015.0;9432.4;28853.0;1976;41.0;1;1;61.4;61.4;9;3;56.858611;24.349722;2024;4
50000.0;55.2;1;5;776.9;3439.6;12897.0;2004;18.0;2;2;33.1;33.1;4;1;56.875;24.119167;2024;1
65000.0;77.52;1;3;528.5;1330.6;4627.0;1972;27.0;2;2;53.1;52.3;8;2;56.836667;24.496111;2024;4
13900.0;44.03;1;5;932.1;4522.5;14945.0;1975;30.0;5;5;18.3;18.3;4;1;56.858611;24.349722;2024;1
270000.0;540.95;1;2;692.3;1018.5;3695.0;2006;0.0;1;2;192.6;184.2;9;4;56.900833;24.047778;2024;4
63000.0;79.15;1;5;385.2;1766.5;6305.0;1990;5.0;2;2;54.6;54.6;5;2;56.858611;24.349722;2024;4
43150.0;68.69;1;3;460.3;891.5;3489.0;1940;5.0;2;2;59.6;59.6;6;2;56.787222;23.941944;2024;4
91000.0;107.93;1;5;695.2;3187.6;11037.0;1982;28.0;4;4;77.5;74.2;10;3;56.858611;24.349722;2024;1
95000.0;132.0;1;4;637.8;2032.3;7337.0;2007;13.0;1;1;58.1;53.6;4;2;56.900833;24.047778;2024;1
35000.0;32.22;1;5;898.5;4003.8;14053.0;1981;29.0;2;2;53.6;52.0;7;2;56.836667;24.496111;2024;1
10000.0;114.32;1;3;1355.0;2932.8;10354.0;1975;30.0;2;2;63.5;56.2;9;2;56.875;24.119167;2024;1
36000.0;119.28;1;2;531.0;1215.8;4724.0;1953;40.0;1;1;43.6;43.6;6;2;56.875;24.119167;2024;1
94000.0;76.13;1;4;4488.3;9762.0;37744.0;2007;19.0;2;2;60.8;57.5;5;2;57.076944;24.323611;2024;1
8000.0;18.54;1;5;1009.0;4845.5;16187.0;1994;5.0;4;4;36.8;36.8;4;1;57.0925;24.546389;2024;4
139000.0;189.49;1;4;298.5;1196.1;3723.0;2012;0.0;1;1;73.4;65.5;6;3;57.155;24.857778;2024;1
140000.0;226.58;2;2;790.7;1293.5;4626.0;2019;0.0;1;2;70.5;70.5;4;3;57.155;24.857778;2024;1
34000.0;38.88;1;10;1151.0;10084.3;32287.0;1977;15.0;9;9;51.5;49.0;8;2;56.858611;24.349722;2024;1
128000.0;73.23;1;5;2396.9;9684.6;33228.0;2007;13.0;3;3;69.0;64.0;5;2;57.261944;24.415833;2024;1
27500.0;41.54;1;5;1635.5;7339.7;24205.0;1988;25.0;1;1;34.1;34.1;5;1;56.858611;24.349722;2024;1
53000.0;25.99;1;5;1414.6;6872.9;19804.0;1970;15.0;2;2;49.6;46.6;9;2;56.832222;24.226667;2024;1
