Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves apbūves laukums, m2;Būves kopplatība, m2;Būves būvtilpums, m3;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas zemākais stāvs;Telpu grupas augstākais stāvs;Telpu grupas platība, m2;Dzīvokļa kopplatība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;mat_223;mat_238;mat_214;mat_212;mat_215;mat_232;mat_243;mat_537;mat_213;mat_211;mat_545;mat_227;mat_216;mat_226;mat_224;mat_222;mat_231;mat_244;mat_241;mat_235;mat_234
47000.0;932.17;2;2;317.7;531.9;1957.0;1970;20;-1;2;125.5;115.1;18;3;56.858611;24.349722;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65000.0;66.73;1;5;1915.7;9367.8;36030.0;2008;0;3;3;53.7;50.5;4;2;57.076944;24.323611;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105000.0;189.68;1;3;328.3;1036.2;3597.0;2019;0;2;2;69.9;65.7;6;3;57.076944;24.323611;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120000.0;232.02;1;3;328.3;1036.2;3597.0;2019;0;2;2;85.5;76.5;7;3;57.076944;24.323611;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;97.27;1;5;1615.2;6758.2;22497.0;1982;28;5;5;55.4;52.2;7;2;56.858611;24.349722;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58000.0;99.78;1;4;1282.9;4965.4;17246.0;1974;30;2;2;67.8;61.8;10;3;57.155;24.857778;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40000.0;94.88;1;5;1446.0;7205.7;22541.0;1975;32;2;2;59.7;57.0;8;3;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8300.0;24.6;1;5;1020.2;5562.0;16376.0;1967;30;4;4;62.1;59.3;9;4;57.0925;24.546389;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18000.0;127.81;1;2;254.6;492.0;1668.0;1961;20;2;2;43.2;43.2;5;2;57.155;24.857778;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6000.0;9.79;1;5;236.6;1083.5;3604.0;1994;0;5;5;47.1;47.1;6;2;56.832222;24.226667;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17000.0;36.8;1;5;1242.0;6058.9;19928.0;1972;25;3;3;34.4;34.4;4;1;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45500.0;97.45;1;2;555.2;839.5;3733.0;1953;40;2;2;42.9;42.9;6;2;56.875;24.119167;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104000.0;189.95;1;3;328.3;1036.2;3597.0;2019;0;3;3;70.0;65.8;6;3;57.076944;24.323611;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19500.0;56.37;1;5;864.7;4340.3;13928.0;1979;28;3;3;41.7;34.3;7;1;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5500.0;229.61;1;3;248.4;557.9;2087.0;1966;10;1;1;47.3;47.3;5;2;57.155;24.857778;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;102.02;1;5;1270.0;6054.4;19940.0;1971;14;2;2;52.6;45.4;7;2;56.858611;24.349722;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110000.0;103.01;1;4;4488.3;9779.6;37744.0;2007;0;3;3;82.4;79.1;5;3;57.076944;24.323611;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96000.0;251.98;1;4;367.9;1524.8;4775.0;2016;0;3;3;71.5;64.5;5;3;57.155;24.857778;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39400.0;44.63;1;9;1324.0;9943.8;34654.0;1978;18;6;6;60.6;56.8;9;3;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36400.0;101.44;1;5;1270.0;6054.4;19940.0;1971;14;4;4;52.8;45.0;7;2;56.858611;24.349722;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12000.0;32.07;1;5;1432.5;7353.7;22411.0;1981;20;3;3;31.9;29.1;5;1;57.0925;24.546389;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38500.0;46.67;1;9;1283.0;10097.7;33586.0;1974;15;9;9;60.9;57.2;9;3;56.858611;24.349722;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120975.0;187.91;1;4;1850.3;6568.3;24858.0;2018;0;1;1;93.7;89.3;8;4;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25200.0;71.38;1;5;1270.0;6054.4;19940.0;1971;14;4;4;36.8;29.6;5;1;56.858611;24.349722;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3000.0;131.52;2;2;350.1;519.8;2207.0;1936;55;1;1;9.3;9.3;1;1;56.744444;24.721389;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;72.2;1;5;1369.8;6101.9;20989.0;1983;20;4;4;46.4;46.4;6;2;57.076944;24.323611;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3000.0;128.69;2;2;350.1;519.8;2207.0;1936;55;2;2;9.1;9.1;1;1;56.744444;24.721389;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51000.0;70.09;1;4;444.7;1201.7;4887.0;2007;30;2;2;68.2;68.2;6;3;57.0925;24.546389;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47000.0;987.34;3;2;251.1;382.1;1432.0;1970;25;1;1;57.1;57.1;4;3;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17400.0;45.9;1;5;892.4;4413.4;14008.0;1980;35;4;4;42.9;35.5;7;1;56.787222;23.941944;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29000.0;130.18;1;2;254.6;492.0;1668.0;1961;20;1;1;44.0;44.0;5;2;57.155;24.857778;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6424.0;24.53;1;6;1200.4;5177.6;17081.0;1966;30;2;2;26.1;26.1;4;1;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49000.0;34.99;1;5;1944.2;8861.2;33517.0;1979;25;3;3;50.8;47.6;9;2;56.832222;24.226667;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68000.0;101.31;1;5;1680.8;6795.2;22364.0;1988;23;2;2;71.8;65.1;7;2;57.076944;24.323611;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120000.0;233.1;1;3;328.3;1036.2;3597.0;2019;0;3;3;85.9;76.9;6;3;57.076944;24.323611;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5500.0;289.28;2;2;139.9;178.6;780.0;1935;40;2;2;25.9;25.9;2;1;56.723056;24.805833;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12000.0;55.96;1;3;312.0;973.8;2605.0;1970;30;1;1;48.7;48.7;6;2;56.832222;24.226667;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125975.0;156.83;1;4;1850.3;6568.3;24858.0;2018;0;1;1;78.2;73.8;6;3;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42000.0;70.57;1;5;1078.3;4848.3;17055.0;1966;30;4;4;59.7;56.7;8;3;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110000.0;98.13;1;5;1797.0;8620.2;31543.0;2006;3;5;5;80.3;77.2;6;3;57.076944;24.323611;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
26500.0;42.97;1;4;626.6;2462.5;7500.0;1971;30;3;3;35.3;29.3;5;1;57.155;24.857778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21595.5;30.32;1;5;1459.3;6895.8;24471.0;1975;17;4;4;54.3;51.1;8;2;56.832222;24.226667;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10000.0;25.57;1;5;1020.2;5562.0;16376.0;1967;30;5;5;32.8;29.8;5;1;57.0925;24.546389;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89280.0;199.17;1;4;361.8;1523.8;4755.0;2017;0;4;4;73.5;67.5;5;3;57.155;24.857778;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88975.0;116.12;1;4;1850.3;6568.3;24858.0;2018;0;1;1;57.9;53.8;4;2;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138975.0;188.51;1;4;1850.3;6568.3;24858.0;2018;0;1;1;94.0;89.5;8;4;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91000.0;93.07;1;5;1915.7;9367.8;36030.0;2008;0;2;2;74.9;71.6;6;3;57.076944;24.323611;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20000.0;20.43;1;5;601.9;2846.7;9815.0;1964;25;5;5;31.5;29.6;5;1;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18000.0;19.46;1;5;602.7;2856.6;9740.0;1969;20;3;3;31.9;30.1;5;1;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95000.0;193.48;1;4;361.8;1523.8;4755.0;2017;0;1;1;71.4;64.4;5;3;57.155;24.857778;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82500.0;75.26;1;4;4488.3;9779.6;37744.0;2007;0;4;4;60.2;56.9;6;2;57.076944;24.323611;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26000.0;70.04;1;5;865.3;4325.6;13928.0;1980;28;4;4;42.2;34.7;8;1;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60000.0;143.06;1;3;833.1;2643.4;9763.0;2008;13;2;2;57.0;57.0;5;2;57.155;24.857778;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88000.0;29.65;1;6;863.8;6050.3;17967.0;2006;0;3;3;62.5;53.4;6;2;56.875;24.119167;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63000.0;59.63;1;5;711.7;3416.4;11504.0;1965;20;2;2;56.4;53.2;8;3;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22500.0;69.95;1;5;865.3;4325.6;13928.0;1980;28;4;4;42.3;34.8;6;1;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76000.0;83.8;1;6;1019.7;4631.3;13783.0;1988;25;2;2;79.5;76.3;5;3;56.875;24.119167;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25000.0;28.98;1;9;565.7;3709.5;14178.0;1967;20;5;5;50.9;48.7;8;2;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35000.0;28.4;1;5;601.9;2846.7;9815.0;1964;25;3;3;42.1;40.4;6;2;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169000.0;664.23;1;2;407.1;592.1;2323.0;2006;0;1;2;128.4;122.4;10;4;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138975.0;187.71;1;4;1850.3;6568.3;24858.0;2018;0;3;3;93.6;89.2;8;4;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27000.0;292.69;1;2;200.0;382.4;1389.0;1960;40;2;2;49.2;49.2;5;2;56.858611;24.349722;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48000.0;107.15;2;5;878.6;4029.4;13280.0;1985;10;5;5;71.1;63.9;8;3;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92500.0;132.7;1;6;812.0;3442.9;10225.0;1988;28;3;3;94.6;87.8;7;4;56.875;24.119167;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8500.0;15.67;1;9;660.3;4777.7;17268.0;1990;5;6;6;32.1;32.1;5;1;56.787222;23.941944;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37000.0;37.76;1;5;1944.2;8861.2;33517.0;1979;25;2;2;54.7;51.5;10;2;56.832222;24.226667;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40500.0;117.98;1;2;303.4;414.6;1993.0;1953;40;2;2;39.6;39.6;6;2;56.875;24.119167;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88975.0;116.52;1;4;1850.3;6568.3;24858.0;2018;0;2;2;58.1;54.0;4;2;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77975.0;115.92;1;4;1850.3;6568.3;24858.0;2018;0;1;1;57.8;53.7;4;2;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47000.0;100.86;1;5;1270.0;6054.4;19940.0;1971;14;4;4;52.0;44.8;7;2;56.858611;24.349722;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14741.94;72.24;1;6;540.4;2553.2;8543.0;1970;20;1;1;54.0;54.0;8;3;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64500.0;40.41;1;4;596.8;2277.1;7922.0;2007;0;2;2;69.2;63.7;6;2;56.858611;24.349722;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30200.0;58.24;1;5;1471.0;7279.5;23664.0;1971;30;2;2;46.0;46.0;6;2;56.858611;24.349722;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85000.0;226.9;2;2;790.7;1293.5;4626.0;2019;0;1;2;70.6;70.6;4;3;57.155;24.857778;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
34250.0;67.1;1;3;332.3;666.6;2504.0;2007;0;3;3;32.7;32.7;3;2;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53000.0;134.39;1;2;437.3;887.6;2953.0;1969;25;1;1;39.4;39.4;5;2;57.076944;24.323611;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120000.0;149.28;1;3;760.9;2452.9;8826.0;2009;11;2;2;106.4;101.1;8;3;57.155;24.857778;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45000.0;57.32;1;5;716.1;3070.3;10205.0;1985;15;1;1;54.5;51.1;7;2;57.155;24.857778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;53.08;1;6;944.1;4676.0;12559.0;1988;20;5;5;54.2;50.9;8;2;56.875;24.119167;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24000.0;37.21;1;5;617.6;2418.7;8563.0;1965;30;3;3;43.7;41.9;6;2;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53000.0;176.7;1;3;424.1;1412.1;4337.0;1972;20;3;3;73.1;66.0;12;3;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56000.0;94.24;1;5;714.3;3679.3;11094.0;1967;30;2;2;61.6;58.8;6;3;56.787222;23.941944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20000.0;51.57;1;5;694.5;3664.7;11035.0;1974;20;2;2;47.2;44.5;7;2;56.858611;24.349722;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;111.52;1;2;574.4;893.2;3481.0;1900;50;1;1;57.8;57.8;6;2;57.155;24.857778;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
44400.0;75.31;1;3;877.6;2267.1;8014.0;1975;10;1;1;57.8;54.3;9;2;56.836667;24.496111;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63000.0;32.78;1;5;1414.6;6883.2;19804.0;1970;20;3;3;61.9;58.9;10;3;56.832222;24.226667;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29500.0;61.83;1;4;459.0;1482.7;5088.0;1968;20;4;4;29.7;29.7;4;1;57.155;24.857778;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45000.0;72.12;1;5;715.0;3446.4;11133.0;1982;20;2;2;47.4;44.7;7;2;56.875;24.119167;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8500.0;56.84;1;5;864.7;4340.3;13928.0;1979;28;2;2;41.9;34.5;7;1;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99000.0;111.69;1;5;1797.0;8620.2;31543.0;2006;3;1;1;91.4;77.4;6;3;57.076944;24.323611;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
42500.0;72.2;1;5;1369.8;6101.9;20989.0;1983;20;4;4;46.4;46.4;6;2;57.076944;24.323611;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13000.0;32.4;1;5;1089.9;5234.7;16737.0;1969;16;2;2;32.5;29.7;5;1;56.787222;23.941944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65000.0;167.9;1;3;610.0;1639.1;5470.0;1975;10;3;3;67.6;67.6;10;3;56.900833;24.047778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31900.0;58.81;1;5;1045.0;5333.3;16861.0;1973;20;2;2;46.4;43.7;8;2;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83000.0;94.49;1;3;868.0;2714.4;9032.0;1985;14;3;3;78.9;63.3;8;3;56.832222;24.226667;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1000.0;43.05;1;3;622.3;1639.8;5304.0;1988;5;3;3;71.1;61.2;10;3;56.836667;24.496111;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58000.0;31.69;3;6;1563.7;5961.8;19292.0;2008;13;3;3;43.2;35.5;3;1;56.900833;24.047778;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
32000.0;33.85;1;6;551.1;2692.9;8702.0;1969;20;4;4;38.8;36.0;7;2;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71000.0;80.75;1;4;620.4;2023.7;6888.0;2007;0;4;4;50.6;47.8;5;2;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59000.0;31.76;3;6;1563.7;5961.8;19292.0;2008;13;2;2;43.3;35.6;3;1;56.900833;24.047778;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;157.14;1;3;816.6;2658.4;8719.0;1977;20;3;3;52.9;49.5;8;2;56.858611;24.349722;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25000.0;57.88;1;5;1045.0;5333.3;16861.0;1973;20;4;4;45.7;43.0;8;2;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35500.0;44.23;1;10;928.4;7620.7;24335.0;1978;30;2;2;51.3;48.6;8;2;56.787222;23.941944;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25000.0;269.85;2;2;248.0;377.1;1437.0;1973;30;2;2;66.0;66.0;7;2;57.155;24.857778;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45000.0;136.59;2;3;718.0;2499.1;13637.0;1985;35;1;1;70.0;70.0;5;3;57.076944;24.323611;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10000.0;66.44;1;3;425.8;1097.7;3955.0;1971;20;2;2;57.6;57.6;7;3;56.723056;24.805833;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34000.0;103.11;1;5;700.4;3264.9;10774.0;1972;20;2;2;59.6;58.7;8;3;56.744444;24.721389;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2000.0;103.94;3;2;553.7;935.3;3841.0;1900;55;1;1;36.7;36.7;3;1;57.155;24.857778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47000.0;97.31;1;4;417.6;1355.9;5165.0;1979;10;3;3;44.4;36.8;4;2;57.076944;24.323611;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47000.0;71.66;1;4;417.6;1355.9;5165.0;1979;10;3;3;32.7;32.7;3;2;57.076944;24.323611;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45000.0;268.13;1;3;275.1;751.3;2690.0;1963;30;3;3;48.3;48.3;5;2;57.155;24.857778;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49000.0;105.79;1;9;316.3;2508.9;8380.0;1980;15;4;4;50.5;46.8;8;2;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29000.0;50.69;1;5;1210.3;5164.7;17044.0;1975;10;3;3;46.9;44.1;8;2;56.787222;23.941944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35000.0;56.33;1;3;788.0;2502.1;8186.0;1982;21;2;2;40.7;34.4;4;2;56.832222;24.226667;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53500.0;74.79;1;3;877.6;2267.1;8014.0;1975;10;2;2;57.4;53.8;9;2;56.836667;24.496111;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12200.0;367.31;1;2;162.1;204.0;588.0;1930;70;2;2;19.2;19.2;2;1;57.261944;24.415833;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
127500.0;113.82;1;5;1663.9;8222.4;30104.0;2005;0;5;5;106.0;97.4;9;2;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49950.0;164.56;1;2;303.4;414.6;1993.0;1953;40;2;2;55.2;55.2;7;3;56.875;24.119167;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20000.0;40.83;1;5;642.7;3176.1;10315.0;1992;0;3;3;55.5;47.6;7;2;57.0925;24.546389;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48000.0;65.43;1;5;1089.9;5234.7;16737.0;1969;16;3;3;63.7;60.9;9;4;56.787222;23.941944;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
135000.0;116.75;1;5;1663.9;8222.4;30104.0;2005;0;1;1;100.4;92.1;11;4;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30000.0;123.63;1;3;997.1;3103.1;10403.0;1987;10;2;2;70.1;63.6;10;3;56.744444;24.721389;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10000.0;69.87;1;5;865.3;4325.6;13928.0;1980;28;4;4;41.5;34.6;7;1;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95000.0;53.05;2;6;1678.9;7575.4;20256.0;2005;14;3;3;71.3;68.6;5;3;56.875;24.119167;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36000.0;35.81;1;5;1272.6;5559.3;21438.0;1972;25;1;1;53.7;45.0;7;2;56.787222;23.941944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45000.0;73.26;1;3;929.0;2654.9;8875.0;1974;25;2;2;46.5;46.5;6;2;57.155;24.857778;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21000.0;25.6;1;5;524.7;2576.3;8815.0;1971;25;1;1;25.9;25.9;4;1;56.875;24.119167;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
145000.0;217.4;2;3;853.0;2150.5;6936.0;2006;0;3;3;114.3;109.4;8;4;56.900833;24.047778;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56000.0;69.45;1;5;1028.3;5355.2;16331.0;1972;20;4;4;60.8;58.1;9;3;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21755.0;61.9;1;5;698.4;3335.9;10912.0;1966;19;5;5;59.3;56.8;4;1;56.787222;23.941944;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15000.0;48.7;1;5;811.4;3666.3;11214.0;1970;30;4;4;62.1;59.3;8;3;57.0925;24.546389;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22000.0;70.02;1;5;865.3;4325.6;13928.0;1980;28;2;2;42.2;34.7;8;1;56.858611;24.349722;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41000.0;126.52;1;9;316.3;2508.9;8380.0;1980;15;4;4;60.0;56.3;10;3;56.858611;24.349722;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51500.0;71.88;1;4;417.6;1355.9;5165.0;1979;10;4;4;32.8;32.8;3;2;57.076944;24.323611;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78000.0;129.37;1;6;637.4;3388.4;10313.0;1982;20;4;4;86.0;76.4;11;4;56.787222;23.941944;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100000.0;167.65;1;4;1760.2;6456.4;24057.0;2008;0;3;3;96.1;92.9;6;4;57.076944;24.323611;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
