Darījuma summa, EUR;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema
2900.0;1;5;4521.1;1981;45;35.5;5;1;56.366667;26.183333;4.0;2020;1;0;0;0
4680.0;1;5;3554.1;1976;30;61.7;8;3;57.1325;27.265833;4.0;2018;0;1;0;0
7000.0;1;3;1614.0;1978;20;54.0;8;2;57.1325;27.265833;3.0;2020;1;0;0;0
5000.0;1;5;2880.6;1982;25;76.5;11;4;56.366667;26.183333;5.0;2020;0;0;0;1
4500.0;1;2;385.5;1973;25;38.7;5;1;56.546389;27.726944;1.0;2020;1;0;0;0
8000.0;1;5;3517.7;1975;25;36.9;6;2;56.366667;26.183333;2.0;2020;1;0;0;0
2000.0;1;4;2077.3;1970;25;25.6;4;1;56.3;26.716667;3.0;2020;1;0;0;0
1300.0;1;5;2880.6;1982;25;31.6;6;1;56.366667;26.183333;1.0;2020;1;0;0;0
3400.0;1;3;1848.5;1965;50;40.1;5;2;56.3;26.716667;3.0;2020;1;0;0;0
3912.19;2;2;639.1;1959;40;50.8;5;2;56.546389;27.726944;1.0;2020;1;0;0;0
6000.0;1;3;659.2;1964;35;47.5;5;2;57.1325;27.265833;1.0;2019;0;1;0;0
3300.0;1;5;3515.0;1991;10;36.6;6;2;56.3;26.716667;4.0;2020;1;0;0;0
10000.0;1;5;3424.3;1968;30;60.2;8;3;57.1325;27.265833;3.0;2020;1;0;0;0
1000.0;1;4;2077.7;1971;30;35.3;6;2;56.3;26.716667;4.0;2020;1;0;0;0
9000.0;3;3;1138.8;1971;30;56.4;7;3;57.1325;27.265833;2.0;2016;0;0;0;1
3000.0;1;4;2077.3;1970;25;34.6;6;2;56.3;26.716667;1.0;2020;1;0;0;0
2400.0;1;4;2142.0;1969;45;35.1;6;2;56.3;26.716667;1.0;2020;1;0;0;0
1866.0;1;3;1957.8;1983;35;25.4;5;1;56.3;26.716667;2.0;2020;1;0;0;0
3000.0;3;2;167.1;1935;55;29.9;3;2;57.1325;27.265833;2.0;2020;1;0;0;0
1800.0;1;3;817.6;1975;35;23.9;4;1;56.546389;27.726944;1.0;2020;0;0;1;0
6500.0;1;5;3585.0;1978;30;44.8;7;2;56.3;26.716667;2.0;2020;0;0;1;0
4000.0;1;5;3547.9;1984;25;37.1;6;2;56.3;26.716667;5.0;2020;1;0;0;0
5500.0;1;3;1004.0;1988;15;63.0;8;3;56.3;26.716667;2.0;2020;0;0;1;0
5000.0;1;5;3585.0;1978;30;45.4;7;2;56.3;26.716667;3.0;2020;0;0;1;0
1957.14;1;5;3051.1;1974;35;70.5;8;3;56.3;26.716667;2.0;2020;1;0;0;0
2000.0;3;2;167.1;1935;55;32.5;3;2;57.1325;27.265833;2.0;2020;1;0;0;0
1000.0;2;2;399.8;1973;30;44.4;4;2;56.3;26.716667;1.0;2020;0;0;1;0
4000.0;1;5;3741.5;1986;26;36.9;6;2;56.546389;27.726944;2.0;2020;0;0;1;0
8600.0;1;3;1883.7;1964;55;40.6;6;2;56.3;26.716667;1.0;2020;0;0;1;0
5500.0;1;5;4521.1;1981;45;40.3;5;1;56.366667;26.183333;5.0;2020;1;0;0;0
5500.0;1;5;3597.0;1980;35;37.8;6;2;56.3;26.716667;5.0;2020;0;0;1;0
7000.0;1;3;1004.0;1988;15;50.7;7;2;56.3;26.716667;3.0;2020;0;0;1;0
9000.0;1;3;2013.6;1981;25;66.1;8;3;56.3;26.716667;1.0;2020;0;0;1;0
6000.0;1;5;3561.4;1975;30;39.5;6;2;56.366667;26.183333;3.0;2020;0;0;1;0
2000.0;1;5;3608.1;1980;30;29.3;4;1;56.3;26.716667;1.0;2020;0;0;1;0
3200.0;1;5;4023.6;1973;30;35.3;4;1;56.366667;26.183333;5.0;2020;0;1;0;0
3500.0;1;3;2013.6;1981;25;48.5;7;2;56.3;26.716667;1.0;2020;0;1;0;0
3600.0;1;5;3571.7;1987;20;37.5;6;2;56.3;26.716667;4.0;2020;0;1;0;0
4800.0;1;5;4023.6;1973;30;35.2;4;1;56.366667;26.183333;2.0;2020;0;1;0;0
3600.0;1;5;3571.7;1987;20;37.3;6;2;56.3;26.716667;3.0;2020;0;1;0;0
3000.0;1;5;3546.1;1977;20;60.6;8;3;56.366667;26.183333;5.0;2020;0;1;0;0
3753.0;1;5;5396.0;1984;25;44.4;6;2;56.3;26.716667;1.0;2020;0;0;1;0
2076.43;1;3;819.6;1971;40;36.7;4;2;56.3;26.716667;2.0;2017;0;1;0;0
7500.0;1;5;3573.5;1976;25;29.6;4;1;56.3;26.716667;1.0;2020;0;1;0;0
3500.0;1;3;1883.7;1964;55;29.9;4;1;56.3;26.716667;1.0;2020;0;1;0;0
2000.0;1;5;4521.1;1981;45;40.1;5;1;56.366667;26.183333;2.0;2020;0;1;0;0
4000.0;1;5;3051.1;1974;35;53.2;7;2;56.3;26.716667;1.0;2020;0;1;0;0
3000.0;1;5;2516.6;1973;40;34.8;6;2;57.1325;27.265833;5.0;2020;0;1;0;0
1000.0;1;3;831.5;1972;30;20.6;4;1;56.546389;27.726944;1.0;2020;0;1;0;0
3836.0;1;3;668.0;1960;40;48.0;5;2;56.3;26.716667;3.0;2020;0;1;0;0
6000.0;1;5;3546.1;1977;20;59.6;7;3;56.366667;26.183333;1.0;2020;0;1;0;0
3400.0;1;5;3547.9;1984;25;36.9;6;2;56.3;26.716667;4.0;2020;0;1;0;0
