Darījuma datums;Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves apbūves laukums, m2;Būves kopplatība, m2;Būves būvtilpums, m3;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas zemākais stāvs;Telpu grupas augstākais stāvs;Telpu grupas platība, m2;Dzīvokļa kopplatība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Platums;Garums
23.12.2020;2000.0;63.28;1;3;172.5;358.5;1341.0;1880;27;1;1;21.3;21.3;3;1;56.9874954;24.1814592
23.12.2020;155000.0;97.35;1;6;919.7;5125.5;18707.0;2020;0;4;4;79.6;73.8;7;3;56.9729466;24.1075115
23.12.2020;49200.0;48.31;1;5;882.8;4618.0;13453.0;1964;30;5;5;44.9;44.0;8;2;56.9786705;24.24615
17.12.2020;67500.0;69.53;1;9;1199.6;9220.2;31609.0;1985;10;9;9;76.9;71.2;14;3;56.9474774;24.0008228
29.12.2020;43500.0;62.51;1;5;787.4;3862.2;11639.0;1975;25;4;4;60.0;58.9;9;3;56.9601545;24.0001009
28.12.2020;47000.0;145.13;5;2;229.1;390.7;1646.0;1900;44;2;2;54.5;54.5;5;2;56.970486;24.1635493
28.12.2020;5000.0;17.93;3;5;153.6;657.6;2664.0;1900;50;5;5;33.3;33.3;2;1;56.9524548;24.1304724
28.12.2020;133900.0;63.32;1;4;1166.8;4522.2;14873.0;2020;0;2;2;71.7;66.8;6;3;56.9577892;24.0211856
28.12.2020;4000.0;58.85;2;2;252.6;416.3;1642.0;1903;65;2;2;18.3;18.3;2;1;56.9507334;24.1455353
22.12.2020;12300.0;42.28;2;2;489.4;787.1;3077.0;1903;50;1;1;27.7;27.7;4;1;57.0019887;24.1194105
18.12.2020;56700.0;28.77;2;7;1037.8;6820.0;22700.0;2020;0;1;1;39.4;34.4;3;1;56.9611304;24.1928805
23.12.2020;133900.0;51.12;2;7;1037.8;6820.0;22700.0;2020;0;6;6;70.0;65.0;6;3;56.9611304;24.1928805
22.09.2020;5995.0;64.55;2;2;310.7;493.1;1930.0;1900;60;1;1;27.9;27.9;2;1;56.917344;24.0874689
17.12.2020;76000.0;68.82;1;5;888.2;4210.9;14765.0;2020;0;5;5;42.8;39.1;4;2;56.9682102;24.1569086
18.12.2020;126800.0;59.61;1;4;1166.8;4522.2;14873.0;2020;0;2;2;67.5;62.6;6;3;56.9577892;24.0211856
18.12.2020;59000.0;74.69;1;5;817.3;4010.2;12219.0;1969;35;2;2;66.3;64.9;9;3;56.9712788;24.0698093
22.12.2020;27000.0;55.7;1;10;464.6;3486.5;12030.0;1984;10;3;3;42.7;34.6;6;1;56.9410155;24.1976247
23.12.2020;40500.0;8.69;2;5;625.5;2641.0;13114.0;1870;34;5;5;24.1;24.1;2;1;56.9487769;24.1185381
22.12.2020;142000.0;56.44;2;10;1120.5;9485.9;32005.0;2017;0;1;1;91.5;80.5;8;3;56.9763481;24.1678834
18.12.2020;88000.0;22.86;1;7;509.6;3099.2;12356.0;2020;0;6;6;48.3;42.7;3;1;56.9495188;24.1417974
14.12.2020;64350.0;39.35;1;6;351.0;1682.9;7032.0;1909;31;2;2;51.1;51.1;5;2;56.9502464;24.1412039
28.12.2020;64250.0;13.82;2;6;696.2;3605.6;16066.0;1913;57;4;4;36.4;36.4;4;1;56.9633578;24.138702
21.12.2020;84000.0;74.76;1;5;888.2;4210.9;14765.0;2020;0;3;3;46.5;42.8;4;2;56.9682102;24.1569086
23.12.2020;9700.0;49.46;1;2;231.7;366.5;1436.0;1885;70;2;2;15.0;15.0;1;1;56.9540073;24.0603827
17.12.2020;72000.0;55.96;1;5;888.1;4214.6;13990.0;2020;0;2;2;40.2;36.5;4;2;56.9683357;24.1580899
17.12.2020;72000.0;56.37;1;5;888.1;4214.6;13990.0;2020;0;3;3;40.5;36.8;4;2;56.9683357;24.1580899
28.12.2020;17500.0;33.69;1;4;751.5;2984.8;10179.0;1960;30;3;3;17.3;17.3;4;1;56.9429467;24.0617357
15.09.2020;77806.0;30.44;1;9;429.2;3921.6;13100.0;2018;0;7;7;45.1;38.9;4;2;56.9515242;24.0037431
29.12.2020;92000.0;62.74;1;5;928.5;4190.2;14274.0;2019;0;1;1;52.7;47.3;4;2;56.9555114;24.1825157
29.12.2020;79000.0;67.37;1;5;888.1;4214.6;13990.0;2020;0;5;5;48.4;44.7;4;2;56.9683357;24.1580899
28.12.2020;185000.0;252.2;1;5;365.5;1270.1;4398.0;2018;0;4;4;141.3;105.0;9;4;56.9138191;24.1271162
28.12.2020;40000.0;32.69;2;5;417.0;1744.4;7982.0;1895;60;3;3;57.5;57.5;7;2;56.9552253;24.1309598
11.12.2020;30000.0;32.92;2;5;417.0;1744.4;7982.0;1895;60;4;4;58.0;58.0;6;2;56.9552253;24.1309598
17.12.2020;213000.0;67.94;1;6;815.8;3809.8;14697.0;1912;31;5;6;167.3;167.3;7;3;56.9571615;24.1178151
29.12.2020;160600.0;68.36;2;7;1037.8;6820.0;22700.0;2020;0;3;3;93.6;83.4;9;4;56.9611304;24.1928805
04.12.2020;29000.0;42.28;1;5;807.1;3723.4;13849.0;1966;30;5;5;43.2;41.4;6;2;56.9155258;24.1742248
17.12.2020;119850.0;69.41;1;4;678.3;2128.5;11753.0;1970;12;2;2;62.9;62.9;3;2;56.955262;24.0505137
18.12.2020;25000.0;42.64;2;5;710.7;3101.6;13116.0;1956;39;2;2;47.7;47.7;6;2;56.9797848;24.1888847
14.12.2020;50000.0;39.04;1;6;351.0;1682.9;7032.0;1909;31;2;2;50.7;50.7;5;2;56.9502464;24.1412039
18.12.2020;103310.0;52.21;1;6;351.0;1682.9;7032.0;1909;31;2;2;67.8;67.8;5;2;56.9502464;24.1412039
15.12.2020;38000.0;52.53;7;2;1618.7;2540.1;11644.0;1962;26;1;1;17.1;17.1;2;1;56.9448287;24.0380673
23.12.2020;33000.0;31.79;1;5;784.7;3617.6;12870.0;1965;35;4;4;28.8;28.8;4;1;56.9666979;24.1260671
29.12.2020;49500.0;38.3;1;10;612.6;4860.0;16077.0;1974;15;8;8;62.7;62.0;9;3;56.9609079;24.0020459
21.12.2020;83300.0;41.95;1;4;1166.8;4522.2;14873.0;2020;0;2;2;47.5;42.6;4;2;56.9577892;24.0211856
18.12.2020;82500.0;38.8;1;5;1525.7;6964.1;24406.0;2012;2;5;5;64.8;64.8;5;3;56.959276;24.054463
21.12.2020;20000.0;35.97;1;9;1397.9;11184.0;35937.0;1984;20;2;2;45.4;36.6;6;1;56.9340881;24.1958754
30.12.2020;257000.0;42.52;1;7;974.1;7516.9;28856.0;2008;0;6;7;191.0;109.9;13;3;56.9616686;24.1467335
16.12.2020;11000.0;67.84;1;2;507.1;955.3;3885.0;1961;25;1;1;19.9;19.9;1;1;56.912889;24.0982107
29.12.2020;60040.0;9.72;1;6;585.0;2884.6;15056.0;1890;29;6;6;31.6;31.6;3;2;56.9543881;24.124256
26.11.2020;7000.0;34.17;7;2;264.0;607.3;2323.0;1915;60;1;1;35.2;35.2;3;1;56.9927931;24.1277729
04.01.2021;43600.0;50.39;1;9;543.5;4014.7;14050.0;1966;31;8;8;40.1;33.5;6;1;56.9882085;24.2413034
22.12.2020;74000.0;60.42;1;6;919.7;5125.5;18707.0;2020;0;1;1;49.4;43.6;4;2;56.9729466;24.1075115
28.12.2020;100416.0;101.43;2;4;866.4;1987.2;6516.0;2018;0;1;1;65.5;51.4;4;2;56.941709;24.0213824
21.12.2020;12000.0;135.98;1;3;300.4;690.7;3034.0;1964;35;3;3;22.7;22.7;2;2;56.9926022;24.229391
22.12.2020;42000.0;83.13;1;9;609.5;4708.3;15545.0;1980;18;8;8;62.9;62.9;8;3;56.9003528;24.1455468
18.12.2020;102000.0;17.79;1;6;1380.2;7290.5;33770.0;1910;29;6;6;63.5;63.5;4;3;56.9497493;24.1213637
10.12.2020;80000.0;112.13;3;6;630.9;2876.8;13078.0;1920;23;5;5;63.3;63.3;6;2;56.9738523;24.1095199
21.12.2020;111800.0;48.05;2;7;1037.8;6820.0;22700.0;2020;0;4;4;65.8;60.8;6;3;56.9611304;24.1928805
29.12.2020;104000.0;39.73;2;7;1037.8;6820.0;22700.0;2020;0;6;6;54.4;49.2;4;2;56.9611304;24.1928805
05.11.2020;141500.0;23.24;2;7;523.3;2602.6;12129.0;1911;45;4;4;91.0;91.0;6;3;56.9580546;24.1303195
17.11.2020;68300.0;99.92;1;9;1960.6;15436.3;52530.0;1984;30;5;5;93.1;88.0;16;4;56.9466576;24.1993901
07.12.2020;101935.0;20.12;5;6;844.0;4602.1;20584.0;1912;60;5;5;70.3;70.3;5;3;56.9561049;24.1194572
17.11.2020;79100.0;25.16;6;7;851.8;4827.3;22119.0;1913;60;5;5;57.9;57.9;4;2;56.9513587;24.1286054
04.12.2020;37500.0;408.94;8;2;152.4;263.2;945.0;1895;55;2;2;75.7;75.7;7;2;56.9192848;24.0876405
03.12.2020;130000.0;132.3;1;9;444.0;3033.0;11255.0;2019;0;2;2;86.6;81.4;6;3;56.9694342;24.2369351
22.12.2020;30000.0;34.43;1;10;594.7;4919.4;14970.0;1991;26;4;4;32.7;30.3;7;1;56.9006452;24.1018364
23.12.2020;43000.0;44.35;1;10;530.1;4115.1;14825.0;1979;15;2;2;46.0;43.5;7;2;57.0025291;24.1274471
07.12.2020;49990.0;10.3;1;4;544.8;1623.4;7769.0;1900;32;2;2;24.5;24.5;3;1;56.9487341;24.1072837
18.12.2020;116500.0;20.98;1;7;680.3;3972.8;17359.0;1912;31;5;5;78.8;77.3;8;3;56.9607243;24.1287864
18.12.2020;40000.0;33.51;2;5;417.0;1744.4;7982.0;1895;60;5;5;59.1;59.1;6;2;56.9552253;24.1309598
22.10.2020;165000.0;20.98;1;6;1380.2;7290.5;33770.0;1910;29;5;5;74.9;74.9;5;3;56.9497493;24.1213637
28.12.2020;230000.0;32.85;1;31;5177.6;28589.0;94138.0;2008;0;25;26;213.3;163.1;15;5;56.9334145;24.0429508
18.12.2020;163000.0;91.71;1;6;351.0;1682.9;7032.0;1909;31;3;3;119.1;119.1;8;4;56.9502464;24.1412039
21.12.2020;93530.0;32.7;2;6;679.7;2804.5;13691.0;1912;2;4;4;41.1;41.1;3;2;56.9486279;24.1265254
28.12.2020;5000.0;25.84;3;5;153.6;657.6;2664.0;1900;50;5;5;48.0;48.0;2;1;56.9524548;24.1304724
28.12.2020;84000.0;64.73;1;5;888.1;4214.6;13990.0;2020;0;4;4;46.5;42.8;4;2;56.9683357;24.1580899
01.12.2020;10000.0;76.69;6;2;278.4;477.3;1938.0;1900;55;2;2;23.2;23.2;2;1;56.9295286;24.1706758
30.12.2020;50400.0;57.49;4;3;135.8;386.8;1474.0;1880;41;2;2;46.9;46.9;5;3;56.9421906;24.1214001
29.12.2020;32000.0;32.28;1;5;981.7;4888.3;15082.0;1978;15;3;3;27.7;27.7;4;1;56.9531216;24.2045123
29.12.2020;157000.0;20.86;1;7;974.1;7516.9;28856.0;2008;0;5;5;93.7;87.9;8;4;56.9616686;24.1467335
23.12.2020;54000.0;58.36;1;5;888.2;4210.9;14765.0;2020;0;3;3;36.3;32.6;3;1;56.9682102;24.1569086
17.12.2020;129000.0;24.88;1;6;2206.0;11466.4;37925.0;2020;0;1;1;62.1;49.2;4;2;56.9657399;24.1036316
18.12.2020;150000.0;28.05;1;6;2206.0;11466.4;37925.0;2020;0;3;3;70.0;68.3;5;3;56.9657399;24.1036316
05.01.2021;97000.0;23.03;1;6;970.1;5488.4;18398.0;2014;0;6;6;48.4;39.4;4;2;56.9737481;24.1375002
04.01.2021;85000.0;69.25;1;5;1438.5;5337.7;17524.0;2019;0;2;2;45.2;41.5;4;2;56.9556183;24.1854622
29.12.2020;47000.0;46.53;1;10;894.6;6992.4;21926.0;1975;31;3;3;51.5;48.3;7;2;56.9640198;24.0075203
30.12.2020;40000.0;34.05;1;9;1843.2;14373.1;46510.0;1983;15;8;8;50.0;48.8;7;2;56.9553072;24.1962533
23.12.2020;122000.0;48.13;2;7;1037.8;6820.0;22700.0;2020;0;5;5;65.9;60.9;6;3;56.9611304;24.1928805
25.11.2020;34000.0;5.5;2;6;1012.4;5274.9;21720.0;1920;45;3;3;21.5;21.5;3;1;56.9608279;24.1495993
26.11.2020;141000.0;35.33;2;24;675.0;14530.3;49544.0;2008;8;14;14;107.7;99.2;11;4;56.9722926;24.1238851
22.12.2020;136000.0;47.19;2;10;1119.9;9999.5;31884.0;2017;0;6;6;76.5;65.6;6;3;56.9756878;24.1685041
29.12.2020;48000.0;37.72;1;9;1270.1;9898.3;31819.0;1983;30;3;3;50.9;48.5;6;2;56.9415453;24.1966956
30.12.2020;41000.0;107.2;1;4;424.8;1632.5;6403.0;1961;40;2;2;41.9;41.9;5;2;56.9351797;24.0378901
03.12.2020;22000.0;130.65;2;2;185.4;324.2;1233.0;1935;50;1;1;70.6;70.6;7;3;56.9479511;24.0562416
22.12.2020;60000.0;90.62;7;1;576.6;406.6;1787.0;1962;24;1;1;29.5;29.5;3;2;56.9449694;24.038042
29.12.2020;68000.0;30.14;1;15;621.8;6452.9;22245.0;2005;0;10;10;53.8;46.4;5;1;56.9466053;24.0128213
05.01.2021;45000.0;57.06;1;12;547.7;5359.5;18508.0;1979;30;2;2;48.7;41.8;5;1;56.9594221;24.199566
29.12.2020;64000.0;17.18;5;7;585.5;2606.8;11438.0;1900;29;5;5;31.4;31.4;3;2;56.9394669;24.1236074
30.11.2020;9500.0;46.31;1;3;382.1;1206.3;4126.0;1960;20;3;3;25.1;25.1;3;1;56.9395908;24.0374418
19.11.2020;12000.0;31.08;1;10;865.4;6760.6;22667.0;1975;20;9;9;49.0;49.0;7;2;56.9642181;24.0019846
11.12.2020;100000.0;112.32;5;4;1810.0;6356.0;22259.0;2007;0;4;4;63.3;57.0;5;2;56.9510638;24.2443731
15.12.2020;73000.0;26.54;3;6;458.8;2299.4;9997.0;1900;50;2;2;64.1;64.1;6;3;56.9590468;24.1428898
17.12.2020;80000.0;19.37;2;6;1012.4;5274.9;21720.0;1920;45;2;2;72.4;72.4;7;3;56.9608279;24.1495993
15.12.2020;65000.0;15.71;3;6;323.6;1699.7;7100.0;1885;55;5;5;47.6;47.6;5;2;56.9666174;24.1450668
17.11.2020;83925.0;37.22;2;5;1131.3;4984.5;20657.0;1913;42;3;3;96.1;96.1;10;4;56.9487056;24.1250972
01.12.2020;7970.0;188.14;4;2;133.1;259.2;1090.0;1900;70;2;2;34.7;34.7;3;2;56.9376897;24.1523489
18.12.2020;123000.0;24.74;1;7;2633.7;15887.8;64959.0;1912;56;6;6;88.6;88.6;11;4;56.9501967;24.1252933
16.12.2020;6000.0;22.87;2;2;259.2;576.5;1944.0;1885;50;2;2;17.5;17.5;2;1;56.960028;24.1498187
14.10.2020;99000.0;69.0;1;5;270.1;1195.0;5331.0;1935;50;3;3;86.2;84.5;10;4;56.9638089;24.1256754
22.12.2020;64900.0;15.22;1;6;669.6;3065.6;14104.0;1912;31;4;4;39.2;39.2;3;2;56.9620966;24.1222682
29.12.2020;36800.0;38.38;1;9;792.9;6232.2;20496.0;1988;10;4;4;52.8;49.2;8;2;57.0379641;24.0971481
29.12.2020;34500.0;236.25;2;2;174.4;274.2;1135.0;1890;60;2;2;56.7;56.7;5;2;56.9334214;24.0847481
29.12.2020;50000.0;57.72;1;11;1597.1;13733.2;45514.0;1989;27;7;7;92.7;89.4;11;5;56.9464197;24.0172036
22.12.2020;79000.0;60.66;1;6;919.7;5125.5;18707.0;2020;0;2;2;49.6;43.8;4;2;56.9729466;24.1075115
04.01.2021;39990.0;9.88;2;5;625.5;2641.0;13114.0;1870;34;2;2;44.1;44.1;6;2;56.9487769;24.1185381
23.11.2020;2230.0;26.34;1;2;491.6;1135.6;4709.0;1900;60;-1;-1;20.7;20.7;4;1;56.9933915;24.1276192
05.01.2021;27100.0;38.76;1;5;862.2;4637.6;13356.0;1962;30;5;5;30.6;30.6;4;1;56.9856457;24.2410813
05.01.2021;100000.0;43.97;3;6;716.0;3524.1;15737.0;1914;35;4;4;109.6;109.6;11;5;56.9647163;24.1414536
05.01.2021;32770.0;67.92;2;4;320.0;1042.0;4006.0;1870;32;2;2;33.1;33.1;3;2;56.9860592;24.1786736
06.01.2021;33000.0;41.26;1;3;539.2;1212.9;5891.0;1874;60;2;2;25.2;25.2;2;1;56.9483051;24.1447037
06.01.2021;39000.0;35.71;1;5;1184.9;5921.8;17897.0;1968;35;4;4;38.5;38.5;7;2;56.9038715;24.2010078
07.01.2021;21000.0;45.99;1;5;1064.3;4956.6;16946.0;1985;15;1;1;33.6;33.6;5;1;57.0283507;24.0496879
29.12.2020;54000.0;254.57;3;2;259.4;612.0;2918.0;1900;60;1;1;78.3;78.3;8;4;56.9768981;24.1715909
22.12.2020;35500.0;52.17;1;5;761.0;3394.5;12033.0;1961;27;5;5;40.6;40.6;5;2;57.0009229;24.1253517
07.01.2021;295000.0;60.92;2;5;453.4;2007.3;9719.0;1901;50;5;5;158.4;158.4;12;6;56.9589337;24.1093287
08.01.2021;74000.0;35.92;1;10;1112.6;9439.5;31962.0;2016;0;4;4;42.9;37.5;4;2;56.9767822;24.1670117
06.01.2021;24500.0;87.2;1;3;251.9;565.9;2154.0;1960;40;2;2;48.4;48.4;6;2;56.9127863;24.2077856
06.01.2021;164600.0;68.21;2;7;1037.8;6820.0;22700.0;2020;0;5;5;93.4;83.2;9;4;56.9611304;24.1928805
28.12.2020;53000.0;44.21;3;6;716.0;3524.1;15737.0;1914;35;5;5;110.2;110.2;9;4;56.9647163;24.1414536
12.11.2020;59500.0;59.73;1;9;777.4;6284.1;20991.0;1982;30;7;7;78.1;71.0;14;3;56.9534554;24.1729158
01.10.2020;64000.0;17.79;5;7;585.5;2606.8;11438.0;1900;29;6;6;32.5;32.5;3;2;56.9394669;24.1236074
23.12.2020;42500.0;27.75;3;7;1088.9;5879.4;25733.0;1913;58;5;5;40.8;40.8;5;2;56.9489871;24.138618
08.12.2020;87850.0;77.66;1;5;888.2;4210.9;14765.0;2020;0;4;4;48.3;44.6;4;2;56.9682102;24.1569086
16.12.2020;69000.0;20.28;2;5;224.5;971.6;4123.0;1911;50;4;4;40.6;40.6;4;2;56.9745309;24.144122
18.12.2020;140000.0;85.15;1;7;2642.3;12433.3;46007.0;2006;13;6;6;120.1;120.1;8;3;56.95523;24.0721791
10.12.2020;6380.0;100.32;1;2;263.1;632.7;2152.0;1912;60;2;2;21.7;21.7;2;1;56.9808334;24.1521675
28.12.2020;40000.0;10.59;3;7;313.0;1660.9;6989.0;1908;33;5;5;26.3;26.3;2;1;56.9620675;24.1519784
17.12.2020;12500.0;54.97;3;4;223.4;699.2;2955.0;1900;41;4;4;39.6;39.6;3;2;56.9391412;24.1401212
18.12.2020;48000.0;24.46;1;6;725.3;3517.3;15323.0;1890;55;4;4;53.1;53.1;5;2;56.9537047;24.1340775
21.12.2020;33000.0;49.09;2;5;417.0;1744.4;7982.0;1895;60;3;3;86.4;86.4;9;4;56.9552253;24.1309598
23.12.2020;132000.0;29.72;1;7;1134.9;6545.4;27592.0;1914;50;5;5;76.2;76.2;9;4;56.9610682;24.1190239
30.12.2020;50000.0;27.59;4;4;272.5;959.2;3994.0;1905;60;2;2;48.2;48.2;6;2;56.9557175;24.1370256
22.12.2020;23000.0;66.75;1;5;1018.5;5518.5;16561.0;1968;30;2;2;46.2;43.4;7;2;56.9203377;24.1807429
04.12.2020;26000.0;53.19;2;4;273.0;956.3;4629.0;1910;40;4;4;57.3;57.3;6;3;56.9343435;24.0713334
22.10.2020;6870.0;191.58;2;2;219.8;312.8;1170.0;1860;60;1;1;33.5;33.5;3;2;57.0059332;24.1220009
27.11.2020;11500.0;338.27;1;1;237.1;173.5;716.0;1950;50;1;1;33.7;33.7;4;1;56.98006;24.1700005
