Darījuma datums;Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves apbūves laukums, m2;Būves kopplatība, m2;Būves būvtilpums, m3;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas zemākais stāvs;Telpu grupas augstākais stāvs;Telpu grupas platība, m2;Dzīvokļa kopplatība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Platums;Garums
14.12.2021;45000.0;16.76;1;6;3472.4;12470.9;43571.0;2008;0;6;6;26.7;26.7;2;1;57.0224128;24.1369495
27.12.2021;56500.0;71.62;1;9;1311.8;9893.2;32830.0;1971;31;3;3;58.7;56.7;9;3;56.9005298;24.2047503
27.12.2021;32000.0;35.38;1;14;481.7;4704.9;15962.0;1976;31;4;4;33.9;33.9;4;1;56.9881961;24.2354881
21.12.2021;17280.0;51.92;1;3;278.7;796.6;3227.0;1939;40;1;1;39.2;39.2;7;2;56.9777;24.1731267
15.02.2021;4700.0;28.29;2;2;208.4;353.3;1355.0;1900;55;1;1;10.5;10.5;1;1;56.9856028;24.1697483
27.12.2021;118150.0;100.2;1;9;889.4;5847.2;20384.0;2021;0;2;2;69.0;65.6;6;2;56.9309925;24.1611858
27.12.2021;95000.0;76.1;1;9;889.4;5847.2;20384.0;2021;0;3;3;52.4;48.9;5;2;56.9309925;24.1611858
28.12.2021;146500.0;74.59;1;6;921.3;5165.4;18725.0;2021;0;3;3;75.9;70.0;7;3;56.9726827;24.1084474
27.12.2021;115500.0;42.43;1;6;3472.4;12470.9;43571.0;2008;0;5;5;67.6;67.6;6;4;57.0224128;24.1369495
28.12.2021;69000.0;32.79;2;4;423.3;1536.2;6773.0;1912;30;2;2;42.0;42.0;3;1;56.952523;24.1376579
29.12.2021;28000.0;149.39;3;2;186.5;330.9;1227.0;1900;60;2;2;41.1;41.1;5;2;56.9645198;24.0603186
22.12.2021;10000.0;57.59;3;4;116.6;386.1;1843.0;1902;60;2;2;72.7;72.7;8;4;56.9417924;24.1226021
29.12.2021;17000.0;24.74;1;4;751.5;2984.9;10179.0;1960;30;1;1;12.4;12.4;4;1;56.9429467;24.0617357
28.12.2021;100000.0;446.59;3;3;306.4;713.0;2514.0;1910;40;2;2;102.5;102.5;14;4;57.0018775;24.159564
29.12.2021;65000.0;65.44;1;5;941.4;4256.9;13451.0;1973;30;1;1;70.9;63.6;8;3;56.9542431;24.1756208
30.12.2021;82000.0;75.52;1;9;889.4;5847.2;20384.0;2021;0;9;9;52.0;48.5;5;2;56.9309925;24.1611858
30.06.2021;20123.0;58.42;1;5;884.6;4762.2;13956.0;1965;35;3;3;49.0;46.0;7;2;56.9792784;24.2529494
20.12.2021;24000.0;35.36;1;5;1012.2;4973.1;15183.0;1969;17;3;3;27.3;27.3;4;1;56.9718493;24.0689406
21.12.2021;50000.0;18.88;1;5;1525.7;6964.1;24406.0;2012;2;3;3;32.8;32.8;3;1;56.959276;24.054463
21.12.2021;64000.0;18.45;2;6;509.4;2418.7;10314.0;1912;55;3;3;38.6;38.6;6;2;56.9589228;24.1415203
09.12.2021;62700.0;26.67;1;6;3472.4;12470.9;43571.0;2008;0;1;1;42.5;42.5;4;2;57.0224128;24.1369495
21.12.2021;59500.0;63.71;1;5;1108.5;5927.5;17212.0;1968;30;3;3;55.5;53.0;9;3;56.91145;24.1806136
21.12.2021;56250.0;60.58;1;5;1230.2;5046.3;17041.0;1960;27;5;5;36.6;36.6;2;1;56.9742652;24.183879
21.12.2021;28700.0;46.46;1;5;1084.7;5344.8;16401.0;1969;30;5;5;30.1;29.2;5;1;56.9000547;24.2055198
22.12.2021;140000.0;21.87;1;6;607.7;2753.2;11951.0;1935;34;3;3;88.1;88.1;8;3;56.9560724;24.1268631
23.12.2021;17000.0;33.34;1;4;375.4;1486.9;5199.0;1960;27;3;3;17.1;17.1;3;1;56.9434738;24.0626075
22.12.2021;105000.0;52.18;1;6;921.3;5165.4;18725.0;2021;0;3;3;53.1;47.2;4;2;56.9726827;24.1084474
17.12.2021;90000.0;58.38;1;9;889.4;5847.2;20384.0;2021;0;8;8;40.2;36.6;4;2;56.9309925;24.1611858
22.12.2021;90000.0;137.05;1;5;918.7;3171.6;11496.0;1962;29;2;2;97.2;97.2;8;4;56.9053344;24.1004169
27.12.2021;23500.0;32.8;4;3;262.8;553.1;2275.0;1913;32;1;1;26.0;26.0;2;1;56.9860487;24.1632759
27.12.2021;116200.0;97.88;1;9;889.4;5847.2;20384.0;2021;0;4;4;67.4;63.8;6;2;56.9309925;24.1611858
21.01.2021;40000.0;45.46;1;14;869.2;8454.1;33852.0;1981;20;6;6;45.3;42.0;8;1;56.9725496;24.0566034
27.12.2021;157500.0;74.78;1;6;921.3;5165.4;18725.0;2021;0;4;4;76.1;70.2;7;3;56.9726827;24.1084474
27.12.2021;87000.0;51.59;1;6;921.3;5165.4;18725.0;2021;0;2;2;52.5;46.6;4;2;56.9726827;24.1084474
27.12.2021;81680.0;66.22;1;9;889.4;5847.2;20384.0;2021;0;8;8;45.6;42.0;4;2;56.9309925;24.1611858
27.12.2021;44500.0;16.57;1;6;3472.4;12470.9;43571.0;2008;0;3;3;26.4;26.4;2;1;57.0224128;24.1369495
27.12.2021;25000.0;44.58;1;5;3232.2;15320.3;50751.0;1978;15;5;5;36.6;33.4;5;1;57.0287424;24.0343892
27.12.2021;18000.0;30.91;1;10;1274.8;10155.3;32863.0;1983;30;6;6;34.7;32.9;7;1;56.9387793;24.2003434
29.12.2021;41000.0;35.03;1;5;594.2;2311.7;8429.0;1962;25;4;4;28.6;28.6;2;1;56.9275914;24.0734402
23.12.2021;95000.0;33.54;2;6;262.3;861.0;3475.0;1698;45;3;3;102.1;102.1;6;2;56.9487246;24.1065911
22.12.2021;173000.0;74.59;1;6;921.3;5165.4;18725.0;2021;0;6;6;75.9;70.0;7;3;56.9726827;24.1084474
23.12.2021;65500.0;67.39;1;10;396.3;3115.5;10697.0;1987;16;9;9;57.5;54.5;9;2;56.9482277;24.0167956
29.12.2021;114000.0;43.06;1;6;1504.3;7166.1;30466.0;1960;12;5;5;53.7;53.7;3;2;56.942452;24.0882087
30.12.2021;75000.0;97.28;5;3;427.3;1284.8;5046.0;1897;50;2;2;76.3;73.6;9;3;56.9812472;24.1167021
29.12.2021;55000.0;21.7;1;8;2002.4;7251.0;27714.0;2004;0;5;5;43.9;43.9;3;2;56.9807299;24.1920803
30.12.2021;14500.0;48.57;1;5;1418.3;7284.6;21909.0;1969;30;5;5;32.1;29.2;5;1;56.9002015;24.2083628
29.12.2021;123700.0;69.17;2;5;1539.9;7678.3;25736.0;2021;0;4;4;69.8;64.8;6;3;56.961656;24.1920076
28.12.2021;48000.0;71.51;12;2;259.2;494.1;1867.0;1931;44;2;2;43.9;43.9;4;2;56.9199111;24.0871854
23.12.2021;89800.0;53.8;1;5;1125.0;4778.7;16485.0;2019;0;5;5;53.2;47.7;4;2;56.9391082;24.2225346
21.12.2021;26195.58;415.7;3;1;163.9;131.2;451.0;1950;28;1;1;47.8;47.8;6;2;57.0321359;24.0379034
23.12.2021;110000.0;28.99;2;6;586.1;3001.0;13993.0;1910;34;5;5;78.2;78.2;6;3;56.9593014;24.1205903
21.12.2021;120000.0;44.21;3;6;716.0;3513.9;15737.0;1914;34;5;5;110.2;110.2;9;4;56.9647163;24.1414536
16.12.2021;170000.0;27.59;1;6;840.4;4487.8;19527.0;1934;34;6;6;103.1;103.1;9;4;56.9615912;24.1098484
17.12.2021;81025.0;61.57;1;9;889.4;5847.2;20384.0;2021;0;8;8;42.4;38.9;4;2;56.9309925;24.1611858
21.12.2021;122500.0;69.07;2;5;1539.9;7678.3;25736.0;2021;0;3;3;69.7;64.7;6;3;56.961656;24.1920076
22.12.2021;36000.0;50.22;1;10;526.5;4067.3;14996.0;1973;25;5;5;46.8;44.1;7;2;57.0044717;24.1273341
21.12.2021;49750.0;60.91;1;5;1230.2;5046.3;17041.0;1960;27;5;5;36.8;36.8;2;1;56.9742652;24.183879
23.12.2021;52000.0;239.48;1;2;252.2;482.3;1811.0;1962;30;1;1;48.9;48.9;6;2;56.9713061;24.0611027
17.12.2021;91000.0;59.4;1;9;889.4;5847.2;20384.0;2021;0;8;8;40.9;37.4;4;2;56.9309925;24.1611858
27.12.2021;97000.0;34.33;1;6;3472.4;12470.9;43571.0;2008;0;3;3;54.7;54.7;5;3;57.0224128;24.1369495
24.11.2021;30000.0;67.08;1;5;621.8;2770.2;9766.0;1960;40;3;3;54.1;54.1;7;3;56.9679215;24.1293385
28.12.2021;41500.0;30.82;1;10;1274.8;10155.3;32863.0;1983;30;8;8;34.6;32.8;7;1;56.9387793;24.2003434
27.12.2021;114680.0;100.49;1;9;889.4;5847.2;20384.0;2021;0;3;3;69.2;65.8;6;3;56.9309925;24.1611858
27.12.2021;95000.0;114.03;1;3;873.0;2543.7;10875.0;1950;30;1;1;79.5;79.5;9;3;56.9309541;24.0692012
28.12.2021;35000.0;46.9;1;5;882.3;4732.4;13799.0;1963;30;3;3;49.0;46.1;7;2;56.9829544;24.2449683
23.12.2021;56500.0;49.81;1;5;862.2;4607.0;13356.0;1962;30;1;1;44.2;44.2;6;2;56.9856134;24.2404042
28.12.2021;117300.0;65.41;2;5;1539.9;7678.3;25736.0;2021;0;4;4;66.0;61.0;6;3;56.961656;24.1920076
15.12.2021;59400.0;73.49;1;5;1230.2;5046.3;17041.0;1960;27;4;4;44.4;44.4;3;1;56.9742652;24.183879
29.12.2021;94000.0;75.37;1;9;889.4;5847.2;20384.0;2021;0;7;7;51.9;48.4;5;2;56.9309925;24.1611858
29.12.2021;160500.0;76.45;1;6;921.3;5165.4;18725.0;2021;0;3;3;77.8;71.9;7;3;56.9726827;24.1084474
29.12.2021;11000.0;135.8;3;2;299.2;496.5;2171.0;1920;55;2;2;41.5;41.5;3;2;56.9819145;24.1740387
30.12.2021;20000.0;87.03;3;3;367.5;815.5;3184.0;1936;50;3;3;35.4;35.4;3;2;56.9829349;24.1895961
23.12.2021;47000.0;6.96;1;5;340.5;1381.1;6135.0;1900;58;1;1;21.1;21.1;3;1;56.9507832;24.1028603
30.12.2021;16000.0;337.25;7;2;375.9;629.1;3076.0;1887;50;2;2;52.1;52.1;4;2;56.9243935;24.1825166
29.12.2021;165700.0;92.26;2;5;1539.9;7678.3;25736.0;2021;0;4;4;93.1;83.2;9;4;56.961656;24.1920076
28.12.2021;60000.0;73.56;1;5;930.4;4155.6;14912.0;1980;28;2;2;58.1;50.5;8;2;56.9278599;24.0747647
30.12.2021;55000.0;52.51;1;10;612.4;4937.4;16273.0;1985;15;2;2;62.4;61.1;10;3;57.0333903;24.0549578
04.01.2022;50000.0;33.64;1;9;1843.2;14372.9;46510.0;1983;30;4;4;49.4;48.2;7;2;56.9553072;24.1962533
30.12.2021;64000.0;59.74;1;5;591.8;2292.9;8424.0;1962;30;5;5;53.0;53.0;7;3;56.9286959;24.0755023
04.10.2021;130000.0;24.78;4;7;1382.8;7131.4;30707.0;1900;45;4;4;79.9;79.9;9;4;56.9529456;24.1201065
22.12.2021;20000.0;39.87;1;5;528.7;2722.3;8257.0;1968;25;1;1;37.0;37.0;5;2;56.9160054;24.0900506
21.12.2021;132600.0;69.27;2;5;1539.9;7678.3;25736.0;2021;0;5;5;69.9;64.9;6;3;56.961656;24.1920076
27.12.2021;165500.0;79.4;1;6;921.3;5165.4;18725.0;2021;0;6;6;80.8;74.9;6;3;56.9726827;24.1084474
28.12.2021;34900.0;29.83;1;12;468.6;4429.2;17279.0;1971;31;5;5;34.8;34.8;4;1;56.9697227;24.0584308
09.12.2021;149111.99;158.94;2;3;422.3;961.2;4012.0;1900;35;2;2;86.3;86.3;6;3;56.9604876;24.0816747
29.12.2021;137500.0;65.84;1;6;921.3;5165.4;18725.0;2021;0;5;5;67.0;61.1;7;3;56.9726827;24.1084474
30.12.2021;85000.0;35.26;2;5;1131.3;4985.6;20657.0;1913;42;5;5;90.8;90.8;6;4;56.9487056;24.1250972
29.12.2021;135000.0;69.47;2;5;1539.9;7678.3;25736.0;2021;0;4;4;70.1;65.1;6;3;56.961656;24.1920076
29.12.2021;11000.0;20.25;1;4;445.5;1573.7;5847.0;1963;20;1;1;30.0;30.0;5;1;56.9370348;24.05674
30.12.2021;47700.0;37.92;1;5;877.7;4618.3;13591.0;1964;25;3;3;30.6;30.6;4;1;56.9841611;24.2481367
03.01.2022;43000.0;55.46;1;5;1179.4;5755.5;17772.0;1970;30;1;1;48.0;46.7;7;2;56.9652886;24.0630917
04.01.2022;60000.0;45.89;1;9;889.4;5847.2;20384.0;2021;0;8;8;31.6;28.0;3;1;56.9309925;24.1611858
28.12.2021;90120.0;27.32;8;6;1032.0;5304.6;22372.0;1880;60;3;3;75.1;75.1;8;3;56.9566207;24.1372393
14.12.2021;39500.0;53.3;1;5;859.6;4653.5;13385.0;1962;35;4;4;46.7;44.0;6;2;56.9857878;24.2390658
23.11.2021;20600.0;49.16;1;4;750.7;2992.8;10429.0;1962;40;3;3;24.9;24.9;4;1;56.9131703;24.1906136
21.12.2021;92100.0;52.23;2;5;1539.9;7678.3;25736.0;2021;0;1;1;52.7;47.7;4;2;56.961656;24.1920076
22.12.2021;99960.0;25.68;1;7;891.2;4479.3;19897.0;1913;51;6;6;83.3;83.3;5;3;56.9523403;24.127587
21.12.2021;100000.0;25.16;2;7;1213.9;7047.3;23263.0;2018;2;4;4;67.6;56.8;4;2;56.9592868;24.1162982
22.12.2021;109000.0;37.18;1;5;705.4;2938.5;12679.0;1900;60;1;1;92.8;92.8;11;4;56.9601447;24.1230038
23.12.2021;62000.0;43.73;3;5;366.6;1357.4;5822.0;1920;27;5;5;42.3;42.3;3;2;56.9376818;24.1460054
22.12.2021;16000.0;162.64;1;2;179.1;274.1;1075.0;1895;65;1;1;28.5;28.5;3;1;56.933566;24.0796989
22.12.2021;35000.0;330.41;1;2;179.1;274.1;1075.0;1895;65;2;2;57.9;57.9;5;2;56.933566;24.0796989
22.12.2021;16000.0;170.63;1;2;179.1;274.1;1075.0;1895;65;1;1;29.9;29.9;6;1;56.933566;24.0796989
20.12.2021;21730.0;65.82;1;3;278.7;796.6;3227.0;1939;40;1;1;49.7;49.7;6;2;56.9777;24.1731267
27.12.2021;84000.0;58.38;1;9;889.4;5847.2;20384.0;2021;0;6;6;40.2;36.6;4;2;56.9309925;24.1611858
28.12.2021;185000.0;183.39;1;4;2453.5;8025.4;25556.0;2004;0;2;2;112.4;106.4;10;4;56.942328;24.0049275
23.12.2021;130000.0;26.57;1;7;680.3;3969.5;17359.0;1912;31;1;1;99.8;99.8;8;4;56.9607243;24.1287864
22.12.2021;88900.0;34.21;2;6;710.1;2802.8;13691.0;1912;3;3;3;43.0;43.0;3;2;56.9486279;24.1265254
29.12.2021;116000.0;49.13;1;12;2722.8;22905.8;69299.0;2007;8;1;1;90.3;55.0;4;1;56.9775832;24.1656728
27.12.2021;88354.4;25.93;1;9;429.0;3910.0;13283.0;2018;0;7;7;45.1;38.9;4;2;56.9521513;24.0037533
28.12.2021;173500.0;74.78;1;6;921.3;5165.4;18725.0;2021;0;5;5;76.1;70.2;7;3;56.9726827;24.1084474
27.12.2021;6250.0;56.79;13;2;257.9;406.2;1482.0;1835;65;2;2;30.4;30.4;3;2;56.957752;24.1479217
10.11.2021;23408.0;42.9;2;5;371.3;1576.6;6793.0;1910;36;4;4;64.2;64.2;7;2;56.9495674;24.1308237
29.12.2021;122300.0;69.07;2;5;1539.9;7678.3;25736.0;2021;0;2;2;69.7;64.7;6;3;56.961656;24.1920076
29.12.2021;127100.0;65.31;2;5;1539.9;7678.3;25736.0;2021;0;4;4;65.9;60.9;6;3;56.961656;24.1920076
28.12.2021;180000.0;91.6;1;10;1112.6;9439.5;31962.0;2016;0;10;10;109.4;86.4;8;4;56.9767822;24.1670117
23.12.2021;116550.0;53.18;1;4;336.9;1250.9;4711.0;1910;27;3;3;51.9;51.9;4;2;56.9352587;24.0726282
30.12.2021;34500.0;46.45;1;13;569.7;5268.0;17925.0;1969;31;10;10;37.5;32.4;5;1;56.9762152;24.2426174
29.12.2021;116900.0;63.03;2;5;1539.9;7678.3;25736.0;2021;0;1;1;63.6;58.6;5;3;56.961656;24.1920076
30.12.2021;92000.0;71.12;1;6;482.8;2699.1;9853.0;2021;0;3;3;54.0;48.1;4;2;56.972444;24.1092762
21.12.2021;71343.0;19.41;1;6;619.4;2778.9;10711.0;1910;31;4;4;48.6;48.6;3;2;56.9696806;24.0992491
15.12.2021;254000.0;46.69;1;6;630.2;3297.0;14682.0;1912;26;5;5;108.6;108.6;5;3;56.9585181;24.1164704
21.12.2021;37500.0;24.97;3;4;603.0;1686.2;6986.0;1900;30;3;3;25.7;25.7;2;1;56.9335888;24.1556729
04.01.2022;85000.0;58.38;1;9;889.4;5847.2;20384.0;2021;0;9;9;40.2;36.6;4;2;56.9309925;24.1611858
04.01.2022;52000.0;49.52;1;9;889.4;5847.2;20384.0;2021;0;2;2;34.1;27.9;3;1;56.9309925;24.1611858
22.12.2021;147000.0;71.15;1;6;921.3;5165.4;18725.0;2021;0;3;3;72.4;66.5;6;3;56.9726827;24.1084474
22.12.2021;160000.0;74.69;1;6;921.3;5165.4;18725.0;2021;0;4;4;76.0;70.1;6;3;56.9726827;24.1084474
29.12.2021;91600.0;48.16;2;5;1539.9;7678.3;25736.0;2021;0;2;2;48.6;43.6;4;2;56.961656;24.1920076
05.01.2022;31500.0;55.6;1;5;642.8;2496.1;9158.0;1968;20;3;3;33.6;33.6;4;2;56.9925894;24.2284596
05.01.2022;47400.0;59.45;1;5;878.1;4820.4;13565.0;1966;30;5;5;49.3;46.2;6;2;56.9763321;24.2499363
05.01.2022;93100.0;53.81;2;5;1539.9;7678.3;25736.0;2021;0;1;1;54.3;49.5;4;2;56.961656;24.1920076
