Darījuma summa, EUR;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema;Platums;Garums
27000.0;1;9;2287.0;1986;15;32.3;5;1;4.0;2020;0;1;0;0;56.9338163;24.2091893
46500.0;4;9;5014.6;1975;20;49.3;7;2;3.0;2020;0;1;0;0;56.972964;24.1325927
36250.0;1;5;5825.8;1969;30;54.5;8;3;2.0;2020;0;1;0;0;56.9711021;24.0647169
31000.0;1;10;10326.8;1980;15;32.7;7;1;2.0;2020;0;1;0;0;56.9654749;24.2351867
47500.0;1;5;4044.1;1974;25;48.7;7;2;2.0;2020;0;1;0;0;56.9577306;24.191656
47500.0;1;10;6452.7;1977;20;70.3;10;3;1.0;2020;0;1;0;0;56.9616338;24.0152959
57000.0;1;8;5511.9;1980;5;51.0;4;1;3.0;2020;0;1;0;0;56.9281006;24.0928341
78000.0;1;4;1933.8;2004;0;68.7;5;2;2.0;2020;0;1;0;0;56.9590698;24.1699842
30000.0;1;5;7091.2;1968;30;45.0;7;2;4.0;2020;0;1;0;0;56.9006606;24.2134584
10200.0;1;5;3537.6;1968;40;29.3;5;1;5.0;2020;0;1;0;0;56.9156879;24.1692501
46800.0;1;9;4938.9;1979;20;63.7;10;3;1.0;2020;0;1;0;0;56.9558649;24.1682044
31000.0;1;13;5217.3;1987;15;53.1;7;2;11.0;2020;0;1;0;0;56.9216329;24.1740799
33500.0;1;5;7685.0;1968;30;48.7;7;2;1.0;2020;0;1;0;0;56.9102719;24.1977392
38450.0;1;8;10785.3;1978;10;52.4;9;2;1.0;2020;0;0;1;0;56.9651315;24.1437898
35300.0;1;5;7666.5;1968;35;65.9;10;3;2.0;2020;0;1;0;0;56.9078049;24.1995712
20000.0;1;5;5466.2;1968;30;61.8;8;3;2.0;2018;0;0;0;1;56.9217011;24.1790772
11500.0;1;5;3597.1;1966;35;29.8;4;1;5.0;2020;0;1;0;0;56.9636118;24.1694839
54500.0;1;10;17866.4;1980;30;51.4;9;2;4.0;2020;0;1;0;0;56.9686669;24.2345635
65400.0;1;9;7390.6;1979;20;62.5;9;3;1.0;2020;0;1;0;0;56.968306;24.2329112
48000.0;1;8;4542.1;1983;15;51.3;7;2;6.0;2020;0;1;0;0;56.9345922;24.207471
190000.0;1;9;32579.8;2005;14;123.5;6;4;5.0;2020;0;1;0;0;56.955551;24.0988276
37000.0;1;5;5499.6;1968;30;39.2;6;2;4.0;2020;0;1;0;0;56.9220479;24.180483
56903.56;1;9;16105.3;1972;20;63.6;9;3;4.0;2020;0;1;0;0;56.959854;24.1771969
20000.0;1;9;6935.5;1988;28;40.8;6;1;7.0;2020;0;1;0;0;56.9393285;24.2128742
69000.0;1;5;3623.4;1965;35;60.6;5;3;4.0;2020;0;1;0;0;56.9661546;24.1800249
32500.0;1;5;4190.5;1980;15;62.1;9;3;2.0;2020;0;1;0;0;57.0329975;24.0972203
67000.0;1;10;7409.0;1986;15;63.3;11;3;6.0;2020;0;1;0;0;56.9432298;24.2142905
70000.0;1;5;7627.2;1967;24;55.3;7;2;2.0;2020;0;1;0;0;56.9537953;24.0463023
94500.0;1;9;9242.2;1983;15;99.4;13;4;6.0;2020;0;1;0;0;56.9606247;24.1701715
8000.0;1;5;5062.4;1975;30;26.0;4;1;5.0;2020;0;1;0;0;57.0411829;24.0268437
39000.0;4;6;2181.5;1960;25;43.0;5;2;4.0;2020;0;1;0;0;56.9446544;24.0624818
30000.0;1;5;4036.6;1969;30;50.6;7;2;1.0;2020;0;1;0;0;56.9714533;24.0658797
45000.0;1;5;2276.4;1959;30;65.9;9;2;2.0;2020;0;1;0;0;56.9670261;24.1292431
63500.0;1;5;3963.9;1974;20;55.4;8;3;5.0;2020;0;1;0;0;56.9693593;24.0147433
33000.0;1;5;5903.8;1976;20;48.9;7;2;1.0;2020;0;1;0;0;56.958571;24.1999613
37500.0;1;11;13795.0;1994;24;46.1;6;1;9.0;2020;0;1;0;0;56.8994846;24.0880188
29900.0;1;9;7264.4;1972;25;35.6;5;1;8.0;2020;0;1;0;0;56.9591123;24.1828546
10000.0;1;13;5204.4;1979;25;33.6;5;1;2.0;2020;0;1;0;0;56.9086823;24.1841297
21100.0;1;5;3016.3;1980;20;38.8;8;2;5.0;2020;1;0;0;0;57.0342097;24.0929316
52000.0;1;5;5002.1;1970;20;49.8;6;2;3.0;2020;0;1;0;0;56.9676385;24.0569682
90000.0;1;5;18366.9;2007;3;75.4;6;4;2.0;2020;0;1;0;0;56.9562778;24.2433428
68000.0;1;11;6851.2;1991;26;77.5;13;3;2.0;2020;0;1;0;0;56.900561;24.0859868
26000.0;1;5;5489.0;1968;30;32.1;5;1;5.0;2020;0;0;1;0;56.920081;24.1811699
37000.0;1;5;7730.6;1969;30;38.2;7;2;2.0;2020;0;1;0;0;56.9038581;24.2055088
49000.0;1;10;4917.1;1974;25;49.6;8;2;8.0;2020;0;1;0;0;56.9597322;24.0088204
2000.0;1;3;2073.7;1950;30;13.6;3;1;3.0;2020;0;0;1;0;57.0298211;24.1116191
37900.0;1;11;13864.4;1989;10;45.9;6;1;5.0;2020;0;0;0;1;56.9452467;24.0203361
7100.0;1;3;936.5;1960;35;18.4;4;1;3.0;2020;0;0;1;0;56.9129428;24.2066207
42000.0;1;10;9582.4;1982;25;50.2;7;2;2.0;2020;0;1;0;0;56.9307267;24.1643668
53500.0;1;9;12316.5;1983;10;64.3;9;3;8.0;2020;0;1;0;0;56.9338904;24.2036927
24072.0;1;5;5848.4;1974;25;27.2;4;1;3.0;2020;0;1;0;0;56.957884;24.1932254
12000.0;1;9;4744.7;1978;30;31.2;7;1;3.0;2020;0;1;0;0;56.966592;24.2380191
60000.0;1;9;9164.6;1983;10;91.8;14;4;8.0;2020;0;1;0;0;56.9505782;24.1900689
43000.0;1;10;14336.5;1981;10;61.6;9;3;6.0;2020;0;1;0;0;56.9351415;24.1980297
13500.0;1;5;5735.7;1976;20;36.8;8;1;5.0;2020;0;1;0;0;56.9545099;24.003793
26000.0;1;9;7172.9;1978;40;31.5;8;1;6.0;2020;0;1;0;0;56.9606777;24.232555
19000.0;1;5;5518.5;1968;30;29.4;4;1;1.0;2020;0;1;0;0;56.9203377;24.1807429
30000.0;1;9;7287.4;1984;29;50.7;9;2;3.0;2020;0;1;0;0;56.9334514;24.2046229
30300.0;1;5;5317.0;1967;40;36.3;5;2;1.0;2020;0;1;0;0;56.9208202;24.1766231
48469.0;3;9;5014.6;1975;20;49.7;7;2;6.0;2020;0;1;0;0;56.972964;24.1325927
2500.0;1;2;1460.3;1957;50;19.5;1;1;1.0;2020;0;1;0;0;56.9653592;24.1794512
67000.0;1;10;6412.8;1977;20;63.5;10;3;8.0;2020;0;1;0;0;56.9636057;24.0134458
103000.0;2;6;2909.9;1910;40;81.1;9;3;6.0;2020;0;1;0;0;56.9569987;24.12275
84000.0;1;8;8582.4;1999;10;105.0;11;4;7.5;2020;0;1;0;0;57.0027332;24.1208724
2750.0;1;3;2073.7;1950;30;12.5;3;1;1.0;2020;0;0;1;0;57.0298211;24.1116191
27000.0;1;5;3386.4;1966;35;42.6;6;2;2.0;2020;0;1;0;0;56.9071491;24.1834263
27750.0;1;5;2554.7;1967;20;25.6;4;1;1.0;2020;0;1;0;0;56.9710809;24.1014851
67000.0;1;6;2771.6;1965;30;68.4;8;4;3.0;2020;0;1;0;0;56.9707577;24.1316332
60000.0;1;10;14630.4;1981;30;61.6;10;3;3.0;2020;0;1;0;0;56.9378677;24.1986868
44000.0;1;9;16105.3;1972;20;62.9;9;3;7.0;2020;0;1;0;0;56.959854;24.1771969
28000.0;1;5;3272.9;1970;25;38.8;8;2;4.0;2020;0;0;1;0;56.9796061;24.1782602
61970.0;1;10;7401.1;1981;15;64.5;10;3;5.0;2020;0;1;0;0;57.034808;24.0997739
37600.0;1;5;4412.5;1976;30;43.0;7;1;3.0;2020;0;1;0;0;56.9528441;24.0479403
32000.0;1;5;2479.2;1963;30;41.5;5;2;3.0;2020;0;1;0;0;56.9962798;24.1289052
25000.0;1;5;4783.3;1974;20;38.9;6;2;1.0;2020;0;1;0;0;56.9626401;24.0163578
65000.0;1;10;3231.7;1987;0;82.5;14;3;4.0;2020;0;1;0;0;56.9437061;24.0082204
59100.0;1;5;7109.9;1974;25;53.5;7;2;5.0;2020;0;1;0;0;56.9664954;24.1757052
16700.0;1;9;11975.5;1978;40;50.3;9;2;2.0;2020;0;1;0;0;56.9710237;24.2322762
60000.0;1;5;3813.9;1973;30;74.0;6;4;2.0;2020;0;1;0;0;57.0527765;24.0688796
72000.0;1;9;4896.6;1979;40;80.0;12;4;8.0;2020;0;1;0;0;56.9673417;24.2334463
15000.0;1;2;384.2;1961;40;48.1;6;2;1.0;2020;0;1;0;0;56.9056843;24.2154687
75000.0;5;6;2571.3;2007;10;74.3;6;2;3.0;2020;0;1;0;0;56.9410133;24.004761
41000.0;1;9;12475.5;1988;25;51.8;8;2;2.0;2020;0;1;0;0;56.936238;24.1998846
50000.0;1;9;4938.9;1979;20;64.2;11;3;8.0;2020;0;1;0;0;56.9558649;24.1682044
30000.0;1;5;4983.5;1970;30;54.2;8;3;4.0;2020;0;1;0;0;56.9690801;24.0539456
6300.0;2;2;205.7;1880;70;25.1;2;1;2.0;2020;0;1;0;0;56.9425877;24.1523116
93000.0;1;10;7608.9;1976;20;82.7;12;4;6.0;2020;0;1;0;0;56.9674932;24.011904
78000.0;1;6;3881.6;1986;10;136.1;14;5;5.5;2020;0;1;0;0;56.939655;24.0334921
22000.0;1;5;5634.8;1968;30;26.1;4;1;5.0;2020;0;1;0;0;57.0065956;24.1214475
24700.0;1;5;8259.7;1973;30;28.5;4;1;2.0;2020;0;1;0;0;56.9664061;24.1747723
58200.0;1;5;7175.1;1967;31;57.8;4;3;1.0;2020;0;1;0;0;56.9217751;24.1782667
38000.0;1;9;7329.9;1991;5;62.5;10;3;5.0;2020;0;1;0;0;56.9399718;24.214628
113000.0;1;6;4665.3;1994;5;88.6;9;4;2.0;2020;0;1;0;0;56.9683932;24.1872715
43700.0;1;12;4355.6;1980;15;74.2;9;3;4.0;2020;0;1;0;0;56.9931996;24.1936803
69500.0;1;9;9635.8;1978;20;76.8;12;4;7.0;2020;0;1;0;0;56.9610193;24.2354903
47500.0;1;9;13467.9;1973;30;62.7;9;3;2.0;2020;0;1;0;0;56.9578862;24.1716962
49000.0;1;10;2546.0;1980;30;51.5;6;2;5.0;2020;0;1;0;0;56.9665625;24.2350368
60000.0;1;5;2683.9;1970;30;48.2;7;2;4.0;2020;0;1;0;0;56.9602758;24.1486582
23700.0;1;5;3632.2;1964;25;30.7;4;1;5.0;2020;0;1;0;0;56.9376118;24.0410846
18000.0;1;5;3944.5;1987;10;33.0;5;1;2.0;2019;0;0;1;0;57.0525289;24.0658363
24000.0;1;12;4321.1;1983;10;33.7;4;1;10.0;2020;0;0;1;0;56.9659166;24.0176932
27000.0;1;5;3643.1;1966;35;54.4;7;3;4.0;2020;0;1;0;0;56.9127382;24.1838411
19000.0;1;5;4105.4;1977;20;49.7;9;2;1.0;2020;0;1;0;0;56.9556782;24.0016572
24000.0;4;2;580.5;1915;60;62.6;6;2;2.0;2020;0;1;0;0;57.0315097;24.0446662
38000.0;1;5;2798.0;1968;25;42.1;6;2;1.0;2020;0;1;0;0;56.9459964;24.0808498
91500.0;1;9;9582.8;1983;31;95.1;12;4;5.0;2020;0;1;0;0;56.9606334;24.1717739
52000.0;1;12;4305.9;1980;10;45.6;7;2;5.0;2020;0;1;0;0;56.9648894;24.0173935
20000.0;1;5;3727.2;1965;30;45.0;7;2;2.0;2020;0;1;0;0;56.9104894;24.1747037
29000.0;1;10;7404.4;1990;0;32.9;7;1;7.0;2020;0;1;0;0;56.9030682;24.0990178
45000.0;1;6;6489.7;1981;20;46.4;8;1;6.0;2020;0;1;0;0;56.9515549;24.1777907
25000.0;1;5;5356.5;1966;30;43.9;6;2;1.0;2020;0;1;0;0;56.9186703;24.1830637
44000.0;1;5;3124.2;1975;30;54.3;8;3;2.0;2020;0;1;0;0;56.9727557;24.2332417
39000.0;1;5;2797.3;1961;15;29.2;4;1;2.0;2020;0;1;0;0;56.9878089;24.1346132
62000.0;1;5;3625.6;1966;40;72.0;9;4;5.0;2020;0;1;0;0;56.9700436;24.1802582
32000.0;1;4;2993.6;1962;30;41.0;6;2;2.0;2020;0;1;0;0;56.9667383;24.1891995
82408.0;5;6;2447.9;2007;10;85.8;8;3;3.0;2020;0;1;0;0;56.9421142;24.0039256
11860.0;1;12;4355.6;1980;15;31.0;5;1;3.0;2020;0;1;0;0;56.9931996;24.1936803
78200.0;1;3;1962.8;1960;30;78.4;6;3;1.0;2020;0;1;0;0;56.9320322;24.1750027
44000.0;1;9;7238.2;1971;20;48.5;7;2;7.0;2020;0;1;0;0;56.9602711;24.176021
120000.0;1;6;5126.0;2001;20;133.9;10;3;6.0;2020;0;1;0;0;56.9632193;24.1660303
45000.0;1;10;5040.6;1976;20;64.8;9;3;9.0;2020;0;1;0;0;56.9663975;24.0112895
37000.0;1;10;9072.8;1976;20;64.5;9;3;1.0;2020;0;1;0;0;56.9690539;24.0134235
46215.0;1;5;5871.3;1974;25;53.9;8;3;4.0;2020;0;1;0;0;56.9576382;24.1939882
58000.0;1;7;5890.8;1985;15;62.5;9;3;4.0;2020;0;1;0;0;56.9393521;24.2086422
21500.0;1;5;3676.1;1970;30;47.2;7;2;4.0;2020;0;1;0;0;56.9623754;24.1897204
40000.0;1;9;15775.7;1984;30;43.6;7;1;4.0;2020;0;1;0;0;56.9468356;24.1925091
42500.0;1;9;9255.2;1982;15;43.0;8;1;4.0;2020;0;1;0;0;56.9528238;24.1757401
17000.0;1;5;2328.6;1965;40;41.6;5;2;5.0;2020;0;1;0;0;56.9644318;24.0646455
25000.0;1;5;5062.4;1975;30;60.3;10;3;5.0;2020;0;1;0;0;57.0411829;24.0268437
33000.0;1;9;7257.3;1987;10;62.1;10;3;5.0;2020;0;1;0;0;56.9426959;24.2234328
38000.0;1;3;1438.6;1958;40;36.8;4;1;3.0;2020;0;1;0;0;56.9656992;24.179854
39000.0;2;10;3685.5;1988;10;43.7;5;1;9.0;2020;0;1;0;0;56.9668051;24.0532532
3000.0;1;5;3643.1;1966;35;40.5;5;2;2.0;2020;0;1;0;0;56.9127382;24.1838411
24500.0;1;5;4028.0;1978;20;27.3;5;1;3.0;2020;0;1;0;0;57.0344527;24.056349
33500.0;2;5;6968.2;1973;30;38.8;7;2;1.0;2020;0;1;0;0;56.999498;24.1182117
30750.0;1;5;3591.0;1965;20;40.8;6;2;1.0;2020;0;0;1;0;56.9610067;24.175031
25000.0;1;5;3681.1;1980;25;47.7;7;2;3.0;2020;0;0;1;0;56.9748293;24.1086203
26500.0;1;5;5003.7;1972;20;49.5;7;2;5.0;2020;0;1;0;0;56.9631112;24.0257523
41700.0;2;12;4421.1;1972;25;44.7;6;2;7.0;2020;0;1;0;0;56.9132998;24.1771495
23500.0;1;5;4948.4;1978;30;49.4;8;2;1.0;2020;0;1;0;0;56.9110033;24.1847514
45000.0;1;5;6737.0;1986;20;50.9;7;2;3.0;2020;0;1;0;0;57.0371108;24.0290865
25500.0;1;6;2126.7;1964;20;31.3;4;1;5.0;2020;0;1;0;0;56.9651513;24.0477291
25000.0;1;5;5374.6;1967;30;45.3;7;2;5.0;2020;0;1;0;0;56.9172883;24.1755191
27000.0;2;7;8426.1;1976;18;52.7;7;2;2.0;2020;0;1;0;0;56.9780846;24.1747531
65000.0;2;5;3042.4;1979;10;67.0;7;3;1.0;2020;0;1;0;0;56.938027;24.0793863
46000.0;1;10;4807.4;1975;20;48.4;7;2;5.0;2020;0;1;0;0;56.9623198;24.0178968
29500.0;1;5;4241.7;1989;10;42.3;5;1;3.0;2020;0;1;0;0;56.9403758;24.1866171
40500.0;1;5;2714.9;1965;30;44.1;6;2;4.0;2020;0;1;0;0;56.9695433;24.174594
21000.0;1;5;6719.6;1967;30;26.4;4;1;3.0;2020;0;1;0;0;57.029896;24.1032934
52000.0;1;9;4878.4;1973;25;77.6;11;4;6.0;2020;0;1;0;0;56.9621691;24.1868271
20000.0;1;16;6991.8;1988;15;46.2;5;1;15.0;2020;0;1;0;0;56.9412557;24.207599
48000.0;1;9;9903.3;1985;30;51.3;6;2;8.0;2020;0;1;0;0;56.9341171;24.2076653
60000.0;1;5;2676.8;1972;33;61.3;6;3;4.0;2020;0;1;0;0;56.955876;24.0500928
24500.0;1;5;3640.8;1962;20;32.5;5;1;5.0;2020;0;1;0;0;56.9670628;24.0499227
25000.0;2;5;4629.7;1990;5;37.5;4;1;2.0;2020;0;1;0;0;57.037073;24.0882543
54000.0;1;5;3567.4;1966;30;39.6;4;2;5.0;2020;0;1;0;0;56.9640744;24.1761887
60700.0;1;11;3386.8;1989;27;82.3;10;3;8.0;2020;0;1;0;0;56.94499;24.0220999
41500.0;1;3;753.5;1963;35;48.2;5;2;2.0;2020;0;1;0;0;56.9500116;24.1536896
39621.0;1;5;5226.7;1985;10;52.3;7;2;5.0;2020;0;1;0;0;56.9487687;24.0485031
48000.0;1;10;7608.9;1976;20;51.5;8;2;6.0;2020;0;1;0;0;56.9674932;24.011904
42500.0;1;5;3679.7;1971;33;62.7;8;3;5.0;2020;0;1;0;0;56.9471787;24.0544362
22500.0;1;5;4200.9;1987;26;38.9;6;1;3.0;2020;0;1;0;0;56.9332034;24.1929739
55000.0;1;10;4931.9;1974;31;60.5;8;3;3.0;2020;0;1;0;0;56.9646548;24.0054541
51000.0;1;5;3558.7;1972;25;59.2;7;3;1.0;2020;0;1;0;0;56.9571629;24.1749017
29500.0;1;5;3609.3;1964;35;30.2;4;1;3.0;2020;0;1;0;0;56.9122309;24.1849939
48000.0;2;5;10003.2;1983;20;47.4;7;2;3.0;2020;0;1;0;0;56.9322436;24.1820903
31500.0;1;4;3498.7;1958;45;41.4;7;2;4.0;2020;0;1;0;0;56.9101234;24.1939352
26000.0;1;10;7356.1;1978;25;31.5;8;1;4.0;2020;0;1;0;0;56.9652507;24.0544682
10600.0;1;5;3531.3;1967;40;37.2;6;2;4.0;2020;0;1;0;0;56.9199834;24.1774205
6850.0;3;2;547.9;1900;50;19.0;2;1;2.0;2020;1;0;0;0;56.9968177;24.1278726
71000.0;1;12;5231.6;1983;30;72.7;7;3;2.0;2020;0;1;0;0;56.9520388;24.1803488
49000.0;1;12;5275.6;1979;30;56.3;7;2;11.0;2020;0;1;0;0;56.960034;24.2001729
36500.0;1;5;3368.6;1961;40;43.1;5;2;3.0;2020;0;1;0;0;56.9467728;24.0646742
109000.0;1;10;8754.0;2007;0;79.8;5;2;5.0;2020;0;1;0;0;56.9534596;24.19075
51000.0;1;10;12264.7;1984;20;50.3;9;2;2.0;2020;0;1;0;0;56.9364739;24.2055588
63000.0;1;10;7356.1;1978;25;63.5;11;3;2.0;2020;0;1;0;0;56.9652507;24.0544682
29000.0;1;5;7829.9;1968;30;49.9;8;2;3.0;2020;0;1;0;0;56.9095542;24.1845965
25000.0;1;5;4303.7;1986;15;39.1;6;1;4.0;2020;0;1;0;0;56.9419054;24.2168113
59347.24;1;6;5311.9;1984;29;66.9;8;3;2.0;2020;0;1;0;0;56.9698258;24.1846081
64000.0;1;9;9903.3;1985;30;64.3;9;3;6.0;2020;0;1;0;0;56.9341171;24.2076653
30500.0;1;5;5036.1;1969;20;48.6;7;2;5.0;2020;0;1;0;0;56.9711704;24.0625432
25100.0;1;5;4127.4;1988;10;33.9;5;1;5.0;2020;0;0;1;0;56.9683991;24.1723552
62000.0;1;13;4518.7;1978;25;81.0;9;3;6.0;2020;0;1;0;0;57.0379687;24.03059
30000.0;1;10;7400.8;1977;31;32.7;7;1;7.0;2020;0;1;0;0;56.9573249;23.9984339
68000.0;2;2;1053.8;1939;30;61.6;5;2;2.0;2020;0;1;0;0;56.9353631;24.0636102
17000.0;1;5;7093.0;1968;30;29.8;5;1;3.0;2020;0;1;0;0;56.9006606;24.2134584
39900.0;1;4;2096.8;1961;40;39.1;5;2;2.0;2020;0;1;0;0;56.9119746;24.1923233
12240.02;1;10;6714.6;1974;31;67.6;9;3;1.0;2020;0;0;1;0;56.9619475;24.0029791
25500.0;3;4;1646.3;1963;15;30.5;4;1;2.0;2020;0;1;0;0;56.9768632;24.141522
24000.0;1;5;7146.1;1967;30;30.0;6;1;3.0;2020;0;1;0;0;56.9185635;24.1823837
38500.0;1;5;4786.7;1964;36;49.1;7;2;5.0;2020;0;1;0;0;56.9119843;24.1756587
27900.0;1;6;4862.5;1984;20;34.0;5;1;3.0;2020;0;1;0;0;56.9133148;24.1847205
107000.0;2;6;5561.8;2006;0;96.0;9;3;4.0;2020;0;1;0;0;56.912843;24.1197164
30000.0;1;9;3436.9;1989;10;40.0;6;1;3.0;2020;0;1;0;0;56.940636;24.2124231
19000.0;1;12;5679.5;1979;30;50.1;5;1;5.0;2020;0;1;0;0;56.9597361;24.1973055
37000.0;1;5;3576.1;1969;25;36.2;5;2;1.0;2020;0;1;0;0;56.9621551;24.1804967
25000.0;1;10;3527.4;1985;20;40.3;5;1;7.0;2020;0;1;0;0;56.9324756;24.2078262
3130.32;1;2;274.5;1850;50;20.0;2;1;2.0;2012;0;1;0;0;57.0284339;24.1151006
54000.0;1;12;4355.6;1980;15;47.6;7;2;5.0;2020;0;1;0;0;56.9931996;24.1936803
50900.0;1;10;3836.1;1966;30;48.3;8;2;1.0;2020;0;1;0;0;56.9886783;24.2410936
50000.0;1;10;14336.5;1981;10;62.1;9;3;7.0;2020;0;1;0;0;56.9351415;24.1980297
42000.0;1;5;2998.7;1974;20;46.1;6;2;3.0;2020;0;1;0;0;56.9439815;24.0913265
12000.0;1;5;2810.9;1961;45;30.1;6;1;2.0;2020;0;1;0;0;56.988216;24.227681
46000.0;1;5;7302.6;1966;30;62.0;8;3;3.0;2020;0;1;0;0;56.9166242;24.1754178
23600.0;1;10;6511.4;1977;31;36.7;7;1;2.0;2020;0;0;1;0;56.9589332;23.9979381
43000.0;1;5;7204.9;1968;35;60.1;8;3;3.0;2020;0;1;0;0;56.9152523;24.1674509
39300.0;1;6;4815.9;1980;15;35.4;2;1;2.0;2020;0;1;0;0;56.9273527;24.0916257
53770.0;1;5;18366.9;2007;3;56.6;5;2;2.0;2020;0;1;0;0;56.9562778;24.2433428
76840.0;1;5;18366.9;2007;3;90.4;7;4;2.0;2020;0;1;0;0;56.9562778;24.2433428
37000.0;1;5;3830.6;1974;20;66.1;10;3;1.0;2020;0;1;0;0;56.963225;24.0184086
31000.0;1;5;3597.9;1963;30;42.1;5;2;5.0;2020;0;1;0;0;56.9136577;24.1873754
22400.0;1;5;5392.2;1968;30;37.4;6;2;5.0;2020;0;1;0;0;56.9002574;24.213113
13000.0;1;5;3833.9;1965;35;49.3;6;2;3.0;2020;0;1;0;0;56.9109116;24.1752766
76400.0;1;8;10785.3;1978;10;86.4;11;4;3.0;2020;0;1;0;0;56.9651315;24.1437898
7000.0;1;5;5062.4;1975;30;53.9;8;3;1.0;2020;0;1;0;0;57.0411829;24.0268437
61000.0;1;9;4885.5;1979;40;78.9;12;4;2.0;2020;0;1;0;0;56.9671508;24.2334526
11700.0;1;5;6015.9;1980;40;18.5;1;1;2.0;2020;0;1;0;0;56.9695959;24.0691233
39500.0;1;5;3534.8;1973;30;45.2;7;2;5.0;2020;0;1;0;0;56.9607668;24.1905475
37000.0;1;9;7257.3;1987;10;50.4;8;2;1.0;2020;0;1;0;0;56.9426959;24.2234328
39000.0;1;9;2465.0;1982;15;48.9;7;2;3.0;2020;0;1;0;0;56.9313825;24.1658673
49000.0;1;10;7323.4;1986;10;63.2;10;3;1.0;2020;0;1;0;0;56.9424427;24.2169851
40000.0;1;5;5413.7;1966;35;45.5;6;2;2.0;2020;0;1;0;0;56.9169432;24.1816928
11885.0;1;10;4985.3;1980;30;31.8;7;1;8.0;2020;0;1;0;0;56.9639494;24.2350927
11000.0;1;5;4099.3;1970;25;25.4;4;1;4.0;2020;0;1;0;0;56.9698411;24.0677861
5900.0;1;5;6015.9;1980;40;17.8;1;1;1.0;2020;0;1;0;0;56.9695959;24.0691233
4100.0;1;5;6015.9;1980;40;14.0;1;1;1.0;2020;0;1;0;0;56.9695959;24.0691233
23500.0;1;5;7116.7;1969;30;61.4;8;3;2.0;2020;0;1;0;0;56.8988729;24.2135902
80000.0;1;9;8434.7;2007;10;67.6;5;2;4.0;2020;0;1;0;0;56.9409936;24.2201132
114000.0;2;5;3735.9;2005;0;89.1;10;4;2.0;2020;0;1;0;0;56.983814;24.1634656
23000.0;1;5;6011.5;1974;20;61.4;8;3;5.0;2020;0;1;0;0;56.9678864;24.0103435
53000.0;1;9;12327.6;1987;42;51.4;5;2;7.0;2020;0;1;0;0;56.9421171;24.2204162
4000.0;1;4;3034.2;1964;30;42.8;7;2;3.0;2020;0;1;0;0;56.9655371;24.1895219
58000.0;1;10;9888.3;1990;10;62.6;10;3;5.0;2020;0;1;0;0;56.9005863;24.0969427
3900.0;2;2;240.1;1910;60;75.4;7;3;1.0;2020;0;1;0;0;57.0321523;24.0353336
6600.0;1;5;6015.9;1980;40;18.8;1;1;1.0;2020;0;1;0;0;56.9695959;24.0691233
50180.0;1;5;4070.1;1975;30;50.6;7;2;5.0;2020;0;1;0;0;56.9565296;24.0042133
7500.0;1;5;6015.9;1980;40;17.5;1;1;5.0;2020;0;1;0;0;56.9695959;24.0691233
12000.0;1;5;4184.7;1992;0;39.2;6;1;2.0;2020;0;1;0;0;56.922972;24.0930772
154000.0;1;6;1999.5;1910;25;103.6;5;3;6.0;2020;0;1;0;0;56.958477;24.122692
53000.0;1;10;4944.8;1990;5;63.6;10;3;1.0;2020;0;1;0;0;56.900171;24.0997547
29500.0;1;5;4757.5;1965;30;49.0;7;2;5.0;2020;0;1;0;0;56.9077822;24.178216
51715.0;1;5;3221.4;1980;25;61.9;9;3;2.0;2020;0;1;0;0;57.0342137;24.0920917
30000.0;1;9;3664.2;1980;25;45.3;7;1;3.0;2020;0;1;0;0;56.953929;24.1781916
20199.0;1;5;5273.9;1973;30;29.8;4;1;5.0;2020;0;1;0;0;57.0412143;24.0298378
62000.0;1;10;12264.7;1984;20;63.4;9;3;2.0;2020;0;1;0;0;56.9364739;24.2055588
16500.0;8;3;1347.9;1921;60;27.6;2;1;1.0;2020;0;1;0;0;56.9801924;24.0846097
36875.0;1;5;3651.9;1966;30;62.3;8;3;5.0;2020;0;1;0;0;56.9151787;24.170898
123000.0;1;7;4512.6;2013;0;81.3;7;3;3.0;2020;0;1;0;0;56.9649527;24.0155743
44000.0;1;5;3561.6;1973;33;60.1;8;3;3.0;2020;0;1;0;0;56.9567225;24.1722413
40000.0;1;5;4090.5;1973;20;70.7;9;3;5.0;2020;0;1;0;0;56.962034;24.0090671
55000.0;1;5;2529.9;1968;30;47.9;7;2;4.0;2020;0;1;0;0;56.9489694;24.0475276
6300.0;8;3;1347.9;1921;60;27.6;2;1;1.0;2020;0;0;1;0;56.9801924;24.0846097
58640.0;1;9;9237.0;1985;29;58.0;9;2;4.0;2020;0;1;0;0;56.9471672;24.1881072
20000.0;1;5;4237.1;1985;10;43.0;6;1;5.0;2020;0;1;0;0;56.9393987;24.2107408
24000.0;1;5;3185.2;1978;20;50.6;8;2;5.0;2020;0;1;0;0;56.9735609;24.2267066
69000.0;1;6;9304.6;1995;24;66.9;8;3;1.0;2020;0;1;0;0;56.9395099;24.0343924
