Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema
54780.56;105.1;1;5;4980.7;2006;30.0;58.8;6;2;56.666389;22.493611;5.0;2007;1;0;0;0
62100.0;163.04;1;5;3564.9;2003;0.0;75.2;9;3;56.68;22.568333;1.0;2024;0;0;1;0
37000.0;61.14;1;4;2494.8;1980;27.0;53.6;7;2;57.246667;22.588611;3.0;2024;0;0;1;0
4925.0;35.28;4;2;348.4;1924;50.0;20.7;2;1;56.966667;23.153333;1.0;2024;1;0;0;0
21500.0;75.5;1;5;3085.4;1986;5.0;32.8;5;1;56.966667;23.153333;1.0;2024;0;0;1;0
34000.0;14.64;1;4;2315.1;1964;50.0;39.5;5;2;56.968611;21.971667;1.0;2024;0;0;1;0
17000.0;16.49;1;6;4003.7;1982;20.0;46.3;6;2;56.968611;21.971667;4.0;2024;1;0;0;0
10000.0;16.06;1;3;822.5;1971;30.0;26.1;4;1;56.968611;21.971667;3.0;2024;0;0;1;0
8500.0;62.75;2;2;461.0;1907;50.0;27.5;2;1;56.966667;23.153333;1.0;2024;0;0;1;0
1280.58;101.64;1;2;251.8;1870;60.0;24.1;5;1;56.968611;21.971667;2.0;2013;0;1;0;0
25000.0;73.13;1;5;5207.4;1985;31.0;52.1;7;2;56.68;22.568333;5.0;2024;0;0;1;0
26000.0;37.31;1;5;2538.9;1970;30.0;46.9;5;2;57.246667;22.588611;4.0;2020;1;0;0;0
40000.0;42.51;1;4;4657.9;1966;20.0;41.4;6;2;56.966667;23.153333;2.0;2024;0;0;1;0
21300.0;160.23;3;3;866.3;1968;30.0;46.1;6;2;56.535;21.166111;1.0;2024;0;0;1;0
37000.0;16.59;1;5;4151.5;1980;32.0;52.2;7;2;56.968611;21.971667;3.0;2024;0;0;1;0
49000.0;72.62;1;5;3759.8;1984;10.0;53.5;7;2;56.535;21.166111;3.0;2024;0;0;1;0
18000.0;81.62;1;5;3001.3;1978;20.0;45.7;6;2;56.68;22.568333;3.0;2024;0;0;1;0
4042.0;86.71;2;2;461.0;1907;50.0;38.0;3;2;56.966667;23.153333;1.0;2024;0;0;1;0
5000.0;44.87;1;4;4657.9;1966;20.0;43.5;6;2;56.966667;23.153333;4.0;2024;0;0;1;0
29000.0;124.64;2;2;319.3;1952;50.0;60.9;5;2;57.246667;22.588611;2.0;2024;1;0;0;0
46000.0;17.46;1;5;2367.2;1998;10.0;46.4;5;2;56.968611;21.971667;4.0;2024;0;0;1;0
15000.0;81.8;1;5;3001.3;1978;20.0;45.8;6;2;56.68;22.568333;4.0;2024;0;0;1;0
9000.0;334.89;2;2;486.2;1890;60.0;49.6;4;2;56.968611;21.971667;2.0;2024;0;0;1;0
7500.0;300.86;3;2;202.5;1886;55.0;45.9;7;3;56.966667;23.153333;1.0;2024;0;0;1;0
17500.0;214.48;4;3;718.4;1954;30.0;44.7;5;2;56.968611;21.971667;1.0;2024;0;0;1;0
50000.0;93.33;1;6;5213.5;2008;10.0;89.9;3;1;56.68;22.568333;6.0;2024;0;0;1;0
