Darījuma summa, EUR;Prognozētā summa;Relatīvā kļūda
1000.0;19999.998;18.999998046875
7950.0;33475.0;3.210691823899371
14000.0;52200.004;2.728571707589286
15000.0;53499.996;2.56666640625
2930.0;8414.999;1.8720133185793515
5000.0;13499.999;1.6999998046875
1000.0;2500.0012;1.500001220703125
10000.0;24000.0;1.4
21000.0;48999.996;1.3333331473214285
6000.0;12299.999;1.0499998372395833
16215.0;33107.504;1.0417825412426764
7500.0;14999.999;0.9999998697916667
33000.0;64500.0;0.9545454545454546
48000.0;90499.99;0.88541650390625
4000.0;7500.0;0.875
50000.0;92500.01;0.85000015625
14670.0;26835.002;0.8292434869205862
20000.0;36499.996;0.8249998046875
17000.0;31000.0;0.8235294117647058
35600.0;64735.004;0.818398986130618
21700.0;39200.0;0.8064516129032258
7800.0;13900.001;0.7820514072516026
8900.0;15700.0;0.7640449438202247
21000.0;36500.004;0.7380954241071429
20000.0;34500.0;0.725
8600.0;14800.0;0.7209302325581395
20500.0;35249.996;0.7195120045731708
1092.0;1845.9982;0.6904745136861836
41500.0;68314.99;0.6461443900602409
30000.0;49000.0;0.6333333333333333
13500.0;21749.996;0.6111108217592592
6500.0;10250.0;0.5769230769230769
22000.0;34499.996;0.568181640625
36935.0;56477.504;0.5291052905441993
13000.0;19749.998;0.5192306189903846
5000.0;7500.0;0.5
39000.0;19999.998;0.4871795372596154
3950.0;5775.0005;0.46202544007120255
18500.0;26750.002;0.4459460515202703
66200.0;95599.99;0.44410864331571
40000.0;57589.996;0.43974990234375
16000.0;23000.002;0.4375001220703125
11500.0;16500.0;0.43478260869565216
59000.0;33475.0;0.4326271186440678
5500.0;7866.667;0.4303030894886364
90400.0;52200.004;0.4225663284706858
92000.0;53499.996;0.41847830332880437
34000.0;48000.004;0.41176482077205884
8000.0;11277.499;0.4096873779296875
4000.0;5600.0;0.4
105000.0;147000.0;0.4
7800.0;10900.0;0.3974358974358974
13900.0;8414.999;0.39460438680305754
13000.0;18100.0;0.3923076923076923
9000.0;12500.001;0.3888889973958333
22000.0;13499.999;0.3863636807528409
4000.0;5500.0015;0.3750003662109375
4000.0;2500.0012;0.37499969482421874
38000.0;24000.0;0.3684210526315789
15000.0;20499.998;0.36666653645833336
77000.0;48999.996;0.3636364143668831
3500.0;4749.9995;0.3571427176339286
5480.0;7389.998;0.34853978957572995
33500.0;45000.004;0.34328369869402986
18600.0;12299.999;0.33870972992271503
50000.0;33107.504;0.337849921875
22500.0;14999.999;0.33333337673611113
12000.0;16000.0;0.3333333333333333
33000.0;43999.996;0.3333332149621212
4200.0;5599.998;0.33333286830357145
9000.0;11999.5;0.3332777777777778
96000.0;64500.0;0.328125
17000.0;22500.002;0.32352952665441176
133000.0;90499.99;0.31954893092105263
11000.0;7500.0;0.3181818181818182
12000.0;15800.001;0.316666748046875
30000.0;39500.0;0.31666666666666665
135000.0;92500.01;0.31481475694444444
39000.0;26835.002;0.3119230268429487
53000.0;36499.996;0.31132082841981135
45000.0;31000.0;0.3111111111111111
93870.0;64735.004;0.31037601037338874
56700.0;39200.0;0.30864197530864196
20000.0;13900.001;0.304999951171875
22500.0;15700.0;0.3022222222222222
52000.0;36500.004;0.2980768479567308
49000.0;34500.0;0.29591836734693877
21000.0;14800.0;0.29523809523809524
50000.0;35249.996;0.295000078125
12000.0;15500.0;0.2916666666666667
2600.0;1845.9982;0.2900007042518029
42000.0;54000.0;0.2857142857142857
11500.0;14750.001;0.2826087805706522
95130.0;68314.99;0.28187751300851466
68000.0;49000.0;0.27941176470588236
10200.0;13049.998;0.2794115732230392
30000.0;21749.996;0.27500013020833336
15500.0;19699.998;0.27096761592741936
6500.0;8250.0;0.2692307692307692
26000.0;32974.996;0.2682690805288461
14000.0;10250.0;0.26785714285714285
47000.0;34499.996;0.26595752992021277
16000.0;20249.998;0.2656248779296875
8500.0;10700.0;0.25882352941176473
76020.0;56477.504;0.2570704563766114
25000.0;31375.002;0.255000078125
26500.0;19749.998;0.25471705483490564
10000.0;7500.0;0.25
20000.0;24999.998;0.24999990234375
5500.0;6866.6675;0.24848499644886363
53000.0;65999.99;0.24528287146226416
9400.0;11700.001;0.24468095495345746
14810.0;18404.998;0.2427412590732613
7600.0;5775.0005;0.2401315146998355
35000.0;26750.002;0.23571422991071428
125000.0;95599.99;0.2352000625
75180.0;57589.996;0.23397185296953976
30000.0;23000.002;0.23333326822916667
45700.0;56349.996;0.2330414900164114
21500.0;16500.0;0.23255813953488372
27000.0;33250.0;0.23148148148148148
62000.0;48000.004;0.22580638860887098
14555.0;11277.499;0.22518041748969425
189000.0;147000.0;0.2222222222222222
7200.0;5600.0;0.2222222222222222
14000.0;10900.0;0.22142857142857142
23200.0;18100.0;0.21982758620689655
16000.0;12500.001;0.21874993896484374
45000.0;54750.0;0.21666666666666667
7000.0;5500.0015;0.21428550502232144
40000.0;48500.0;0.2125
26000.0;20499.998;0.21153853665865385
6000.0;4749.9995;0.20833341471354166
12000.0;14500.001;0.20833341471354166
47000.0;56749.996;0.20744672539893616
9300.0;7389.998;0.20537655409946237
56500.0;45000.004;0.2035397538716814
16000.0;19250.002;0.2031251220703125
7000.0;5599.998;0.20000027901785714
55000.0;43999.996;0.20000007102272727
20000.0;16000.0;0.2
14999.0;11999.5;0.19997999866657779
10750.0;12875.0;0.19767441860465115
28000.0;22500.002;0.19642850167410714
45000.0;53750.0;0.19444444444444445
49000.0;39500.0;0.19387755102040816
19600.0;15800.001;0.1938775011957908
44000.0;52500.004;0.19318190696022727
13000.0;15499.999;0.1923076171875
45000.0;53499.996;0.18888880208333333
30500.0;36250.004;0.18852471823770492
24000.0;28499.998;0.18749991861979168
81550.0;96694.99;0.18571418991416308
19000.0;15500.0;0.18421052631578946
22000.0;26000.002;0.18181827059659092
66000.0;54000.0;0.18181818181818182
9550.0;11275.0;0.1806282722513089
18000.0;14750.001;0.18055550130208334
50000.0;58975.004;0.179500078125
15900.0;13049.998;0.17924540585691823
17300.0;20399.998;0.17919063854768785
1126.0;1326.4996;0.17806361792989564
29500.0;34750.004;0.17796623411016949
23900.0;19699.998;0.17573229929393305
10000.0;8250.0;0.175
39950.0;32974.996;0.17459333933041302
24500.0;20249.998;0.1734694674744898
119070.0;139534.98;0.17187355652137398
108000.0;126499.99;0.17129622395833333
19000.0;22250.0;0.17105263157894737
7080.0;8289.999;0.17090381686970338
12900.0;10700.0;0.17054263565891473
8950.0;10474.999;0.17039095233938548
37750.0;31375.002;0.16887412044701985
72618.0;84808.99;0.16787837984384038
15000.0;17500.002;0.166666796875
30000.0;24999.998;0.16666673177083333
42200.0;49200.0;0.16587677725118483
79000.0;65999.99;0.16455706091772151
14000.0;11700.001;0.16428564453125
22000.0;18404.998;0.1634091796875
20000.0;23249.998;0.16249990234375
34000.0;39499.996;0.16176459099264706
