Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema
11000.0;27.53;1;9;7132.0;1990;10;32.5;5;1;55.875;26.535556;6.0;2020;0;0;0;1
6000.0;65.4;1;5;4918.1;1985;10;45.0;7;2;55.875;26.535556;4.0;2020;0;0;0;1
4600.0;32.15;1;5;8473.0;1989;10;33.4;5;1;55.875;26.535556;5.0;2020;0;0;0;1
8500.0;21.52;1;5;5857.0;1980;30;47.0;7;2;55.875;26.535556;5.0;2020;0;0;0;1
3200.0;18.35;1;5;3500.9;1962;40;27.5;4;1;55.875;26.535556;4.0;2020;0;0;0;1
5000.0;42.68;1;5;2642.3;1981;30;36.8;6;2;55.875;26.535556;3.0;2020;0;0;0;1
10000.0;72.32;1;10;3652.3;1991;10;74.8;9;3;55.875;26.535556;3.0;2020;0;0;0;1
7000.0;72.35;1;5;3329.4;1975;30;62.3;8;3;55.875;26.535556;5.0;2020;0;0;0;1
6500.0;27.94;1;5;2972.5;1991;25;52.4;7;2;55.875;26.535556;1.0;2020;0;0;0;1
4000.0;33.34;1;5;3591.8;1990;10;29.7;5;1;55.875;26.535556;5.0;2020;0;0;0;1
6400.0;31.92;1;5;4595.9;1967;40;44.0;8;2;55.875;26.535556;2.0;2019;0;1;0;0
7500.0;58.64;1;5;3503.6;1988;30;59.5;8;3;55.875;26.535556;2.0;2020;0;0;0;1
11000.0;44.05;1;5;2459.8;1967;40;36.3;6;2;55.875;26.535556;1.0;2020;0;0;0;1
19000.0;77.78;1;5;4934.3;1988;10;60.0;8;3;55.875;26.535556;5.0;2020;0;0;0;1
14800.0;187.03;1;2;586.0;1950;40;48.6;5;2;55.875;26.535556;1.0;2019;0;0;0;1
3900.0;41.51;1;9;7132.0;1990;10;49.0;7;2;55.875;26.535556;3.0;2020;0;0;0;1
7000.0;46.9;1;5;3450.6;1963;40;41.6;7;2;55.875;26.535556;2.0;2020;0;0;0;1
6600.0;44.09;1;5;6188.8;1991;10;44.3;6;2;55.875;26.535556;1.0;2020;0;0;0;1
5000.0;67.76;1;5;3476.6;1975;35;42.8;5;2;55.875;26.535556;1.0;2020;0;0;0;1
6000.0;64.68;1;5;4918.1;1985;10;46.5;7;2;55.875;26.535556;3.0;2020;0;0;0;1
11700.0;76.27;1;9;2297.8;1980;30;63.7;9;3;55.875;26.535556;8.0;2020;0;0;0;1
24900.0;55.01;1;4;4125.4;1959;50;88.7;8;3;55.875;26.535556;1.0;2020;0;0;0;1
30000.0;70.65;1;5;5502.5;1992;10;66.4;7;3;55.875;26.535556;1.0;2020;0;0;0;1
4000.0;479.74;3;1;127.8;1900;55;64.2;7;4;55.875;26.535556;1.0;2020;0;0;0;1
4900.0;43.41;1;9;3753.6;1983;25;42.8;5;1;55.875;26.535556;3.0;2020;0;0;0;1
6000.0;19.26;1;5;3324.7;1989;10;37.2;5;2;55.875;26.535556;1.0;2020;0;0;0;1
4029.0;44.03;1;9;3728.5;1967;45;48.4;5;2;55.875;26.535556;9.0;2020;0;0;0;1
20000.0;95.25;1;2;321.8;1951;40;51.4;6;2;55.875;26.535556;1.0;2020;0;0;0;1
5900.0;47.14;1;5;2632.3;1968;40;41.2;5;2;55.875;26.535556;2.0;2020;0;0;0;1
5170.0;40.09;1;5;3368.0;1975;30;38.8;6;2;55.875;26.535556;4.0;2020;0;0;0;1
25000.0;63.4;1;5;4008.9;1989;10;65.5;8;3;55.875;26.535556;4.0;2020;0;0;0;1
4200.0;30.33;2;5;2850.1;1986;10;30.8;4;1;55.875;26.535556;3.0;2020;0;0;0;1
9500.0;56.6;1;5;2274.8;1961;40;42.5;5;2;55.875;26.535556;3.0;2020;0;0;0;1
5000.0;48.85;1;9;3900.1;1981;35;54.5;7;2;55.875;26.535556;4.0;2020;0;0;0;1
20000.0;47.55;1;5;5275.4;1980;30;44.5;7;2;55.875;26.535556;2.0;2020;0;0;0;1
4650.0;44.88;1;5;8367.7;1975;30;34.5;4;1;55.875;26.535556;2.0;2020;0;0;0;1
12000.0;22.68;1;5;5857.0;1980;30;49.5;7;2;55.875;26.535556;2.0;2020;0;0;0;1
8537.23;67.28;1;5;3223.9;1972;30;65.2;7;3;55.875;26.535556;1.0;2011;0;0;1;0
8000.0;20.9;1;5;3323.2;1990;10;36.9;5;2;55.875;26.535556;1.0;2020;0;0;0;1
15000.0;80.96;1;5;4362.7;1991;10;53.3;5;2;55.875;26.535556;1.0;2020;0;0;0;1
3500.0;25.84;1;5;2802.1;1965;30;28.7;4;1;55.875;26.535556;1.0;2020;0;0;0;1
3000.0;35.52;1;5;2687.4;1965;25;26.7;4;1;55.875;26.535556;1.0;2020;0;0;0;1
6000.0;121.75;1;2;330.0;1957;50;44.4;6;2;55.875;26.535556;1.0;2019;0;1;0;0
25000.0;58.09;1;5;6382.2;1980;20;54.1;7;2;55.875;26.535556;2.0;2020;0;0;0;1
10000.0;28.44;1;9;2584.4;1972;45;49.6;8;2;55.875;26.535556;9.0;2019;0;0;0;1
15000.0;32.68;1;5;2850.8;1960;50;44.0;7;2;55.875;26.535556;4.0;2020;0;0;0;1
9600.0;33.17;1;5;7188.6;1992;20;33.1;5;1;55.875;26.535556;1.0;2020;0;0;0;1
8700.0;40.02;1;5;3368.0;1975;30;38.6;6;2;55.875;26.535556;4.0;2020;0;0;0;1
4000.0;62.94;1;5;3251.0;1973;40;59.8;7;3;55.875;26.535556;5.0;2020;0;0;0;1
3500.0;13.78;1;5;4114.5;1989;20;28.4;5;1;55.875;26.535556;1.0;2020;0;0;0;1
5000.0;49.71;1;5;3443.9;1964;40;42.8;7;2;55.875;26.535556;4.0;2020;0;0;0;1
4500.0;54.33;1;5;6439.4;1966;40;46.3;6;2;55.875;26.535556;1.0;2020;0;0;0;1
3100.0;48.2;1;5;6595.5;1987;10;28.3;4;1;55.875;26.535556;1.0;2020;0;0;0;1
13000.0;47.57;1;5;4646.2;1963;40;41.6;5;1;55.875;26.535556;5.0;2020;0;0;0;1
15700.0;68.95;1;5;5010.3;1987;10;46.8;4;2;55.875;26.535556;5.0;2020;0;0;0;1
2000.0;28.01;1;5;5567.9;1977;30;34.5;4;2;55.875;26.535556;4.0;2020;0;0;0;1
24000.0;31.88;1;9;4975.1;1977;54;51.6;7;2;55.875;26.535556;4.0;2020;0;0;0;1
2500.0;37.36;1;5;3447.0;1964;30;30.1;5;1;55.875;26.535556;1.0;2020;1;0;0;0
2400.0;45.84;1;2;343.3;1900;50;26.9;4;1;55.875;26.535556;1.0;2019;1;0;0;0
4950.0;37.98;1;5;5483.6;1971;40;49.3;7;2;55.875;26.535556;2.0;2020;0;0;0;1
10000.0;135.41;1;3;719.5;1959;40;42.1;5;2;55.875;26.535556;2.0;2020;0;0;0;1
8000.0;45.9;1;5;5384.4;1970;30;52.2;7;2;55.875;26.535556;5.0;2020;1;0;0;0
2500.0;36.92;1;5;6382.2;1980;20;33.3;5;1;55.875;26.535556;2.0;2020;1;0;0;0
4650.0;37.79;1;5;3067.9;1990;25;34.0;5;1;55.875;26.535556;5.0;2020;0;0;0;1
3000.0;27.82;1;5;2464.4;1981;40;37.6;6;2;55.875;26.535556;4.0;2020;1;0;0;0
11000.0;56.52;1;5;6439.4;1966;40;50.0;7;2;55.875;26.535556;4.0;2020;0;0;0;1
8174.0;32.99;1;9;3495.3;1990;35;72.0;10;3;55.875;26.535556;5.0;2020;0;0;0;1
21000.0;75.31;2;5;4706.0;1988;20;53.9;7;2;55.875;26.535556;4.0;2020;1;0;0;0
15000.0;50.94;1;5;3475.6;1961;40;41.1;5;2;55.875;26.535556;1.0;2020;1;0;0;0
3700.0;41.19;1;5;3541.4;1962;40;30.2;5;1;55.875;26.535556;3.0;2020;1;0;0;0
7300.0;24.56;1;5;1951.2;1962;40;52.7;10;3;55.875;26.535556;2.0;2020;0;0;0;1
5700.0;26.96;1;5;4966.1;1974;30;42.1;6;2;55.875;26.535556;1.0;2020;0;0;0;1
4700.0;57.93;1;5;5452.3;1979;30;33.5;4;1;55.875;26.535556;2.0;2020;1;0;0;0
3000.0;29.45;1;9;3902.6;1969;30;27.3;5;1;55.875;26.535556;4.0;2020;0;0;0;1
5000.0;30.8;1;5;3406.3;1962;30;29.4;5;1;55.875;26.535556;4.0;2020;1;0;0;0
4000.0;32.27;1;9;4975.1;1977;54;52.3;7;2;55.875;26.535556;2.0;2020;1;0;0;0
5000.0;31.06;1;5;3386.2;1990;10;39.5;6;2;55.875;26.535556;4.0;2020;1;0;0;0
4500.0;73.21;1;5;3461.9;1965;40;42.9;7;2;55.875;26.535556;4.0;2020;1;0;0;0
5000.0;29.7;1;5;3367.8;1970;30;26.0;4;1;55.875;26.535556;1.0;2020;1;0;0;0
6400.0;33.43;1;5;3380.5;1975;30;36.6;5;2;55.875;26.535556;1.0;2020;0;0;0;1
3550.0;275.59;1;2;566.8;1962;40;37.9;5;2;55.875;26.535556;1.0;2019;0;1;0;0
5500.0;50.81;1;5;4008.9;1989;10;54.0;7;2;55.875;26.535556;4.0;2020;1;0;0;0
1000.0;19.11;1;5;6741.7;1990;10;46.2;6;2;55.875;26.535556;3.0;2020;1;0;0;0
20500.0;53.1;1;5;3319.2;1975;30;60.5;7;3;55.875;26.535556;1.0;2020;1;0;0;0
9800.0;43.31;1;5;4918.1;1985;10;29.8;5;1;55.875;26.535556;4.0;2020;1;0;0;0
3500.0;28.28;1;5;3409.1;1975;30;30.6;5;1;55.875;26.535556;4.0;2020;1;0;0;0
3000.0;19.2;1;5;2603.7;1965;40;29.7;4;1;55.875;26.535556;1.0;2020;0;0;0;1
5000.0;18.05;1;9;3351.7;1987;10;38.2;5;1;55.875;26.535556;6.0;2020;1;0;0;0
7000.0;47.79;1;5;2793.3;1964;30;44.3;7;2;55.875;26.535556;4.0;2020;1;0;0;0
8000.0;52.71;1;5;3630.7;1991;15;59.3;7;3;55.875;26.535556;1.0;2020;1;0;0;0
1500.0;14.52;1;5;4646.2;1963;40;12.7;4;1;55.875;26.535556;4.0;2020;1;0;0;0
5000.0;31.93;1;5;2459.8;1967;40;26.2;4;1;55.875;26.535556;2.0;2020;1;0;0;0
15000.0;39.49;1;5;2724.1;1964;40;45.2;6;2;55.875;26.535556;1.0;2020;1;0;0;0
12000.0;69.75;1;5;8367.7;1975;30;53.8;7;2;55.875;26.535556;4.0;2020;1;0;0;0
16800.0;58.86;2;3;764.8;1978;30;54.8;6;2;55.875;26.535556;3.0;2020;1;0;0;0
18500.0;93.51;1;5;3890.7;1978;20;65.2;8;3;55.875;26.535556;2.0;2020;1;0;0;0
7000.0;56.44;1;5;5010.3;1987;10;39.0;6;2;55.875;26.535556;5.0;2020;1;0;0;0
4000.0;26.48;1;5;2802.1;1965;30;29.5;4;1;55.875;26.535556;2.0;2020;1;0;0;0
9000.0;55.7;1;5;3185.2;1966;40;47.3;7;2;55.875;26.535556;4.0;2020;1;0;0;0
25000.0;44.37;1;5;7878.3;1989;30;53.2;7;2;55.875;26.535556;3.0;2020;1;0;0;0
5500.0;58.43;1;5;2236.0;1986;10;38.5;4;1;55.875;26.535556;5.0;2020;1;0;0;0
6000.0;28.9;1;5;1908.2;1963;45;29.2;4;1;55.875;26.535556;3.0;2020;1;0;0;0
9000.0;37.64;1;4;3149.0;1960;40;42.7;5;2;55.875;26.535556;1.0;2020;1;0;0;0
8600.0;22.25;1;5;2393.4;1964;50;40.0;6;2;55.875;26.535556;2.0;2020;1;0;0;0
19000.0;60.43;1;5;8367.7;1975;30;46.5;6;2;55.875;26.535556;4.0;2020;1;0;0;0
8000.0;47.79;1;5;2793.3;1964;30;44.3;7;2;55.875;26.535556;4.0;2020;1;0;0;0
10764.69;22.1;1;5;3450.3;1960;45;43.2;5;2;55.875;26.535556;3.0;2020;1;0;0;0
1500.0;683.11;1;1;281.7;1912;60;42.8;5;2;55.875;26.535556;1.0;2020;1;0;0;0
10000.0;29.78;1;9;3683.3;1969;35;45.5;7;2;55.875;26.535556;5.0;2020;1;0;0;0
15000.0;38.23;1;5;2663.5;1974;35;37.3;6;2;55.875;26.535556;2.0;2020;1;0;0;0
7200.0;69.8;1;5;8367.7;1975;30;53.8;7;2;55.875;26.535556;5.0;2020;1;0;0;0
2650.0;34.37;4;3;981.1;1887;45;50.1;6;2;55.875;26.535556;2.0;2020;1;0;0;0
10500.0;37.24;1;5;3304.4;1983;20;36.8;7;2;55.875;26.535556;4.0;2020;1;0;0;0
21000.0;42.94;1;5;3509.9;1983;20;44.8;7;2;55.875;26.535556;4.0;2020;1;0;0;0
8500.0;24.74;1;5;2507.5;1989;10;29.5;4;1;55.875;26.535556;1.0;2020;1;0;0;0
10000.0;47.13;1;5;2465.4;1991;10;45.7;7;2;55.875;26.535556;5.0;2020;1;0;0;0
16000.0;34.65;1;9;4978.7;1980;20;50.9;7;2;55.875;26.535556;2.0;2020;1;0;0;0
8500.0;19.22;1;9;3351.7;1987;10;37.5;5;1;55.875;26.535556;7.0;2020;1;0;0;0
