Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema;Platums;Garums
101500.0;21.23;1;6;1410.6;2021;0.0;48.3;4;2;2.0;2024;0;0;0;1;56.9400257;24.1259419
123500.0;44.35;3;6;1456.4;1927;40.0;106.7;9;3;3.0;2024;0;0;0;1;56.9562518;24.1288073
24000.0;240.34;3;2;318.8;1900;50.0;58.6;7;3;2.0;2024;0;0;0;1;57.0278286;24.1136236
16000.0;55.08;2;2;801.6;1910;50.0;30.7;3;1;2.0;2024;1;0;0;0;56.9385698;24.0760983
54900.0;45.28;1;12;5400.2;1986;19.0;72.2;8;3;1.0;2024;1;0;0;0;56.946599;24.1919208
20000.0;55.44;1;5;6519.5;1981;29.0;38.1;8;1;1.0;2024;1;0;0;0;56.986953;24.135909
99700.0;38.71;1;11;6875.8;2004;12.0;50.1;4;2;9.0;2024;0;0;0;1;57.0093085;24.1277625
46330.5;40.37;1;4;4311.3;1914;30.0;46.1;2;1;2.0;2024;0;0;0;1;56.948708;24.078588
15000.0;42.17;1;5;3721.7;1966;30.0;41.6;6;2;3.0;2024;0;0;0;1;56.9155258;24.1742248
30000.0;24.11;1;5;6019.9;1978;30.0;27.5;5;1;2.0;2024;1;0;0;0;56.9530073;24.2052752
135000.0;23.58;2;10;3469.9;2016;1.0;45.7;4;2;3.0;2024;1;0;0;0;56.9696923;24.1285902
208113.37;100.16;1;4;4490.8;2021;0.0;87.2;7;4;1.0;2024;1;0;0;0;56.9660217;24.1927699
97000.0;56.41;1;5;4557.7;2023;0.0;44.4;4;2;5.0;2024;0;0;0;1;56.917341;24.1778531
40000.0;114.4;1;3;755.8;1962;25.0;48.1;5;2;2.0;2024;1;0;0;0;56.9673468;24.1924717
58000.0;90.85;1;5;3588.5;1969;35.0;61.6;7;3;3.0;2024;1;0;0;0;56.9203741;24.1735225
15000.0;76.26;1;10;4114.8;1984;10.0;43.0;5;1;5.0;2024;0;0;0;1;57.0298184;24.0527774
124490.0;51.4;1;6;3165.9;2022;0.0;68.3;6;3;4.0;2024;0;0;0;1;56.9171244;24.1041977
106000.0;67.92;2;2;615.8;1900;55.0;68.2;9;4;2.0;2024;1;0;0;0;56.9566433;24.1344974
46560.0;31.98;4;4;3976.1;1962;30.0;31.0;3;2;4.0;2024;0;0;0;1;56.9371301;24.1479243
133500.0;51.32;1;6;3165.9;2022;0.0;68.2;6;3;5.0;2024;0;0;0;1;56.9171244;24.1041977
235000.0;104.48;1;5;3793.6;1900;50.0;212.9;12;6;3.0;2024;1;0;0;0;56.961262;24.0985479
86000.0;59.13;1;11;9895.9;1990;27.0;93.5;12;4;8.0;2024;1;0;0;0;56.9454159;24.0234753
7000.0;51.34;11;2;990.6;1905;45.0;22.1;3;1;2.0;2024;0;0;0;1;56.9408951;24.1470654
14800.0;44.63;2;2;400.9;1910;65.0;28.8;3;1;2.0;2024;1;0;0;0;56.9941849;24.1273663
53000.0;71.55;1;10;4928.9;1974;31.0;63.9;9;3;4.0;2024;1;0;0;0;56.9646548;24.0054541
98000.0;53.11;1;9;6186.7;2023;0.0;45.0;4;2;2.0;2024;1;0;0;0;56.9294454;24.1612277
172400.0;64.8;1;6;3165.9;2022;0.0;86.1;7;4;4.0;2024;0;0;0;1;56.9171244;24.1041977
54000.0;74.07;1;5;3338.9;1927;33.0;46.8;7;2;3.0;2024;0;0;0;1;56.9903423;24.2386252
45000.0;78.14;3;1;132.2;1908;41.0;22.1;3;1;1.0;2024;1;0;0;0;56.9387918;24.0372852
75900.0;41.66;1;6;5234.5;2023;0.0;39.8;4;2;1.0;2024;1;0;0;0;56.9092483;24.1042159
15500.0;76.73;3;5;7013.6;1988;25.0;46.4;6;2;4.0;2024;1;0;0;0;57.0421946;24.0340112
50000.0;19.93;3;4;3103.2;1870;36.0;34.4;5;2;4.0;2024;1;0;0;0;56.9631565;24.1356726
95000.0;21.09;3;6;2122.7;1900;50.0;60.6;6;3;3.0;2024;0;0;0;1;56.9531802;24.126534
45800.0;29.19;1;9;10047.0;1988;29.0;52.5;8;2;7.0;2024;1;0;0;0;57.0388045;24.0995842
36500.0;31.04;1;9;2417.9;1973;30.0;51.2;7;2;2.0;2024;1;0;0;0;56.9311698;24.1773794
107000.0;125.82;1;3;2111.8;2022;0.0;58.8;5;3;1.0;2024;1;0;0;0;57.0225189;24.1440081
64000.0;74.48;1;5;3372.5;1967;30.0;60.8;9;3;4.0;2024;1;0;0;0;56.9900953;24.2370334
47000.0;51.61;1;9;14708.5;1981;30.0;63.1;11;3;9.0;2024;1;0;0;0;56.9447811;24.1704902
49800.0;55.89;1;9;4185.8;1993;17.0;43.3;5;1;2.0;2024;1;0;0;0;56.9034752;24.1441948
20000.0;31.23;2;2;332.2;1932;55.0;27.7;3;1;1.0;2024;1;0;0;0;56.9665911;24.1434777
223900.0;58.57;1;12;5713.8;2022;0.0;69.7;5;2;12.0;2024;1;0;0;0;56.9936064;24.1646051
15700.0;8.97;2;5;922.7;1912;53.0;69.2;9;3;5.0;2024;1;0;0;0;56.9522064;24.1371502
116000.0;43.06;6;7;4827.3;1913;60.0;99.6;10;4;4.0;2024;0;0;0;1;56.9513587;24.1286054
42000.0;64.65;1;5;3430.2;1964;30.0;46.9;7;2;5.0;2024;0;0;0;1;56.9835692;24.2463872
82880.0;58.71;3;3;1779.5;1900;27.0;59.2;4;3;2.0;2024;0;0;0;1;56.9401005;24.0767561
40500.0;80.34;1;5;3585.1;1967;30.0;60.2;8;3;5.0;2024;0;0;0;1;56.9188366;24.1833978
95000.0;367.57;8;2;621.5;1909;65.0;158.1;17;5;1.0;2024;0;0;0;1;56.9473006;24.0739453
16000.0;55.27;1;5;3394.5;1961;27.0;43.0;5;2;5.0;2024;1;0;0;0;57.0009229;24.1253517
184000.0;41.16;1;5;4513.7;2019;0.0;84.2;5;3;1.0;2024;0;0;0;1;56.9750308;24.1420713
100000.0;37.97;1;7;4962.5;2013;1.0;58.7;3;2;2.0;2024;0;0;0;1;56.9710512;24.1005697
123388.43;48.06;2;5;7678.3;2021;0.0;48.5;4;2;2.0;2024;1;0;0;0;56.961656;24.1920076
26480.0;72.73;1;9;4936.5;1981;30.0;49.0;9;2;7.0;2024;1;0;0;0;56.9038169;24.2042681
175000.0;27.66;1;8;8925.9;2022;0.0;60.3;7;3;2.0;2024;1;0;0;0;56.9576206;24.1367237
32000.0;24.36;1;14;5501.7;1985;30.0;32.1;5;1;6.0;2024;1;0;0;0;56.904013;24.2001691
210900.0;63.61;1;12;5713.8;2022;0.0;75.7;7;4;3.0;2024;1;0;0;0;56.9936064;24.1646051
52000.0;33.34;1;10;4984.4;1989;5.0;51.3;8;2;6.0;2024;1;0;0;0;56.9021341;24.0944461
116000.0;17.14;1;6;3057.5;1912;31.0;84.0;8;4;3.0;2024;1;0;0;0;56.9620966;24.1222682
36000.0;48.76;1;5;3962.5;1967;30.0;48.7;8;2;5.0;2024;1;0;0;0;56.9524435;24.0530089
38000.0;50.45;1;5;4701.9;1964;30.0;48.2;8;2;5.0;2024;1;0;0;0;56.9827953;24.2465464
94482.29;47.02;1;4;4311.3;1914;16.0;53.7;2;1;2.0;2024;1;0;0;0;56.948708;24.078588
16500.0;112.08;1;2;774.9;1953;40.0;37.8;5;2;2.0;2024;1;0;0;0;56.9870671;24.1798234
36700.0;44.38;1;9;7250.1;1983;31.0;50.1;8;2;1.0;2024;1;0;0;0;56.9421215;24.1965178
175000.0;70.94;1;5;1874.5;1935;38.0;81.5;8;4;5.0;2024;1;0;0;0;56.9638407;24.1280524
33600.0;52.94;1;9;5032.6;1974;30.0;60.2;10;3;2.0;2024;0;0;0;1;56.961332;24.0527779
12000.0;24.84;1;5;3690.6;1974;30.0;32.4;7;1;1.0;2024;0;0;0;1;56.9931844;24.2286419
63500.0;17.67;1;5;840.0;1894;35.0;49.2;5;2;4.0;2024;0;0;0;1;56.9526273;24.1234608
37059.0;22.59;4;4;3976.1;1962;30.0;21.9;2;1;2.0;2024;0;0;0;1;56.9371301;24.1479243
36575.0;21.97;4;4;3976.1;1962;30.0;21.3;2;1;3.0;2024;0;0;0;1;56.9371301;24.1479243
36575.0;22.18;4;4;3976.1;1962;30.0;21.5;2;1;3.0;2024;0;0;0;1;56.9371301;24.1479243
53645.0;25.31;1;4;4311.3;1914;16.0;28.9;2;1;4.0;2024;1;0;0;0;56.948708;24.078588
115739.0;49.97;1;6;4378.4;1910;34.0;156.4;9;4;6.0;2024;1;0;0;0;56.9599989;24.1077209
276261.0;140.07;1;6;4378.4;1910;34.0;438.4;19;10;6.0;2024;1;0;0;0;56.9599989;24.1077209
16650.0;44.8;1;13;5197.7;1970;31.0;36.2;5;1;4.0;2024;1;0;0;0;56.9764024;24.2441658
225000.0;129.92;1;5;5337.7;2019;0.0;84.8;10;4;2.0;2024;1;0;0;0;56.9556183;24.1854622
20000.0;32.2;1;5;3118.0;1965;30.0;28.6;4;1;1.0;2024;1;0;0;0;57.028022;24.1024299
109000.0;26.67;1;9;10277.4;2007;11.0;73.6;5;2;7.0;2024;1;0;0;0;56.9867296;24.247351
47000.0;126.81;1;2;788.9;1949;32.0;44.8;8;2;2.0;2024;1;0;0;0;56.9837362;24.1992596
150000.0;146.83;3;4;1183.6;2006;0.0;69.1;8;3;3.0;2024;0;0;0;1;56.9567871;24.019409
15000.0;25.73;1;6;3118.0;1990;15.0;33.7;5;1;4.0;2024;0;0;0;1;56.9346009;24.1911678
198000.0;42.87;1;5;1289.7;1902;30.0;129.6;8;3;4.0;2024;1;0;0;0;56.9552877;24.1337282
549527.0;202.91;1;3;4619.9;2019;0.0;246.1;10;4;3.0;2024;0;0;0;1;56.9931417;24.1565291
90000.0;38.96;2;4;1052.7;1878;60.0;60.0;6;3;2.0;2024;1;0;0;0;56.9636652;24.1302787
55000.0;65.04;1;10;12651.3;1986;28.0;61.1;8;2;6.0;2024;1;0;0;0;56.9473374;24.0061033
33000.0;58.98;1;5;7817.8;1969;30.0;50.6;8;2;4.0;2024;1;0;0;0;56.9055247;24.197085
188100.0;82.51;3;3;1779.5;1900;27.0;83.2;7;4;2.0;2024;1;0;0;0;56.9401005;24.0767561
102000.0;57.92;1;5;3441.5;1967;30.0;61.9;8;3;4.0;2024;1;0;0;0;56.9667168;24.1283175
52694.0;33.89;1;4;4311.3;1914;16.0;38.7;2;1;1.0;2024;1;0;0;0;56.948708;24.078588
29000.0;108.74;1;4;1632.5;1961;40.0;42.5;5;2;3.0;2024;0;0;0;1;56.9351797;24.0378901
35000.0;79.04;1;5;4594.2;1960;35.0;44.5;5;2;5.0;2024;1;0;0;0;56.9452735;24.0679173
128000.0;63.09;1;5;4190.2;2019;0.0;53.0;4;2;4.0;2024;1;0;0;0;56.9555114;24.1825157
48900.0;79.87;1;12;4524.9;1975;30.0;50.4;8;2;4.0;2024;1;0;0;0;56.992618;24.1928871
26700.0;54.9;1;5;5307.4;1968;30.0;37.4;6;2;2.0;2024;1;0;0;0;56.9016528;24.2132325
44500.0;82.46;1;5;5903.4;1979;28.0;49.5;8;2;4.0;2024;1;0;0;0;56.9514454;24.2056175
51000.0;51.36;1;12;4361.4;1971;20.0;43.9;5;2;7.0;2024;1;0;0;0;56.9922021;24.2428662
39000.0;51.99;1;5;4387.2;1976;30.0;40.4;6;2;3.0;2024;1;0;0;0;56.9868298;24.1722021
30000.0;27.2;1;9;6428.0;1987;17.0;36.7;7;1;3.0;2024;1;0;0;0;57.0379737;24.0954129
32000.0;39.02;1;6;4589.4;1983;31.0;33.8;5;1;4.0;2024;1;0;0;0;56.9947328;24.1304951
15000.0;13.78;7;2;608.0;1915;36.0;14.2;1;1;1.0;2024;1;0;0;0;56.9927931;24.1277729
119000.0;23.27;1;6;2053.3;1893;22.0;56.2;6;2;2.0;2024;1;0;0;0;56.9582682;24.1105601
40000.0;46.32;1;5;4627.3;1962;35.0;45.9;6;2;1.0;2024;1;0;0;0;56.9856304;24.2417879
176000.0;42.79;1;9;7850.1;2017;0.0;70.9;5;3;5.0;2024;1;0;0;0;56.9522386;24.006301
27000.0;40.64;1;5;4434.7;1976;30.0;42.4;7;1;5.0;2024;1;0;0;0;56.9872097;24.1706611
46000.0;46.32;1;10;6765.3;1975;31.0;35.9;4;1;4.0;2024;1;0;0;0;56.9642181;24.0019846
24000.0;23.15;1;4;5946.2;1930;60.0;22.0;4;1;1.0;2024;1;0;0;0;56.9380504;24.1545496
55000.0;41.15;1;5;9423.1;1954;36.0;47.0;7;2;5.0;2024;1;0;0;0;56.9965575;24.1234838
7000.0;411.23;1;1;332.1;1900;60.0;40.0;4;2;1.0;2024;0;0;0;1;57.0340808;24.0598045
136000.0;85.06;3;5;2688.7;2021;0.0;55.9;5;3;1.0;2024;1;0;0;0;56.961015;24.2394154
13200.0;311.25;3;2;263.1;1966;51.0;49.1;6;1;1.0;2024;0;0;0;1;56.9041728;24.2152441
67000.0;52.14;1;9;2451.7;1978;30.0;57.7;9;3;1.0;2024;1;0;0;0;56.9638916;24.0541729
48500.0;14.89;1;7;11739.1;1986;28.0;52.4;7;2;1.0;2024;1;0;0;0;56.9668333;24.1705945
108000.0;151.4;1;2;414.0;1932;60.0;68.0;7;3;1.0;2024;1;0;0;0;56.968371;24.1740574
175500.0;52.25;1;13;16147.0;2022;0.0;73.1;7;3;6.0;2024;1;0;0;0;56.9586927;24.0145708
137000.0;18.94;1;8;8925.9;2022;0.0;41.3;5;2;4.0;2024;1;0;0;0;56.9576206;24.1367237
41400.0;36.07;1;5;3540.5;1970;23.0;23.0;3;2;4.0;2024;1;0;0;0;56.9929505;24.1915237
155000.0;94.03;1;5;6022.3;2023;0.0;66.6;6;3;1.0;2024;1;0;0;0;56.9768071;24.1692287
28400.0;49.38;1;5;3944.6;1983;25.0;34.9;5;1;4.0;2024;1;0;0;0;57.0285166;24.0542935
67500.0;48.46;1;9;7500.1;1971;30.0;61.1;7;3;6.0;2024;1;0;0;0;56.9306574;24.1774565
150000.0;36.38;1;7;7711.3;2012;9.0;135.8;7;4;6.0;2024;0;0;0;1;56.9612105;24.148859
30000.0;75.9;7;4;519.4;1896;65.0;54.9;6;2;2.0;2024;1;0;0;0;56.9618059;24.1305445
75000.0;46.95;6;4;505.8;1930;40.0;56.7;6;2;1.0;2024;1;0;0;0;56.953312;24.1426777
128000.0;58.73;3;5;875.7;1910;50.0;68.4;3;2;4.0;2024;1;0;0;0;56.9259525;24.0933268
36000.0;68.44;1;5;6604.0;1977;30.0;49.3;8;2;5.0;2024;1;0;0;0;57.0314072;24.0572838
37000.0;64.78;1;5;3430.2;1964;30.0;47.0;7;2;5.0;2024;1;0;0;0;56.9835692;24.2463872
48500.0;45.83;3;5;1994.4;1960;30.0;41.3;5;2;2.0;2024;1;0;0;0;56.9455269;24.0617741
90200.0;81.49;3;7;9778.0;2006;17.0;110.0;11;3;1.0;2024;1;0;0;0;56.9087545;24.0782432
36000.0;8.25;1;5;3369.4;1903;41.0;20.0;2;2;1.0;2024;1;0;0;0;56.9517755;24.1504909
56000.0;41.61;1;5;3820.4;1964;35.0;48.8;6;2;3.0;2024;1;0;0;0;56.9141835;24.1748009
167360.0;52.71;1;12;5823.7;2022;0.0;62.9;5;2;10.0;2023;0;0;0;1;56.9939864;24.1647615
164000.0;40.01;3;24;17263.9;2006;0.0;94.6;6;2;14.0;2024;1;0;0;0;56.9594336;24.0142317
275000.0;47.16;1;10;16155.6;2014;2.0;109.8;9;4;8.0;2024;0;0;0;1;56.9710469;24.1237162
147900.0;39.77;1;10;5256.0;2022;0.0;61.7;6;3;5.0;2024;0;0;0;1;56.9656626;24.2341883
73000.0;88.89;1;2;573.7;1940;55.0;50.6;7;2;1.0;2024;1;0;0;0;56.9404546;24.0714423
68000.0;42.36;1;10;7427.9;1977;31.0;59.8;10;3;8.0;2024;1;0;0;0;56.9634935;24.0540772
65000.0;31.49;1;9;7873.6;1994;25.0;66.0;10;3;9.0;2024;1;0;0;0;56.9029417;24.1019643
41700.0;17.28;3;5;1397.6;1910;27.0;27.8;2;1;3.0;2024;1;0;0;0;56.9552729;24.1435714
75000.0;18.74;1;25;18295.1;2007;12.0;40.8;4;1;4.0;2024;1;0;0;0;56.9513383;24.1879081
59500.0;29.23;1;8;8941.5;1966;16.0;43.7;2;1;3.0;2024;1;0;0;0;56.9989183;24.1217048
31700.0;90.69;3;2;759.2;1949;28.0;27.2;4;1;1.0;2024;1;0;0;0;56.9323403;24.1729391
213500.0;55.4;1;13;16147.0;2022;0.0;77.5;6;3;8.0;2024;1;0;0;0;56.9586927;24.0145708
92000.0;20.32;1;9;11938.3;2017;1.0;39.7;4;2;3.0;2024;1;0;0;0;56.9886702;24.1689025
179000.0;93.46;1;5;6022.3;2023;0.0;66.2;6;3;3.0;2024;1;0;0;0;56.9768071;24.1692287
32799.0;25.51;2;4;829.3;1900;60.0;34.4;3;2;2.0;2024;1;0;0;0;56.9389834;24.1371814
33500.0;31.41;1;8;11738.0;1960;30.0;53.9;7;2;5.0;2024;1;0;0;0;56.9588888;24.1234334
180000.0;46.68;2;6;2211.6;1890;43.0;159.0;11;6;5.0;2024;1;0;0;0;56.9493057;24.1217937
18500.0;74.72;5;4;1333.3;1960;30.0;31.2;4;1;4.0;2024;1;0;0;0;57.0381909;24.0538578
65000.0;118.5;2;3;704.4;1905;35.0;31.2;5;2;1.0;2024;1;0;0;0;56.9965543;24.1661158
35000.0;57.82;1;5;7200.9;1969;30.0;37.5;6;2;3.0;2024;1;0;0;0;56.8993643;24.2112243
137662.0;84.75;1;3;1103.3;2023;0.0;57.1;4;2;3.0;2024;0;0;0;1;56.9445317;24.0674515
22000.0;35.52;8;5;1947.1;1911;48.0;28.6;2;1;4.0;2024;0;0;0;1;56.9481065;24.1383293
7000.0;64.02;1;2;783.0;1953;50.0;21.7;1;1;2.0;2024;1;0;0;0;56.9871512;24.1806437
21000.0;47.88;5;4;1292.0;1931;55.0;42.2;6;3;4.0;2024;1;0;0;0;56.9723161;24.1888658
92500.0;14.79;1;5;3565.5;1880;32.0;154.8;12;7;5.0;2024;1;0;0;0;56.9492427;24.1201518
48000.0;80.41;1;5;5005.6;1966;35.0;58.0;7;3;1.0;2024;1;0;0;0;56.9766565;24.250382
40000.0;20.78;1;9;9269.2;1983;30.0;75.4;12;3;3.0;2024;1;0;0;0;56.9488943;24.1977895
127000.0;24.22;4;5;3465.6;1900;25.0;52.1;4;2;3.0;2024;1;0;0;0;56.9519876;24.1266983
38000.0;44.94;1;5;7674.3;1969;15.0;38.5;6;2;1.0;2024;1;0;0;0;56.9719285;24.0702584
84725.0;56.52;1;6;3165.9;2022;0.0;75.1;7;3;4.0;2023;0;0;1;0;56.9171244;24.1041977
65880.0;38.79;1;4;4311.3;1914;16.0;44.3;3;2;4.0;2024;1;0;0;0;56.948708;24.078588
76000.0;47.98;2;5;3190.3;2017;0.0;60.8;4;2;4.0;2024;1;0;0;0;56.9558578;24.0505941
27000.0;241.83;2;2;228.1;1900;35.0;78.2;9;3;1.0;2024;1;0;0;0;57.0221982;24.1315703
34400.0;35.37;1;5;3412.8;1968;30.0;27.3;4;1;4.0;2024;1;0;0;0;56.9373055;24.0793901
28500.0;51.29;1;5;4206.8;1981;15.0;38.7;7;1;1.0;2024;1;0;0;0;56.95402;24.1836211
32000.0;104.59;1;3;572.9;1958;40.0;48.6;6;2;3.0;2024;1;0;0;0;56.9120089;24.2061374
45000.0;46.63;1;5;4595.3;1965;30.0;44.0;6;2;1.0;2024;1;0;0;0;56.9783343;24.2472236
31500.0;34.82;1;5;3005.2;1979;28.0;38.4;8;2;4.0;2024;1;0;0;0;57.0331435;24.1001376
26500.0;59.78;1;4;2397.2;1961;35.0;29.3;5;1;4.0;2024;1;0;0;0;56.9016669;24.2039591
49386.03;25.22;1;4;4311.3;1914;16.0;28.8;2;1;2.0;2024;1;0;0;0;56.948708;24.078588
17300.0;28.79;1;5;2496.1;1968;20.0;17.4;2;1;3.0;2024;1;0;0;0;56.9925894;24.2284596
78000.0;34.89;1;10;8625.3;1990;27.0;63.6;8;3;5.0;2024;1;0;0;0;56.9031824;24.0988731
11663.0;57.48;3;5;1917.9;1984;20.0;34.2;5;1;4.0;2024;1;0;0;0;57.0434932;24.0328174
111000.0;46.71;1;6;4741.8;2004;16.0;63.6;4;1;3.0;2024;1;0;0;0;56.9604785;24.1800818
370800.0;60.5;1;6;11466.0;2020;3.0;151.0;14;4;1.5;2024;0;0;0;1;56.9657399;24.1036316
16500.0;59.99;1;2;1133.6;1910;51.0;26.4;2;1;1.0;2024;1;0;0;0;56.9423773;24.0492364
31000.0;309.26;2;2;212.2;1958;35.0;49.9;5;2;2.0;2024;1;0;0;0;56.9607202;24.0483808
105000.0;21.33;3;24;17349.0;2006;0.0;53.7;3;1;17.0;2024;0;0;0;1;56.9589569;24.0135498
26000.0;36.65;1;14;4742.2;1973;31.0;33.3;4;1;12.0;2024;1;0;0;0;56.9883629;24.2366467
140515.0;23.38;1;9;6814.7;2022;0.0;51.1;5;2;9.0;2024;1;0;0;0;56.9524622;24.007836
122300.0;62.07;1;6;5234.5;2023;0.0;59.3;5;3;1.0;2024;1;0;0;0;56.9092483;24.1042159
8100.0;64.07;4;2;531.1;1919;46.0;26.2;2;1;1.0;2024;0;0;0;1;56.9858235;24.1687338
16060.0;46.42;1;5;2561.8;1970;15.0;45.6;6;2;1.0;2024;1;0;0;0;56.9141634;24.0955712
114000.0;114.01;1;3;651.8;1900;24.0;46.2;3;2;1.0;2024;1;0;0;0;56.9345304;24.074083
245000.0;34.66;1;7;11647.2;1912;21.0;112.1;7;4;4.0;2024;1;0;0;0;56.959234;24.1118299
102000.0;45.32;1;6;5234.5;2023;0.0;43.3;4;2;5.0;2024;1;0;0;0;56.9092483;24.1042159
68000.0;49.18;1;10;7441.1;1994;25.0;80.2;11;4;6.0;2024;1;0;0;0;56.9029099;24.1006676
22500.0;159.97;1;3;752.7;1961;35.0;41.4;5;2;3.0;2024;1;0;0;0;56.9591636;24.2969068
54500.0;44.36;1;5;5318.0;1970;35.0;46.6;7;2;5.0;2024;1;0;0;0;56.9001271;24.2041708
115000.0;91.65;2;2;1169.7;1905;50.0;75.2;6;3;1.0;2024;1;0;0;0;56.9666544;24.1344064
49500.0;41.04;1;5;4161.7;1982;28.0;42.6;6;1;3.0;2024;1;0;0;0;56.9495175;24.2030907
363000.0;113.69;1;6;8828.3;2016;0.0;143.6;10;4;6.0;2024;1;0;0;0;56.9692594;24.1251169
165900.0;147.12;2;3;1227.3;2023;0.0;72.2;4;2;1.0;2024;1;0;0;0;56.9839448;24.1745296
194983.2;164.23;2;3;1227.3;2023;0.0;80.6;5;3;3.0;2024;1;0;0;0;56.9839448;24.1745296
18650.0;18.73;3;4;1064.7;1898;54.0;21.4;2;1;3.0;2024;0;0;0;1;56.9558446;24.1532916
105000.0;15.67;2;24;14552.5;2012;0.0;43.1;3;2;13.0;2024;1;0;0;0;56.9717782;24.1246949
5000.0;110.91;1;3;761.3;1960;30.0;41.6;5;2;1.0;2024;1;0;0;0;56.9223768;24.0805482
109400.0;56.44;1;6;3165.9;2022;0.0;75.0;7;3;2.0;2024;1;0;0;0;56.9171244;24.1041977
3000.0;19.13;2;5;1251.4;1900;36.0;22.4;2;1;1.0;2024;1;0;0;0;56.9407214;24.129192
22000.0;47.46;1;5;6862.3;1982;15.0;51.9;7;2;5.0;2024;1;0;0;0;57.0419614;24.0333879
205000.0;168.72;2;3;1227.3;2023;0.0;82.8;6;3;1.0;2024;1;0;0;0;56.9839448;24.1745296
211900.0;64.45;1;12;5713.8;2022;0.0;76.7;7;4;6.0;2024;1;0;0;0;56.9936064;24.1646051
194000.0;78.96;1;5;6955.6;2019;0.0;95.8;8;5;2.0;2024;1;0;0;0;56.9556201;24.0534049
124000.0;126.37;1;5;3145.5;1964;30.0;93.2;8;4;5.0;2024;1;0;0;0;56.9275915;24.0743004
37110.0;66.75;1;10;9460.5;1987;27.0;53.9;9;2;1.0;2024;1;0;0;0;56.9481546;24.0117425
146000.0;35.27;1;9;11938.3;2017;1.0;68.9;6;3;4.0;2024;1;0;0;0;56.9886702;24.1689025
79900.0;64.6;8;3;953.9;1947;30.0;51.9;4;2;2.0;2024;1;0;0;0;56.9348957;24.0632876
106000.0;27.96;1;6;3098.3;1907;60.0;73.6;5;3;2.0;2024;1;0;0;0;56.9391595;24.1328004
141100.0;34.5;3;6;1456.4;1927;40.0;83.0;8;3;3.0;2024;1;0;0;0;56.9562518;24.1288073
31000.0;32.69;2;6;4856.0;1983;30.0;42.5;7;1;4.0;2024;1;0;0;0;56.9218254;24.0945487
27900.0;54.35;1;12;4524.9;1975;30.0;34.3;4;1;5.0;2024;1;0;0;0;56.992618;24.1928871
56800.0;58.47;1;14;4641.1;1977;10.0;73.9;10;3;11.0;2024;1;0;0;0;56.9595317;24.0339597
42000.0;32.12;1;9;3881.2;1968;31.0;32.0;3;2;1.0;2024;1;0;0;0;56.9999927;24.1292182
180000.0;49.6;1;7;1518.6;1934;55.0;81.1;4;3;5.0;2024;1;0;0;0;56.9634067;24.1250218
26535.0;23.47;3;4;902.9;1910;18.0;21.3;2;1;1.0;2024;1;0;0;0;56.9693587;24.1022666
73000.0;23.07;4;6;1427.8;1937;40.0;46.4;6;2;3.0;2024;1;0;0;0;56.9605984;24.1034039
65000.0;70.76;1;4;4114.0;1957;30.0;69.1;8;2;1.0;2024;1;0;0;0;57.0189964;24.1285378
148000.0;62.91;1;10;13541.1;2008;10.0;102.4;8;3;3.0;2024;0;0;0;1;56.953147;24.1892562
194000.0;55.06;1;6;7069.7;1907;34.0;180.6;12;5;5.0;2024;0;0;0;1;56.9581905;24.1248202
29300.0;105.31;1;5;5145.5;1982;15.0;68.0;10;3;4.0;2024;0;0;0;1;57.0402465;24.0303146
106796.0;39.39;1;12;5823.7;2022;0.0;47.0;5;2;8.0;2024;0;0;0;1;56.9939864;24.1647615
16000.0;51.34;11;2;990.6;1905;45.0;22.1;3;1;2.0;2024;1;0;0;0;56.9408951;24.1470654
42600.0;252.77;1;2;255.8;1952;50.0;43.1;5;2;1.0;2024;1;0;0;0;57.0069856;24.1242941
94000.0;39.47;2;6;2141.8;1903;59.0;89.8;9;4;3.0;2024;1;0;0;0;56.9491584;24.1298388
72332.0;38.61;1;4;4311.3;1914;16.0;44.1;2;1;1.0;2024;1;0;0;0;56.948708;24.078588
52000.0;80.69;3;3;755.8;1960;25.0;41.7;7;2;3.0;2024;1;0;0;0;56.9409699;24.0605701
135000.0;65.42;1;6;5234.5;2023;0.0;62.5;5;3;3.0;2024;1;0;0;0;56.9092483;24.1042159
119500.0;112.14;5;4;6354.3;2007;13.0;63.2;5;2;4.0;2024;1;0;0;0;56.9510638;24.2443731
14500.0;68.56;4;2;531.1;1919;46.0;27.5;2;1;2.0;2024;1;0;0;0;56.9858235;24.1687338
164645.55;48.49;1;12;5713.8;2022;0.0;57.7;5;2;7.0;2024;1;0;0;0;56.9936064;24.1646051
103000.0;24.42;1;9;11938.3;2017;1.0;47.7;3;2;1.0;2024;1;0;0;0;56.9886702;24.1689025
32000.0;19.08;4;1;204.9;1985;26.0;18.5;2;1;1.0;2024;1;0;0;0;56.9372531;24.1473987
18500.0;66.44;3;2;374.2;1895;65.0;23.7;3;1;2.0;2024;1;0;0;0;56.9554268;24.1478205
87000.0;17.58;2;6;1629.3;1905;59.0;50.9;4;2;6.0;2022;1;0;0;0;56.9547451;24.1319562
